wlbName,wlbCoreNumber,wlbCoreIntervalTop,wlbCoreIntervalBottom,wlbCoreIntervalUom,wlbTotalCoreLength,wlbNumberOfCores,wlbCoreSampleAvailable,wlbNpdidWellbore,wlbCoreDateUpdated,dateSyncNPD
30/9-B-15,3,3961.0,3983.5,[m   ],130.0,6,YES,1546,9999-12-31,2013-05-08
30/9-B-15,4,3984.0,3984.8,[m   ],130.0,6,YES,1546,9999-12-31,2013-05-08
30/9-B-15,5,4004.0,4057.5,[m   ],130.0,6,YES,1546,9999-12-31,2013-05-08
30/9-B-15,6,4058.0,4112.5,[m   ],130.0,6,YES,1546,9999-12-31,2013-05-08
30/9-B-16,1,2575.0,2576.0,[m   ],37.1,3,YES,2551,9999-12-31,2013-05-08
30/9-B-16,2,2576.5,2594.6,[m   ],37.1,3,YES,2551,9999-12-31,2013-05-08
30/9-B-16,3,2595.0,2613.0,[m   ],37.1,3,YES,2551,9999-12-31,2013-05-08
30/9-B-18,1,3859.0,3891.3,[m   ],42.5,2,YES,1989,9999-12-31,2013-05-08
30/9-B-18,2,3893.0,3903.2,[m   ],42.5,2,YES,1989,9999-12-31,2013-05-08
30/9-B-2,1,4046.0,4073.0,[m   ],100.0,3,YES,1698,9999-12-31,2013-05-08
30/9-B-2,2,4073.0,4109.3,[m   ],100.0,3,YES,1698,9999-12-31,2013-05-08
30/9-B-2,3,4109.5,4146.0,[m   ],100.0,3,YES,1698,9999-12-31,2013-05-08
30/9-B-20,1,3071.0,3098.7,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,2,3099.1,3113.0,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,3,3113.0,3124.5,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,4,3126.0,3136.2,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,5,3138.0,3166.0,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,6,3166.0,3189.5,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-20,7,3162.0,3183.0,[m   ],135.8,7,YES,934,9999-12-31,2013-05-08
30/9-B-21,1,2988.0,3016.0,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,2,3016.0,3043.3,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,3,3044.0,3071.0,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,4,3072.0,3094.4,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,5,3095.0,3108.9,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,6,3109.0,3137.0,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,7,3137.0,3165.0,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-21,8,3165.0,3191.5,[m   ],201.0,8,YES,847,9999-12-31,2013-05-08
30/9-B-23,1,4035.0,4056.5,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-23,2,4053.0,4066.3,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-23,3,4067.0,4084.3,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-23,4,4084.5,4112.5,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-23,5,4112.5,4140.5,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-23,6,4140.5,4159.3,[m   ],137.1,6,YES,951,9999-12-31,2013-05-08
30/9-B-24,1,3344.0,3355.6,[m   ],67.5,3,YES,1013,9999-12-31,2013-05-08
30/9-B-24,2,3358.0,3386.9,[m   ],67.5,3,YES,1013,9999-12-31,2013-05-08
30/9-B-24,3,3386.0,3414.0,[m   ],67.5,3,YES,1013,9999-12-31,2013-05-08
30/9-B-24 B,1,3579.0,3587.9,[m   ],24.1,3,YES,2742,9999-12-31,2013-05-08
30/9-B-24 B,2,3609.0,3618.5,[m   ],24.1,3,YES,2742,9999-12-31,2013-05-08
30/9-B-24 B,3,3905.0,3910.7,[m   ],24.1,3,YES,2742,9999-12-31,2013-05-08
30/9-B-25,1,3712.0,3747.6,[m   ],28.0,2,YES,908,9999-12-31,2013-05-08
30/9-B-25,2,3749.0,3777.0,[m   ],28.0,2,YES,908,9999-12-31,2013-05-08
30/9-B-26,1,4202.0,4230.1,[m   ],93.9,4,YES,946,9999-12-31,2013-05-08
30/9-B-26,2,4230.0,4258.0,[m   ],93.9,4,YES,946,9999-12-31,2013-05-08
30/9-B-26,3,4258.0,4285.8,[m   ],93.9,4,YES,946,9999-12-31,2013-05-08
30/9-B-26,4,4286.0,4304.1,[m   ],93.9,4,YES,946,9999-12-31,2013-05-08
30/9-B-27,1,3151.0,3177.9,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,2,3178.0,3205.3,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,3,3205.5,3233.5,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,4,3233.0,3261.5,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,5,3261.5,3289.5,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,6,3289.5,3317.4,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-27,7,3317.5,3345.5,[m   ],187.0,7,YES,851,9999-12-31,2013-05-08
30/9-B-29,1,3215.0,3237.3,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-29,2,3238.0,3260.3,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-29,3,3263.0,3280.5,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-29,4,3280.5,3306.7,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-29,5,3307.0,3334.9,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-29,6,3335.0,3362.8,[m   ],145.0,6,YES,873,9999-12-31,2013-05-08
30/9-B-3,1,2446.0,2450.0,[m   ],127.5,4,YES,1389,9999-12-31,2013-05-08
30/9-B-3,2,2719.0,2743.8,[m   ],127.5,4,YES,1389,9999-12-31,2013-05-08
30/9-B-3,3,2744.0,2799.2,[m   ],127.5,4,YES,1389,9999-12-31,2013-05-08
30/9-B-3,4,2799.5,2842.0,[m   ],127.5,4,YES,1389,9999-12-31,2013-05-08
30/9-B-4,1,2844.0,2869.0,[m   ],40.4,2,YES,1296,9999-12-31,2013-05-08
30/9-B-4,2,2869.0,2884.4,[m   ],40.4,2,YES,1296,9999-12-31,2013-05-08
30/9-B-40,1,4384.0,4411.0,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-40,2,4411.0,4420.9,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-40,3,4421.0,4429.0,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-40,4,4487.0,4514.0,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-40,5,4515.0,4569.5,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-40,6,4569.5,4604.2,[m   ],161.2,6,YES,1504,9999-12-31,2013-05-08
30/9-B-44 B,1,4242.0,4278.7,[m   ],73.1,2,YES,6436,9999-12-31,2013-05-08
30/9-B-44 B,2,4278.7,4315.1,[m   ],73.1,2,YES,6436,9999-12-31,2013-05-08
30/9-B-46 A,1,3334.0,3369.9,[m   ],35.7,1,YES,3290,9999-12-31,2013-05-08
30/9-B-49 H,1,2631.0,2657.8,[m   ],89.9,5,YES,929,9999-12-31,2013-05-08
30/9-B-49 H,2,2658.0,2671.7,[m   ],89.9,5,YES,929,9999-12-31,2013-05-08
30/9-B-49 H,3,2673.1,2687.2,[m   ],89.9,5,YES,929,9999-12-31,2013-05-08
30/9-B-49 H,4,2688.0,2715.5,[m   ],89.9,5,YES,929,9999-12-31,2013-05-08
30/9-B-49 H,5,2715.0,2722.8,[m   ],89.9,5,YES,929,9999-12-31,2013-05-08
30/9-B-50 H,1,NULL,0.0,NULL,139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,2,3156.0,3173.2,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,3,3173.2,3181.5,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,4,3181.5,3184.6,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,5,3185.0,3188.5,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,6,3188.8,3216.3,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,7,3216.3,3238.4,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,8,3238.5,3266.2,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-B-50 H,9,3266.2,3296.1,[m   ],139.5,9,YES,1063,9999-12-31,2013-05-08
30/9-F-18,1,3944.0,3961.7,[m   ],17.7,1,YES,3762,9999-12-31,2013-05-08
30/9-F-26,1,4307.0,4318.7,[m   ],80.5,4,YES,4793,9999-12-31,2013-05-08
30/9-F-26,2,4319.0,4340.0,[m   ],80.5,4,YES,4793,9999-12-31,2013-05-08
30/9-F-26,3,4431.0,4451.9,[m   ],80.5,4,YES,4793,9999-12-31,2013-05-08
30/9-F-26,4,4452.0,4478.9,[m   ],80.5,4,YES,4793,9999-12-31,2013-05-08
30/9-F-6,1,3004.0,3031.9,[m   ],27.9,1,YES,4515,9999-12-31,2013-05-08
30/9-J-13 H,1,2480.0,2506.0,[m   ],80.5,3,YES,5138,9999-12-31,2013-05-08
30/9-J-13 H,2,2527.0,2554.7,[m   ],80.5,3,YES,5138,9999-12-31,2013-05-08
30/9-J-13 H,3,2777.0,2803.8,[m   ],80.5,3,YES,5138,9999-12-31,2013-05-08
30/9-K-12 H,1,3858.0,3894.0,[m   ],36.0,1,YES,3797,9999-12-31,2013-05-08
31/2-1,1,1450.0,1453.5,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,10,1542.0,1559.0,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,11,1560.0,1577.4,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,12,1577.4,1595.5,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,13,1595.5,1613.5,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,14,1613.5,1616.6,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,15,1617.5,1634.1,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,16,1634.1,1638.4,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,17,1638.4,1652.1,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,18,1652.3,1662.7,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,2,1454.0,1455.5,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,3,1456.6,1465.6,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,4,1465.6,1474.6,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,5,1474.6,1485.6,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,6,1488.0,1493.3,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,7,1514.0,1521.8,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,8,1523.6,1532.7,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-1,9,1533.0,1541.8,[m   ],186.2,18,YES,398,9999-12-31,2013-05-08
31/2-10,1,1575.3,1580.2,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,10,1723.0,1741.5,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,2,1585.0,1592.5,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,3,1599.0,1617.0,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,4,1617.5,1634.4,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,5,1637.0,1655.3,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,6,1655.5,1674.0,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,7,1674.0,1686.4,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,8,1692.0,1704.4,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-10,9,1704.5,1723.0,[m   ],145.7,10,YES,90,9999-12-31,2013-05-08
31/2-11,1,NULL,0.0,NULL,58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,2,NULL,0.0,NULL,58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,3,NULL,0.0,NULL,58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,4,1555.0,1562.4,[m   ],58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,5,1564.0,1568.9,[m   ],58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,6,1578.0,1587.5,[m   ],58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,7,1592.0,1610.5,[m   ],58.7,8,YES,6,9999-12-31,2013-05-08
31/2-11,8,1610.5,1628.8,[m   ],58.7,8,YES,6,9999-12-31,2013-05-08
31/2-12,1,1366.0,1375.5,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,10,1449.0,1458.5,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,2,1375.0,1378.7,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,3,1380.0,1386.0,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,4,1389.0,1398.2,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,5,1398.0,1407.2,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,6,1407.0,1416.0,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,7,1416.0,1424.2,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,8,1427.0,1436.0,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-12,9,1436.0,1449.0,[m   ],86.3,10,YES,14,9999-12-31,2013-05-08
31/2-13 S,1,1744.0,1754.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,2,1754.0,1757.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,3,1772.0,1782.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,4,1784.0,1795.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,5,1795.0,1807.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,6,1807.0,1813.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,7,1813.0,1824.0,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-13 S,8,1825.0,1840.7,[m   ],78.2,8,YES,93,9999-12-31,2013-05-08
31/2-14,1,1535.0,1542.2,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,2,1544.5,1553.8,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,3,1560.0,1562.9,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,4,1564.0,1570.0,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,5,1571.0,1576.9,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,6,1580.0,1586.3,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-14,7,1589.5,1598.2,[m   ],48.3,7,YES,106,9999-12-31,2013-05-08
31/2-15,1,1486.0,1491.6,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,10,1541.0,1559.0,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,11,1559.0,1574.4,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,12,1577.0,1588.2,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,2,1493.0,1499.8,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,3,1501.0,1501.9,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,4,1503.0,1507.5,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,5,1510.0,1516.6,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,6,1516.5,1520.5,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,7,1520.0,1528.9,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,8,1530.0,1532.5,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-15,9,1533.0,1540.2,[m   ],92.5,12,YES,439,9999-12-31,2013-05-08
31/2-17 A,1,1703.0,1710.3,[m   ],68.7,5,YES,1898,9999-12-31,2013-05-08
31/2-17 A,2,1710.5,1714.7,[m   ],68.7,5,YES,1898,9999-12-31,2013-05-08
31/2-17 A,3,1714.5,1740.6,[m   ],68.7,5,YES,1898,9999-12-31,2013-05-08
31/2-17 A,4,1740.6,1745.4,[m   ],68.7,5,YES,1898,9999-12-31,2013-05-08
31/2-17 A,5,1756.0,1782.3,[m   ],68.7,5,YES,1898,9999-12-31,2013-05-08
31/2-17 B,1,1833.5,1836.0,[m   ],2.8,1,YES,1899,9999-12-31,2013-05-08
31/2-17 S,1,1877.0,1912.0,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-17 S,2,1912.0,1946.8,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-17 S,3,1947.0,1977.8,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-17 S,4,1977.8,1984.7,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-17 S,5,1993.0,2012.0,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-17 S,6,2016.0,2022.3,[m   ],132.0,6,YES,1885,9999-12-31,2013-05-08
31/2-18,1,1498.0,1516.0,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,10,1638.5,1653.4,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,11,1654.0,1666.5,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,12,1666.5,1678.5,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,2,1516.0,1533.5,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,3,1534.0,1551.8,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,4,1552.0,1570.0,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,5,1570.0,1588.0,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,6,1588.0,1599.0,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,7,1599.0,1608.9,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,8,1610.5,1627.1,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-18,9,1628.5,1638.1,[m   ],180.5,12,YES,1988,9999-12-31,2013-05-08
31/2-19 S,1,1745.0,1748.4,[m   ],31.9,5,YES,2798,9999-12-31,2013-05-08
31/2-19 S,2,1748.4,1755.6,[m   ],31.9,5,YES,2798,9999-12-31,2013-05-08
31/2-19 S,3,2515.6,2517.2,[m   ],31.9,5,YES,2798,9999-12-31,2013-05-08
31/2-19 S,4,3190.0,3190.9,[m   ],31.9,5,YES,2798,9999-12-31,2013-05-08
31/2-19 S,5,3196.0,3214.8,[m   ],31.9,5,YES,2798,9999-12-31,2013-05-08
31/2-2,1,1515.0,1521.1,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,10,1604.0,1606.4,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,11,1608.0,1617.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,12,1617.0,1626.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,13,1626.0,1632.5,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,2,1525.0,1527.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,3,1535.0,1547.6,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,4,1553.0,1560.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,5,1560.0,1569.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,6,1569.0,1578.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,7,1578.0,1581.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,8,1585.0,1598.0,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-2,9,1598.0,1603.6,[m   ],94.2,13,YES,227,9999-12-31,2013-05-08
31/2-3,1,1412.0,1415.5,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,10,1484.5,1496.4,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,11,1496.4,1514.5,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,12,1514.5,1529.6,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,13,1533.0,1540.9,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,14,1551.0,1564.5,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,15,1564.5,1566.5,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,16,1566.6,1584.3,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,17,1584.0,1599.7,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,18,1601.0,1619.3,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,19,1619.0,1623.9,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,2,1421.0,1425.0,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,20,1624.0,1627.7,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,21,1628.0,1645.4,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,22,2116.0,2133.9,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,3,1425.0,1441.0,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,4,1443.0,1449.3,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,5,1450.0,1461.2,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,6,1462.4,1467.8,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,7,NULL,0.0,NULL,211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,8,1469.2,1473.0,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-3,9,1473.0,1475.0,[m   ],211.5,22,YES,236,9999-12-31,2013-05-08
31/2-4 R,1,1320.0,1325.7,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,10,1426.5,1426.7,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,11,1443.5,1452.5,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,12,1452.5,1454.2,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,13,1454.5,1468.3,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,14,1472.5,1479.5,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,15,1482.5,1483.2,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,16,1484.5,1490.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,17,1490.0,1506.8,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,18,1508.0,1524.6,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,19,1526.0,1543.3,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,2,1326.0,1326.5,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,20,1544.0,1562.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,21,1562.0,1566.9,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,22,1567.0,1582.8,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,23,1585.0,1599.2,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,24,1603.0,1606.6,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,25,1607.0,1621.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,26,1621.0,1626.1,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,27,1627.0,1644.4,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,28,1645.0,1662.9,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,29,5025.0,5033.4,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,3,1338.0,1347.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,4,1347.0,1357.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,5,1365.0,1378.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,6,1379.0,1397.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,7,1397.0,1410.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,8,1410.0,1415.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-4 R,9,1415.0,1425.0,[m   ],291.0,29,YES,502,9999-12-31,2013-05-08
31/2-5,1,1511.7,1514.3,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,10,1565.0,1573.4,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,11,1573.4,1573.9,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,12,1573.9,1577.4,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,13,1589.5,1589.6,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,14,1590.5,1599.5,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,15,1599.5,1604.0,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,16,1604.0,1611.9,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,17,1613.0,1615.4,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,18,1616.0,1625.0,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,19,1625.0,1633.4,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,2,1514.8,1517.4,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,20,1634.0,1642.9,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,21,1643.0,1651.6,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,3,NULL,0.0,NULL,97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,4,1536.0,1538.0,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
31/2-5,5,1539.5,1540.5,[m   ],97.9,21,YES,210,9999-12-31,2013-05-08
