seaSurveyName,seaFactMapUrl,seaFactPageUrl,seaStatus,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,seaMultilineGeometryWKT
"MC2D-AMG2011","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7438","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7438","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","PGS Geophysical AS","Seismisk kilde",2,4130 cu in,"2000 psi","Kabler",1,8100,2011-05-15,2011-05-15,2011-07-20,2011-07-07,5000,3182,5000,3182,"MULTILINESTRING((2.200769 65.688056,4.484639 67.348031),(5.647614 67.252625,2.734186 65.198394),(2.169547 66.995628,8.175211 65.831206),(1.322847 66.931889,7.978636 65.644364),(1.329992 66.708078,6.639872 65.691417),(1.340133 66.574706,6.557444 65.532153),(1.275442 66.456314,7.793372 64.9528),(1.3391 66.12325,5.517947 65.316678),(1.537944 65.709794,4.534433 65.172811),(4.482317 64.532789,1.996322 65.18715),(2.771058 63.402419,2.729808 65.209125),(1.824047 63.685236,3.992317 64.776161),(1.318269 64.541278,3.697756 63.781478),(1.212117 64.506753,3.680611 63.715322),(1.106231 64.472153,3.732025 63.630661),(0.826164 64.43045,3.699111 63.52205),(0.663336 64.40545,3.533128 63.50005),(0.448089 64.335072,3.523092 63.368619),(-0.498978 63.890397,2.665133 62.878142),(-0.70875 63.7405,2.449283 62.750056),(-0.835725 63.643494,2.370714 62.641506),(-0.990408 63.540986,1.506381 62.746592),(-1.120608 63.436608,1.4261 62.657622),(-1.294289 63.308497,1.334542 62.500317))"
"SH1101",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","A/S Norske Shell","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,8000,2011-07-17,9999-12-31,2011-09-15,9999-12-31,180,NULL,180,NULL,"MULTILINESTRING((6.699044 64.516081,7.141836 64.345897),(6.689014 64.494014,7.256714 64.276667),(6.823097 64.408908,7.227044 64.252619),(6.837819 64.3751,7.172892 64.247431))"
"CGGV1103","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7490","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7490","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-13,2011-09-30,2011-08-15,180,180,180,180,"MULTILINESTRING((6.699044 64.516081,7.141836 64.345897),(6.689014 64.494014,7.256714 64.276667),(6.823097 64.408908,7.227044 64.252619),(6.837819 64.3751,7.172892 64.247431))"
"CGGV1105","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7492","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7492","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-12,2011-09-30,2011-08-13,50,50,50,50,"MULTILINESTRING((5.362689 63.680161,5.328483 63.299647))"
"CGGV1106","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7494","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7494","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-11,2011-09-30,2011-08-11,480,120,480,120,"MULTILINESTRING((-1.588386 63.182069,3.087697 61.713486),(1.061944 61.672194,3.320933 61.29415),(1.965761 61.707783,1.317256 61.517447),(2.186511 61.467897,1.453753 61.564922))"
"CGGV1108","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7497","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7497","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-21,2011-09-30,2011-08-24,54,54,54,54,"MULTILINESTRING((1.533869 58.097739,1.527297 58.222256,1.307264 58.075014,1.914706 58.236325))"
"CGGV1109","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7498","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7498","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-24,2011-09-30,2011-08-23,109,164,109,164,"MULTILINESTRING((1.740256 60.199061,1.914214 60.351),(1.763386 60.198458,1.935431 60.348614),(2.134194 60.240769,1.461108 60.377333),(2.136736 60.267678,1.600336 60.209111))"
"MC2D-BS2011","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7500","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7500","Ferdig",Ja,"Ordinær seismisk undersøkelse","2D","PGS Geophysical AS","Seismisk kilde",1,4130 cu in,"2000 psi","Kabler",1,8000,2011-09-10,2011-09-13,2011-10-20,2011-10-13,1253,2544,1253,2544,"MULTILINESTRING((23.870536 73.234722,25.866511 72.916667,29.118881 72.315192),(23.660692 73.028558,28.773078 72.141736),(23.476214 72.737292,27.824958 71.991331),(19.339542 72.809517,21.327767 72.503339),(18.833736 72.716583,20.912158 72.399781,23.682947 71.946378),(18.435756 72.260631,21.402794 72.615258),(23.428281 71.921492,26.145964 73.012008),(27.394447 71.967522,28.7998 72.499928,29.866611 72.749983,31.666642 73),(19.436069 72.885717,21.423022 72.578833),(19.187464 72.752531,21.216278 72.434856),(18.669403 72.639419,21.123347 72.316283),(19.567839 72.915422,20.496058 71.636097),(18.09855 72.594222,21.897372 72.173125),(17.995569 72.518506,21.736283 72.10525),(18.785083 72.193392,21.199403 72.197997),(18.840919 72.127022,20.898575 72.138286),(18.871386 72.063636,20.892892 72.071547),(18.926653 71.979281,20.995283 71.980728),(18.961194 71.910153,21.490981 71.9115),(18.990692 71.786392,21.885811 71.779703),(19.110414 71.721975,21.846386 71.722989),(19.296228 71.648189,21.917544 71.669308),(19.438603 72.557428,20.594861 72.504719),(19.425839 72.53195,20.580506 72.479314),(19.407797 72.493675,20.562281 72.441039))"
"CGGV1110",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",2,4980,"2000 psi","Kabler",1,6000,2011-11-01,9999-12-31,2011-12-15,9999-12-31,262,NULL,262,NULL,"MULTILINESTRING((1.666664 66.75,4.324533 66.040208,1.666664 67,4.000172 66.45245))"
"NPD1201","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7620","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7620","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Oljedirektoratet","Seismisk kilde",1,4330 cu. in.,"2000 psi","Kabler",1,8000 meter,2012-04-22,2012-04-26,2012-06-30,2012-07-06,6000,6766,6000,6766,"MULTILINESTRING((31.766497 72.165133,34.019214 71.813339),(34.945789 72.460797,31.417758 73.01995),(35.323722 72.692556,31.664297 73.198769),(31.434744 72.873636,35.983272 73.612622),(32.565394 73.308483,34.534694 73.625158),(34.880672 72.419789,34.899617 74.550258),(35.161708 72.601383,35.191944 74.549825),(35.693528 72.925406,35.674847 74.531667),(35.928003 73.087436,35.982897 74.529108),(36.208603 73.259872,36.218475 74.540414),(36.455881 73.407181,36.485603 74.530781),(36.739172 73.570222,36.728892 74.531778),(31.217733 74.438442,36.913044 74.458239),(36.950572 74.242758,31.310214 74.2437),(36.907167 74.199764,35.086992 74.529081),(34.376547 72.070794,34.412767 74.543992),(35.419633 72.766281,35.435619 74.533847),(34.622867 72.241125,34.653369 74.524519),(36.923894 74.115297,35.0244 74.459686),(36.902167 74.042967,34.953969 74.399994),(36.911786 73.968281,34.839672 74.347714),(36.898544 73.802894,34.694253 74.219492),(36.934589 73.721558,34.578397 74.162719),(36.902364 73.654708,34.510964 74.102875),(36.904381 73.876397,33.253281 74.52965),(36.763878 73.596042,34.424592 74.039656),(36.122939 73.538028,34.888606 73.766794),(36.644497 73.522044,31.101111 74.493692),(33.3775 71.514511,35.989781 73.278194),(33.357483 71.592611,35.863206 73.278378),(33.245419 71.617994,35.621239 73.218483),(33.0589 71.661606,35.240831 73.140922),(32.987383 71.684203,33.625864 72.13985),(32.827422 71.680739,33.513086 72.147192),(32.686731 71.684978,33.389697 72.182256),(32.484397 71.728889,33.100594 72.168942),(32.143092 71.758222,32.625689 72.116889),(32.215908 71.735933,32.707836 72.084878),(31.955167 71.805122,32.457797 72.176469),(31.901 71.884683,32.332825 72.188317),(31.724106 71.903664,32.170386 72.211236),(34.178986 72.981642,31.395458 72.784231),(32.313608 71.707628,32.944753 72.133506),(31.285017 73.010008,32.786658 73.180539),(32.754483 73.459589,32.763219 73.46125,35.252442 73.392742),(33.527983 71.490264,36.232744 73.287222),(31.682217 71.958556,33.817428 71.663328),(32.955544 73.522981,33.551014 72.843533),(31.68795 70.851603,32.458594 70.627072),(31.687 71.594386,33.378322 71.340281),(35.335278 74.543611,36.9325 74.256389))"
"NPD1202","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7642","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7642","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Oljedirektoratet","Seismisk kilde",1,3090 cu in eller 4130 cu in,"2000 psi","Kabler",1,8100 meter,2012-05-29,2012-06-05,2012-08-20,2012-08-09,8500,9507,8500,9507,"MULTILINESTRING((-10.293894 70.49455,-6.284439 70.487342),(-10.295944 70.461719,-6.289278 70.457497),(-10.296897 70.427922,-6.29085 70.423792),(-10.28255 70.364436,-6.297267 70.357322),(-10.28155 70.324789,-6.292469 70.325989),(-10.284486 70.258078,-6.298642 70.256739),(-11.284433 70.207475,-5.188892 70.208553),(-10.507372 70.150403,-6.305811 70.158853),(-10.517956 70.112678,-6.313472 70.121467),(-5.215003 70.033678,-8.136125 70.056797),(-10.475525 70.009886,-6.249236 70.010831),(-10.441611 69.978186,-6.246333 69.975367),(-11.376208 69.928981,-6.019711 69.940192),(-10.259403 69.911353,-6.009125 69.907544),(-10.241358 69.829933,-6.0351 69.829572),(-10.233756 69.803522,-6.015839 69.803675),(-10.145122 69.748586,-6.009006 69.745889),(-10.147564 69.721486,-6.00685 69.7146),(-11.366017 69.667711,-6.016356 69.683044),(-10.147875 69.655117,-6.019825 69.650669),(-10.152867 69.603619,-6.012183 69.594358),(-10.135967 69.577997,-6.012258 69.570431),(-9.146778 69.532872,-6.014908 69.519981),(-9.138811 69.497667,-6.009983 69.493403),(-11.107364 69.443556,-6.03575 69.459211),(-10.144975 69.384256,-6.009364 69.3826),(-10.132383 69.364025,-6.000675 69.362114),(-10.112592 69.295447,-6.387694 69.298228),(-10.075703 69.255586,-6.402464 69.259494),(-9.872875 69.196336,-6.418072 69.196547),(-9.947856 69.212922,-6.424331 69.219122),(-9.944281 69.178453,-6.429303 69.178522),(-9.931625 69.147056,-6.433442 69.142275),(-9.977008 69.037911,-6.550453 69.017664),(-10.28965 70.395911,-9.37145 70.403247),(-10.283319 70.289447,-9.356619 70.297197),(-10.510575 70.182378,-9.318017 70.195439),(-10.510611 70.081022,-9.331722 70.093356),(-9.916164 69.1084,-8.868275 69.104625),(-9.911208 69.06845,-8.181675 69.075303),(-9.090778 69.450656,-6.300531 68.949622),(-9.242208 69.335311,-6.313208 68.809242),(-9.379636 69.273517,-6.339283 68.736992),(-10.105419 69.281133,-6.128286 68.586022),(-9.914372 69.076581,-6.59545 68.496972),(-10.522528 68.914933,-6.632675 68.237758),(-8.692536 68.369514,-6.527222 69.543022),(-9.872061 68.287397,-9.526194 68.726447,-8.95725 69.017458,-8.5284 69.246625,-8.226172 69.485986,-7.776919 69.860753,-6.4072 70.570411),(-6.438786 70.637406,-6.717286 68.238558),(-7.314794 70.723853,-7.5725 68.273369),(-7.859553 70.753747,-7.880097 69.876714,-7.950706 69.697622,-7.718711 69.286914,-7.905433 69.091756,-7.891128 68.822206,-7.913972 68.505681),(-8.268633 70.725067,-8.199197 69.765153,-7.850181 69.297786,-8.605972 68.851406,-9.174644 68.518525,-9.616556 68.321806),(-9.414753 70.724494,-9.219483 68.397519),(-9.800072 70.722244,-9.723214 69.858344,-9.742556 69.021503),(-8.966553 68.798278,-8.042778 69.304869,-7.873836 69.872328),(-9.005469 68.876033,-8.243633 69.317031,-8.912386 69.902958))"
"NPD1204","http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7659","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7659","Ferdig",Nei,"Ordinær seismisk undersøkelse","2D","Oljedirektoratet","Seismisk kilde",1,4330 cu. in.,"2000 psi","Kabler",1,8000,2012-06-15,2012-06-15,2012-10-25,2012-10-10,16000,13745,16000,13740,"MULTILINESTRING((35.834714 74.279558,30.515383 75.47495),(30.506575 75.833597,36.992869 74.314481),(36.978603 74.645933,31.705758 75.935658),(31.874808 76.276375,36.985822 75.001939),(31.569161 76.789189,37.602797 75.565706),(29.232956 77.648581,37.985108 75.895317),(29.582528 77.768703,37.982997 76.112456),(29.310469 77.962494,37.972078 76.289072),(29.826378 78.187094,37.987356 76.61965),(30.873206 78.290058,37.985575 76.904831),(31.002406 78.467261,37.986964 77.115536),(30.463908 78.843533,37.9459 77.400586),(32.317733 78.703825,37.947733 77.605528),(32.819094 78.856817,37.954714 77.866431),(32.246642 79.203158,37.993775 78.124953),(32.791483 79.373675,37.974261 78.342114),(33.321086 79.543017,37.98475 78.569992),(37.985894 78.623894,37.977942 75.7984),(37.8864 78.644553,37.895747 75.74225),(37.767461 78.676114,37.727733 75.650206),(37.629119 78.708375,37.564667 75.572533),(37.499797 78.736319,37.362567 75.442033),(37.341378 78.771942,37.160767 75.318075),(37.167794 78.814653,36.985628 75.194164,36.985961 74.453272),(36.982231 78.859156,36.864533 74.426422),(36.813706 78.890319,36.732503 74.477039),(36.645353 78.931306,36.61695 74.435133),(36.467975 78.968331,36.487889 74.412817),(36.315903 78.997217,36.358 74.449111),(36.14 79.04385,36.229386 74.453017),(35.961028 79.078353,36.094908 74.438761),(35.805708 79.112419,35.984075 74.413781),(35.639764 79.149222,35.832256 74.419714),(35.469239 79.183644,35.679042 74.462475),(35.315344 79.214156,35.485978 74.448567),(35.223697 79.228172,35.306975 74.426858),(35.110975 79.246939,35.186553 74.466233),(34.963853 79.326864,35.013839 74.415367),(34.789647 74.432147,34.685131 79.356578,34.529725 82.999956),(34.404783 79.38595,34.537503 74.420797),(37.981536 75.808511,35.565108 74.245008),(34.821389 82.391944,23.571697 82.364164),(24.641944 83,32.116572 78.483428),(29.966667 78.575,34.84055 79.541617))"
"NSRD12",NULL,NULL,"Avlyst",Ja,"Ordinær seismisk undersøkelse","2D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",1,ca 4200 cu.inch,"2000 psi","Kabler",1,8000 m,2012-09-14,9999-12-31,2012-11-30,9999-12-31,90,NULL,90,NULL,"MULTILINESTRING((2.777167 56.236844,3.355831 56.117981),(3.069533 56.228578,3.451739 56.146039),(3.724169 56.276419,3.836956 56.257481),(3.928208 56.334392,4.030522 56.312717),(4.333333 56.5369,4.613811 56.476733),(4.665722 56.562206,4.809706 56.530731),(5.574747 56.795314,5.639606 56.78285))"
