pipNpdidPipe,pipNpdidFromFacility,pipNpdidToFacility,pipNpdidOperator,pipName,pipNameFromFacility,pipNameToFacility,pipNameCurrentOperator,pipCurrentPhase,pipMedium,pipMainGrouping,pipDimension,pipLineGeometryWKT
307674,282613,286169,1944954,"Gas ÅSGARD ERB, KÅRSTØ","ÅSGARD ERB","KÅRSTØ","GASSCO AS","IN SERVICE","Gas","Transportation",42.0,"MULTILINESTRING((6.80088880250444 65.1022858032158,6.80129675784405 65.0889943256),(6.80157126236224 65.0800411147721,6.80182700000051 65.0716929999929,6.79687400000052 65.0468979999928,6.77088436464614 64.9710574057502),(6.76786234733566 64.9622112695738,6.75593400000064 64.9272379999919,6.71929500000076 64.830787999991,6.71452700000078 64.8230509999909,6.6842320000009 64.7893909999901,6.66722100000098 64.7644119999896,6.66345700000099 64.7555239999895,6.661567000001 64.7384189999894,6.65728600000102 64.7293619999893,6.63608700000112 64.7051159999887,6.62757200000117 64.6913069999885,6.58460700000141 64.6312869999871,6.54967900000164 64.5902559999859,6.54007400000171 64.5758129999856,6.53516100000174 64.5565869999854,6.53858800000171 64.5333629999855,6.53772100000172 64.5242769999854,6.51143200000191 64.4558179999844,6.48969000000208 64.4105449999835,6.48943700000208 64.4018099999835,6.49417500000203 64.3831099999837,6.49296200000204 64.3736189999836,6.47706800000218 64.3433459999829,6.4734980000022 64.3116229999827,6.46399000000228 64.2852629999824,6.45294000000239 64.2666239999818,6.44289839383512 64.2376829877434),(6.43982748038917 64.22882040004,6.38427400000308 64.0675279999784,6.37944200000314 64.0589369999782,6.35275500000349 64.0303959999768,6.29792500000428 63.9612579999736,6.29294600000435 63.9492839999733,6.29287900000435 63.9317019999733,6.28793300000443 63.921885999973,6.28096900000454 63.9149819999725,6.25146600000506 63.8931959999707,6.2442450000052 63.8862759999702,6.23222400000543 63.8704219999694,6.22578500000554 63.8500709999689,6.21719300000572 63.8390119999683,6.20277200000602 63.8290859999673,6.16973100000677 63.8138009999649,6.15714700000707 63.8037379999639,6.14048400000748 63.7825929999626,6.13242600000768 63.7565989999619,6.12623300000784 63.7464789999613,6.06511900000962 63.690059999956,6.03615200001058 63.6576839999532,5.99669494476135 63.6042377141258),(5.99043071274481 63.5957333629325,5.94602300001408 63.5352939999436,5.80990200002124 63.3545069999259,5.66483300003221 63.1819189999024,5.61194200003733 63.1322249998924,5.58828100003984 63.1151699998877,4.98514400017876 62.5754319996932,4.92521000020467 62.5262489996639,4.86781100023236 62.4637759996333,4.82385400025593 62.4327769996087,4.78205800028007 62.3864899995837,4.76346700029151 62.3720399995722,4.60368937965578 62.2233254572924),(4.59514862276211 62.2153302742533,4.41797900059251 62.048419999305,4.4137450005974 62.0416149993009,4.36799000065183 61.9387779992543,4.31015100072719 61.8207859991921,4.28510200076163 61.7529529991632,4.26625500078873 61.7099379991411,4.25227900080954 61.6834679991248,4.24379100082211 61.6579129991142,4.22710200084769 61.6186519990938,4.21344500086838 61.5642739990757,4.17487100093225 61.4943429990271,4.13628200099968 61.4098469989756,4.13456002383991 61.4058906587668),(4.13075782739095 61.3971514584866,4.08722900109133 61.2967639989065,4.08171900110194 61.2810589988984,4.08117900110269 61.2726859988972,4.08509400109283 61.2305069989002,4.11011000103142 60.9593159989195,4.11253500102619 60.9465899989221,4.24546200078553 60.6436809990729,4.26081180662499 60.6093110351608),(4.26470477956241 60.6005816354398,4.33509900065256 60.4418489991651,4.38085700059211 60.3226049992088,4.41407300055171 60.2503429992398,4.50734800045028 60.0280879993215,4.52007400043768 59.9937169993319,4.56835200039305 59.884223999371,4.57435800038758 59.8612399993755,4.60056200036533 59.8030319993959,4.62694900034394 59.7395629994158,4.63334500033905 59.7308499994207,4.64077000033351 59.7240909994264,4.7288320002738 59.6561239994909,4.75717400025672 59.6377939995104,4.80067300023221 59.6030389995391,4.80593500022937 59.5971719995424,4.8126170002257 59.5834429995465,4.81795100022287 59.5764659995498,4.83679200021322 59.5598029995615,4.84946700020688 59.5448489995692,4.88998700018778 59.5035589995931,4.91059400017871 59.4864849996049,4.92882100017094 59.4665149996151,4.93747300016738 59.4591329996198,4.9464120001638 59.4539299996247,4.95611700016 59.44971099963,4.9877310001482 59.4404719996469,5.00605500014169 59.4339599996563,5.03185000013291 59.4208339996692,5.04952700012712 59.4063149996777,5.06030700012366 59.3951489996828,5.06984500012071 59.3882899996873,5.11453500010759 59.3511849997076,5.12431800010491 59.3450129997119,5.13676400010159 59.3400379997174,5.15205100009767 59.336413999724,5.1747390000921 59.3334079997335,5.18639987943479 59.3334021061264))"
321036,277797,271945,1944954,"Gas SLEIPNER R, DRAUPNER S","SLEIPNER R","DRAUPNER S","GASSCO AS","IN SERVICE","Gas","Transportation",30.0,"LINESTRING(2.46078569661194 58.1918968468015,2.26995001734261 58.2417609920676,2.23201401826583 58.2522969918052,2.00395302480659 58.3279139900806,1.91901402773699 58.3635469893711,1.91618064150703 58.365222933621)"
324844,277265,377218,1944954,"Gas B-11, H-7 BP","B-11","H-7 BP","GASSCO AS","IN SERVICE","Gas","Transportation",36.0,"LINESTRING(4.55692537260462 55.4590032571894,4.65178300022873 55.3993689993653,4.8093080001532 55.3019469994902,5.03547500008119 55.1583329996334,5.04644400007856 55.1524329996394,5.11650000006323 55.1069779996757,5.12578100006138 55.1001669996803,5.1801190000514 55.0660919997061,5.19298300004924 55.0592919997119,5.29190300003469 54.9940999997537,5.34730800002806 54.9587499997748,5.36499700002615 54.9484579997813,5.38698600002388 54.932674999789,5.41537800002118 54.9164719997987,5.43710800001923 54.9006219998058,5.46484200001694 54.8840359998147,5.48533600001535 54.869441999821,5.53051400001218 54.8404969998343,5.53951100001159 54.8337109998368,5.5816000000091 54.8087689998483,5.60593600000777 54.7878939998546,5.63313300000641 54.7671719998614,5.67534700000452 54.7295249998715,5.72012200000281 54.6941419998814,5.78485000000077 54.6376499998947,5.86930799999887 54.5932889999102,5.88902499999853 54.5841969999135,6.00006899999707 54.5269109999304,6.02999571794813 54.5122235744812)"
309000,277321,286505,17237817,"Gas VESLEFRIKK A, STT-IN","VESLEFRIKK A","STT-IN","Statoil Petroleum AS","IN SERVICE","Gas","Transportation",10.75,"LINESTRING(2.89832043981899 60.5652825331024,2.89830300770913 60.5657279959115,2.88590000790775 60.7703439958999,2.88894400787362 60.7766689959131,2.89141726068059 60.7786197974272)"
315018,279421,286701,17237817,"Oil TROLL C, MONGSTAD","TROLL C","MONGSTAD","Statoil Petroleum AS","IN SERVICE","Oil","Transportation",20.0,"MULTILINESTRING((3.62278038978768 60.8782820189483,3.62881000243238 60.872573998104,3.65270800233449 60.8653789981529,3.673348002253 60.8620609981946,3.7028617922336 60.8604142545407),(3.71560105326931 60.8592648639358,3.75076400196977 60.8551559983445,3.77976000187221 60.854316998398,3.85042800165238 60.8562809985229,3.8667990016048 60.8561519985506,4.05112994647877 60.8490090484691),(4.06934493962888 60.848289259824,4.2316930008138 60.8417629990651,4.29862900071412 60.8398169991406,4.3248760006781 60.8399659991688,4.41235100056942 60.8441579992575,4.47020900050616 60.8429639993117,4.48645500048957 60.8434219993263,4.5022740004739 60.8453669993403,4.5139970004626 60.8476789993506,4.54994000042949 60.8587039993814,4.57008200041178 60.861140999398,4.5854160003987 60.8608509994102,4.60798700038005 60.857867999428,4.62410000036726 60.8582459994404,4.66091300033931 60.8515319994678,4.67773100032725 60.85283299948,4.6932320003165 60.8563839994911,4.70291900030993 60.857558999498,4.72729100029387 60.8574679995147,4.74166300028476 60.8585279995245,4.75153500027864 60.858401999531,4.80449200024764 60.8523829995647,4.82682800023549 60.8488269995783,4.8376640002298 60.8484379995848,4.88656100020561 60.8493649996132,4.97011200016931 60.8414569996577,4.98246500016444 60.8387489996639,5.00040900015754 60.8314059996727,5.01554600015194 60.82750299968,5.02800000014742 60.8189939996857,5.0302281549014 60.8179244937297))"
377106,271301,377070,1944954,"Gas STATFJORD B, FLAGS-T","STATFJORD B","FLAGS-T","GASSCO AS","IN SERVICE","Gas","Transportation",32.0,"MULTILINESTRING((1.82331406481977 61.2041776060259,1.82297203445512 61.2033269897453,1.83840303377682 61.192634989867,1.84096334872405 61.1895915127591),(1.84779822560356 61.1814635507208,1.85492703305561 61.1729809899921,1.85492903305234 61.1697389899905,1.84870003329834 61.1527749899316,1.82614603424138 61.1293949897348,1.81702303462006 61.1108089896498,1.79751903546146 61.0894389894754,1.78620503594669 61.0667149893679,1.76755803677771 61.0461269891974,1.76038803710494 61.0410879891327,1.75182303750175 61.0373269890563,1.70668900423119 61.0239470430007))"
371292,371216,364693,562,"Gas ORMEN LANGE B, NYHAMNA","ORMEN LANGE B","NYHAMNA","A/S Norske Shell","IN SERVICE","Gas","Feeder",30.0,"MULTILINESTRING((6.94377 62.8503369999945,6.96069999999998 62.8607189999948,6.96228699999998 62.8640319999948,6.96092499999998 62.8670569999948,6.95522099999999 62.8702119999947,6.92510400000002 62.8781889999942,6.89929300000005 62.8921959999938,6.87643100000008 62.8991339999933,6.85370000000012 62.9011249999929,6.83680800000014 62.9012989999926,6.79670800000022 62.9047019999917,6.78648800000024 62.9066769999915,6.77831800000026 62.9098829999913,6.77256500000028 62.9141469999912,6.76994900000029 62.9187949999911,6.77411300000028 62.9330439999912,6.77226100000029 62.9418249999912,6.7658300000003 62.948087999991,6.75376500000033 62.9529809999907,6.74439800000036 62.9547689999905,6.73476800000039 62.9553849999902,6.63955400000073 62.9535369999875,6.62574800000079 62.9547589999871,6.6032660000009 62.9580849999863,6.50451200000151 62.9666369999826,6.45339400000194 62.9737489999804,6.42265500000223 62.9797339999789,6.30082600000375 63.0069839999722,6.17732500000608 63.0486399999638,6.15973400000649 63.0554609999624,6.02751500001039 63.1172219999508,5.89905800001592 63.1966289999369,5.79284100002223 63.2674259999232,5.77766700002329 63.282644999921,5.76567800002415 63.2888089999193,5.74411100002577 63.3031939999161,5.73476700002652 63.3189249999147,5.70413600002904 63.3352769999099,5.69098300003021 63.3611199999078,5.66906300003221 63.3737519999042,5.64649100003439 63.3951189999004,5.63881200003516 63.400330999899,5.61827500003728 63.4086169998953,5.58840800004053 63.4146679998897,5.57548600004202 63.4184659998872,5.52581300004817 63.4240779998771,5.5165300000494 63.4262179998751,5.49892400005182 63.4320119998714,5.47316800005553 63.4355489998656,5.44170700006039 63.4443859998584,5.4354810000614 63.4471169998569,5.42596300006298 63.4541349998546,5.41941200006408 63.4574389998531,5.39078700006907 63.465328999846,5.38448100007022 63.4679809998444,5.37968400007111 63.4718799998432,5.37799200007144 63.4764589998428,5.37913300007125 63.4852849998432,5.38288251394415 63.4925911943418),(5.38730857543929 63.501210907685,5.38953300006943 63.5055409998461,5.38525600007025 63.5179539998451,5.38600605836073 63.5239802261599))"
313556,286365,286169,1944954,"Gas STAT-SSTC, KÅRSTØ","STAT-SSTC","KÅRSTØ","GASSCO AS","IN SERVICE","Gas","Transportation",30.0,"MULTILINESTRING((1.84950441352611 61.1817181092146,1.85618303300385 61.1740189900027,1.86955003243728 61.1642749901059,1.87756403210363 61.1603639901683,1.95351402909641 61.1304829907474,2.00997523240635 61.099593861504),(2.02220267585764 61.0928930422271,2.7807720092053 60.6691559954462,2.79077200906909 60.6617719954876,2.89313637657083 60.5649436651306),(2.90201513225966 60.5565128910125,2.92613600738622 60.5335829960146,3.15121400520899 60.4016919967928,3.16023900513529 60.3976309968214,3.17047500505304 60.3942779968538,3.19191100488501 60.389680996921,3.35629700375563 60.3772389974009,3.3727190036564 60.373977997445,3.38683100357253 60.3677969974821,3.4407140032665 60.3339249976186,3.51184200289596 60.2696329977877,3.54604200273231 60.2471059978662,3.56415800264885 60.2339109979068,3.57961700257925 60.2209499979408,3.61161100244144 60.2057419980106,3.66156400223844 60.1727469981151,3.68224400215901 60.1608689981572,3.71210600204834 60.1391079982162,3.75587800189549 60.1115809983003,3.79180600177737 60.0851219983666,3.82811900166532 60.0683249984321,3.83617800164126 60.0638109984463,3.8840250015041 60.0287939985279,3.91158900143004 60.0130999985736,4.10207800099934 59.8871279988577,4.12516100095572 59.8690609988886,4.18485800085083 59.8287829989657,4.21073100080854 59.8096889989976,4.23843600076546 59.7933749990311,4.29075800068942 59.7583969990917,4.3212420006483 59.7398109991255,4.34942800061211 59.7194969991558,4.4065750005442 59.6813939992147,4.41947200052983 59.6734249992275,4.47590600047095 59.6444389992818,4.48338600046354 59.6383469992887,4.53581400041414 59.5862389993353,4.54231400040837 59.5812499993409,4.55304200039907 59.5752579993502,4.6023280003588 59.5542779993916,4.61367800035001 59.5477169994007,4.63899400033091 59.5247219994206,4.67448100030575 59.4975359994476,4.68004400030191 59.4907029994518,4.69571100029119 59.463841999463,4.70192500028711 59.4574029994675,4.71185300028074 59.4504639994746,4.94033100016489 59.3435439996198,4.95158300016046 59.339027999626,4.96269700015621 59.3358969996321,4.97376900015208 59.333707999638,4.99685800014379 59.3310389996502,5.03259700013173 59.3274329996684,5.04569200012754 59.3269219996749,5.066981000121 59.3282669996853,5.11729400010672 59.3364779997087,5.12896100010361 59.3375889997139,5.1472060000989 59.3373809997219,5.17424400009222 59.3337439997333,5.18641111870859 59.3335424288823))"
321784,377218,286141,1944954,"Gas H-7 BP, EMDEN","H-7 BP","EMDEN","GASSCO AS","IN SERVICE","Gas","Transportation",36.0,"LINESTRING(6.0409815006881 54.50585806918,6.08631399999643 54.4749469999415,6.10415799999634 54.4645359999436,6.11930299999627 54.4534109999453,6.16832799999611 54.4208969999507,6.37000599999615 54.2889859999683,6.45702799999635 54.189313999974,6.4726829999964 54.174880999975,6.49661099999648 54.1578189999764,6.54315799999665 54.1187419999789,6.56236699999673 54.1046309999798,6.57222199999677 54.0955689999803,6.631080999997 54.049227999983,6.64016099999703 54.0406969999834,6.65181099999708 54.0324309999839,6.69528599999726 53.9972859999856,6.70059399999728 53.9900249999858,6.74004699999742 53.9216579999872,6.77086899999754 53.8667469999882,6.77446099999755 53.8584779999883,6.78254699999758 53.8477889999885,6.81242499999769 53.7941829999894,6.81650299999771 53.7889279999895,6.83170299999776 53.76240299999,6.85645599999785 53.7161889999906,6.88128099999794 53.6754499999913,6.90119999999802 53.6554029999917,6.96119999999826 53.645399999993,6.99119999999836 53.6253999999936,7.02447999999846 53.5335399999942,7.02447999999842 53.3539999999942,7.18928999999894 53.3461999999966)"
357605,280877,287597,17237817,"Condensate KVITEBJØRN, TOR II Y","KVITEBJØRN","TOR II Y","Statoil Petroleum AS","IN SERVICE","Condensate","Transportation",16.0,"LINESTRING(2.50858643717115 61.079032813222,2.52868901339169 61.0747409943552,2.54211701314051 61.0734709944232,2.57004101263261 61.0735509945632,2.59394301221004 61.0690609946796,2.61989301176656 61.0668979948043,2.65543701118363 61.0675319949721,2.70020801048443 61.0637249951762,2.73605700995182 61.057414995334,2.81735900883355 61.0485529956774,2.95577600718458 61.0347139962149,3.11758400560737 61.0159029967723,3.19450000497203 61.0080029970128,3.2344050046685 61.0051959971318,3.26149300447172 61.0019299972102,3.30464000417377 60.9989589973317,3.35639600383952 60.9941409974716,3.49752100304515 60.9787859978224,3.56305400272877 60.9731059979713,3.60994700252042 60.9670449980724,3.62367900246206 60.9644049981012,3.64732000236424 60.9583279981497,3.7871240018529 60.9214859984163,3.81236400177179 60.9141729984608,3.83953100168809 60.9076539985077,4.05222387441089 60.8511089018362)"
323042,286169,271945,1944954,"Gas KÅRSTØ, DRAUPNER S","KÅRSTØ","DRAUPNER S","GASSCO AS","IN SERVICE","Gas","Transportation",28.0,"LINESTRING(5.18640611174224 59.3334799168275,5.17363600009237 59.3335999997331,5.14578900009926 59.3372689997213,5.12619400010434 59.3368809997127,5.11392200010762 59.3351139997072,5.10250800011074 59.332224999702,5.09396100011312 59.328985999698,5.0858530001154 59.3246779996942,5.01274700013763 59.2640919996576,4.98494200014706 59.2449469996428,4.94555300016129 59.2121079996209,4.93864700016388 59.2040359996169,4.91090600017445 59.1567779996003,4.89958900017905 59.1464359995935,4.88306400018604 59.1379809995835,4.22676900074769 58.895910998984,4.12065300091696 58.8619359988404,4.10870300093791 58.8565889988232,4.07762500099416 58.8385829987771,4.06620800101564 58.8336829987599,3.93858300128593 58.7915559985542,3.87266100144853 58.764949998437,3.85893100148472 58.7612609984118,3.81440300160788 58.7524439983276,3.7865000016893 58.7436719982729,3.76145000176507 58.7311419982222,3.73504400184847 58.7213079981677,3.72556100187913 58.7163939981476,3.71921700189974 58.711399998134,3.69255300198808 58.6853669980757,3.62192800224186 58.6361169979151,3.60773100229642 58.6284079978816,3.37722200336876 58.5475279972771,3.0379920057452 58.4126249961317,2.58775301113847 58.2538689940291,2.57565801132995 58.2479809939615,2.47950601295414 58.1918609933996,2.47911126572718 58.1916830666062)"
326408,271945,287065,1944954,"Gas DRAUPNER S, NORPIPE Y","DRAUPNER S","NORPIPE Y","GASSCO AS","IN SERVICE","Gas","Transportation",36.0,"LINESTRING(2.47373433335451 58.1843420818099,2.47414701303619 58.1613549933615,2.47906901272893 57.7452249933096,2.48043601270016 57.7370909933163,2.81406100758127 57.0063799949989,2.81877500752549 56.9991269950204,2.82351900747057 56.9942379950423,2.99971100567326 56.842715995806,3.0711440050578 56.768582996086,3.07780800500261 56.7581409961111,3.16408600432782 56.5944579964215,3.17040000428256 56.5862549964437,3.17264700426675 56.5841829964516,3.2296910038928 56.5838359966524,3.23962900383031 56.5818979966863,3.24772600377967 56.5783959967135,3.25424600373877 56.5728759967352,3.32434466088982 56.4970478022679)"
321852,272421,287261,17237817,"Gas HEIDRUN, NORNE/HEIDRUN T","HEIDRUN","NORNE/HEIDRUN T","Statoil Petroleum AS","IN SERVICE","Gas","Transportation",16.0,"LINESTRING(7.30123435984658 65.3265856844358,7.28548599999998 65.3314669999984,7.27547099999999 65.3330459999984,7.26416599999999 65.3337099999983,7.25285899999999 65.3333589999982,7.243918 65.3321689999982,7.234232 65.3299559999981,7.226424 65.3270949999981,7.217829 65.321708999998,7.15867300000002 65.2641749999976,7.15307700000003 65.2609629999975,7.12165300000004 65.2475279999973,7.10174100000005 65.2355349999971,7.07485300000007 65.2166979999968,7.06434000000008 65.2052229999967,7.02764500000011 65.1722559999963,6.96448100000019 65.1347729999955,6.9531330000002 65.1257629999954,6.93786900000022 65.1163019999952,6.90968500000027 65.1039199999947,6.86390800000036 65.087157999994,6.8474820000004 65.0849909999937,6.8120817753292 65.0846230234878)"
329536,280709,280653,17237817,"Oil/gas GULLFAKS SØR H, GULLFAKS SØR I","GULLFAKS SØR H","GULLFAKS SØR I","Statoil Petroleum AS","IN SERVICE","Oil/gas","Transportation",8.0,"LINESTRING(2.04477025070232 61.0530664403272,2.0484890256587 61.0524749914167,2.05520802543432 61.052775991465,2.06513549123328 61.0542973637234)"
306314,286645,286673,2410696,"Oil 37/4-BP, 36/22-BP","37/4-BP","36/22-BP","ConocoPhillips Skandinavia AS","IN SERVICE","Oil","Transportation",34.0,"LINESTRING(1.60597065120621 55.8973966629435,1.58273903842896 55.8871139851968,1.37672804925863 55.8008169826355,1.29563105421047 55.7654829815348,1.02955607371278 55.6524919775305,0.969269078909348 55.6257609765342,0.524147128493268 55.4321969680667,0.243150172503516 55.3086939616201,0.221989176310561 55.300305961098,0.209205754493777 55.2941503648024)"
319132,282221,287261,1944954,"Gas NORNE ERB, NORNE/HEIDRUN T","NORNE ERB","NORNE/HEIDRUN T","GASSCO AS","IN SERVICE","Gas","Transportation",16.0,"LINESTRING(8.07858566977243 66.0293236409195,8.051758 66.0348429999999,8.037298 66.0360109999999,8.023205 66.0357969999999,8.008574 66.0341419999999,7.99498699999999 66.0310059999999,7.98361599999999 66.0265269999999,7.97517299999999 66.0208659999999,7.96996399999999 66.0124589999999,7.96608899999999 65.981636,7.96625599999999 65.9644319999999,7.94428599999999 65.9138259999999,7.93903999999999 65.9062419999999,7.89853299999999 65.8627239999999,7.88720499999999 65.8439179999999,7.88624799999999 65.8337099999999,7.88294799999999 65.8272019999999,7.86651999999999 65.8141559999999,7.83943399999999 65.8047259999998,7.83074999999999 65.7993929999998,7.79474299999999 65.7614359999998,7.75334099999998 65.7103039999998,7.74511699999998 65.7028879999998,7.73982899999998 65.6998439999998,7.71640799999998 65.6901469999997,7.69285399999998 65.6727749999997,7.66686999999998 65.6570659999997,7.61887599999998 65.6338809999996,7.55363599999997 65.5973659999995,7.46732199999997 65.5613249999992,7.38704799999998 65.5118029999989,7.28879699999999 65.4694059999985,7.26978199999999 65.4626539999984,7.26183699999999 65.4578779999983,7.244511 65.4279939999982,7.217187 65.373740999998,7.208752 65.326148999998,7.204465 65.3103789999979,7.15885000000002 65.2650909999976,7.15233400000002 65.2613219999975,7.12977800000004 65.2525249999973,7.11092900000005 65.2436069999972,7.07504900000007 65.2178119999968,7.06350600000008 65.2053529999967,7.02662800000011 65.1723939999963,6.98689300000016 65.1500779999958,6.96186800000019 65.1336979999955,6.9519960000002 65.1256559999954,6.93589700000023 65.1158289999951,6.87296300000034 65.0906599999942,6.86454000000036 65.0880739999941,6.8486300000004 65.0859149999938,6.8120391166135 65.0848310441916)"
365843,286253,286701,17237817,"Condensate STURE, MONGSTAD","STURE","MONGSTAD","Statoil Petroleum AS","IN SERVICE","Condensate","Transportation",12.75,"LINESTRING(5.0302281549014 60.8179244937297,5.02800000014742 60.8189939996857,5.01615200015172 60.8273279996802,5.00377500015628 60.8298869996743,4.96407200017172 60.8404579996546,4.94665600017889 60.8433909996456,4.88478100020645 60.8490069996122,4.82965100023398 60.84789299958,4.79273000025419 60.8494219995573,4.78209800026023 60.8454969995505,4.77204700026608 60.8440929995441,4.76618600026951 60.8402629995402,4.7576270002746 60.8364369995345,4.74131400028461 60.8332939995237,4.73152200029074 60.829978999517,4.72866800029254 60.828193999515,4.72812100029285 60.8256759995146,4.73164900029052 60.8206099995169,4.73135900029064 60.8158299995166,4.73514400028815 60.810790999519,4.73776500028638 60.8027569995206,4.76351800027014 60.7727849995371,4.76407500026966 60.7622489995372,4.75924600027246 60.7555999995339,4.73931900028455 60.7456319995205,4.72257500029513 60.740676999509,4.72015000029666 60.7384799995073,4.72021900029658 60.7358669995072,4.72288200029482 60.733699999509,4.7389440002845 60.7262649995198,4.75726400027313 60.7192309995319,4.78233400025819 60.7077669995479,4.80302200024638 60.6965259995608,4.80921000024292 60.6922529995646,4.82251600023559 60.6793709995725,4.84195900022519 60.6572189995838,4.84325800022446 60.6518779995845,4.84563800022321 60.6484529995859,4.84421300022386 60.643176999585,4.84733500022222 60.6380879995867,4.84506200022332 60.6343279995853,4.84911447715792 60.6254746667832)"
425234,410651,272365,17237817,"Oil GUDRUN, SLEIPNER A","GUDRUN","SLEIPNER A","Statoil Petroleum AS","INSTALLATION","Oil","Transportation",12.0,"MULTILINESTRING((1.75049139408058 58.842439735615,1.76002603456013 58.8382469880989,1.76443503436237 58.8331709881388,1.76315303440788 58.8248329881232,1.76456203433832 58.8178499881337,1.76025403451741 58.81128398809,1.75962803454061 58.8079539880827,1.77262503392107 58.7598989881866,1.81906303181115 58.609744988562,1.84272503080843 58.5575959887595,1.87223202954508 58.4441879889851,1.87567802940966 58.4394079890144,1.91632568073423 58.4016593183876),(1.92400703997981 58.394514790553,1.94419502686036 58.3757209895931,1.94597402679586 58.3730439896074,1.9459430267937 58.3697849896061,1.9430260268916 58.3662149895799,1.9388060270368 58.3640479895428,1.93343502722408 58.3627639894961,1.92362002757189 58.3629599894111,1.91606609960035 58.3651521278893))"
328244,283285,286253,17237817,"Oil GRANE, STURE","GRANE","STURE","Statoil Petroleum AS","IN SERVICE","Oil","Transportation",28.0,"LINESTRING(2.49295205387074 59.1708111980672,2.50338101301004 59.1812519937501,2.55011501219169 59.2087359940154,2.55991901202624 59.21523299407,2.57172101183059 59.2250399941357,2.69734500990748 59.3063619947936,2.81237100839549 59.3823319953418,2.85368100790498 59.4108049955269,3.11748300532618 59.5857009965702,3.18068700483031 59.6173709967864,3.20394500465823 59.628135996863,3.2250800045071 59.6408079969316,3.23740500442129 59.6499209969712,3.27377500417535 59.6703639970849,3.29454900403995 59.679355997148,3.32917900382234 59.6909069972502,3.3758850035461 59.7121929973839,3.38188700351221 59.7170679974009,3.39486200344071 59.7332459974379,3.40128900340537 59.7383579974557,3.41620400332437 59.7484469974967,3.44349300318014 59.7636379975698,3.4765930030135 59.7890659976567,3.52272300279318 59.8159519977728,3.58599700251477 59.8588519979248,3.60408400244001 59.8728679979667,3.62013600237514 59.8834499980032,3.63969700229797 59.8945689980469,3.6957290020901 59.9384609981682,3.735353001953 59.96575899825,3.76460200185684 59.9844439983083,3.81037100171458 60.0114399983961,3.89533400147641 60.0711209985496,3.94052000136188 60.099978998626,3.97548900127886 60.125220998683,4.03208200115368 60.1609039987707,4.06111800109394 60.1828959988139,4.09179100103367 60.2033539988581,4.1286030009653 60.2297709989094,4.29965200069672 60.3398699991228,4.35329700062741 60.3773839991821,4.56591400040828 60.5099599993851,4.63180000035576 60.5528559994387,4.64610800034512 60.5595469994498,4.66511600033137 60.5651169994641,4.68140300031993 60.5677149994761,4.71301600029866 60.5696749994986,4.72817600028895 60.5732079995092,4.73794700028287 60.5771139995159,4.75235000027414 60.5857509995258,4.84374246686827 60.6184779381767)"
306280,286673,286113,2410696,"Oil 36/22-BP, TEESSIDE","36/22-BP","TEESSIDE","ConocoPhillips Skandinavia AS","IN SERVICE","Oil","Transportation",34.0,"LINESTRING(0.197505243162584 55.2881598620225,0.142617191231813 55.2646719590895,0.103128199056841 55.245941958061,0.0827252032221428 55.2377219575231,0.00348122010650986 55.2015499553819,-0.0991077561443603 55.1593809524957,-0.138691746404317 55.141599951345,-0.194846732033745 55.1126749496749,-0.233849721620098 55.0936079484913,-0.274555710335712 55.076657947237,-0.313807699091308 55.0586469460054,-0.332496693617145 55.0488779454107,-0.352863687522134 55.0405389447593,-0.49116064328827 54.978066940183,-0.647471586699786 54.9053999346941,-0.921671467894656 54.7793059242483,-0.96008044905161 54.7607889227005,-1.01867441913442 54.733763920301,-1.0613883963121 54.718757918527,-1.11557436668466 54.6808609162189,-1.1339573560396 54.6800109154404,-1.28889969443253 54.6280708973411)"
325524,277405,287037,17237817,"Gas BRAGE, BRAGE-T","BRAGE","BRAGE-T","Statoil Petroleum AS","IN SERVICE","Gas","Transportation",8.625,"LINESTRING(3.0378713609404 60.5433290874573,3.00987700651007 60.5438189963297,2.90680115298153 60.5593219366385)"
322498,280569,283285,17237817,"Condensate HEIMDAL HRP, GRANE","HEIMDAL HRP","GRANE","Statoil Petroleum AS","IN SERVICE","Condensate","Transportation",18.0,"MULTILINESTRING((2.48731045665623 59.1718748121394,2.48681901333212 59.2136989936635,2.5038130130409 59.262530993771,2.50386201304315 59.2691379937728,2.50152901308862 59.2745969937609,2.48814601334356 59.2882609936883,2.36882114320683 59.398989735674),(2.36169756064546 59.4055728900048,2.31384601708116 59.4497149926763,2.24735301876701 59.5596199922725,2.23516502016352 59.5710799941923))"
