prfInformationCarrier,prfYear,prfInvestmentsMillNOK,prfNpdidInformationCarrier,dateSyncNPD
GYDA,2006,302,43492,2013-05-08
GYDA,2007,484,43492,2013-05-08
GYDA,2008,561,43492,2013-05-08
GYDA,2009,298,43492,2013-05-08
GYDA,2010,623,43492,2013-05-08
GYDA,2011,650,43492,2013-05-08
GYDA,2012,0,43492,2013-05-08
GYDA,2013,0,43492,2013-05-08
GYDA,2014,0,43492,2013-05-08
GYDA,2015,0,43492,2013-05-08
GYDA,2016,0,43492,2013-05-08
HEIDRUN,1986,0,43771,2013-05-08
HEIDRUN,1987,217,43771,2013-05-08
HEIDRUN,1988,50,43771,2013-05-08
HEIDRUN,1989,55,43771,2013-05-08
HEIDRUN,1990,126,43771,2013-05-08
HEIDRUN,1991,836,43771,2013-05-08
HEIDRUN,1992,3096,43771,2013-05-08
HEIDRUN,1993,8708,43771,2013-05-08
HEIDRUN,1994,8367,43771,2013-05-08
HEIDRUN,1995,4800,43771,2013-05-08
HEIDRUN,1996,538,43771,2013-05-08
HEIDRUN,1997,669,43771,2013-05-08
HEIDRUN,1998,1474,43771,2013-05-08
HEIDRUN,1999,2617,43771,2013-05-08
HEIDRUN,2000,2884,43771,2013-05-08
HEIDRUN,2001,1849,43771,2013-05-08
HEIDRUN,2002,2009,43771,2013-05-08
HEIDRUN,2003,2190,43771,2013-05-08
HEIDRUN,2004,1037,43771,2013-05-08
HEIDRUN,2005,1235,43771,2013-05-08
HEIDRUN,2006,1681,43771,2013-05-08
HEIDRUN,2007,1436,43771,2013-05-08
HEIDRUN,2008,1311,43771,2013-05-08
HEIDRUN,2009,2372,43771,2013-05-08
HEIDRUN,2010,1349,43771,2013-05-08
HEIDRUN,2011,2029,43771,2013-05-08
HEIDRUN,2012,0,43771,2013-05-08
HEIDRUN,2013,0,43771,2013-05-08
HEIMDAL,1981,81,43590,2013-05-08
HEIMDAL,1982,983,43590,2013-05-08
HEIMDAL,1983,2569,43590,2013-05-08
HEIMDAL,1984,2444,43590,2013-05-08
HEIMDAL,1985,1801,43590,2013-05-08
HEIMDAL,1986,524,43590,2013-05-08
HEIMDAL,1987,13,43590,2013-05-08
HEIMDAL,1988,22,43590,2013-05-08
HEIMDAL,1989,0,43590,2013-05-08
HEIMDAL,1990,5,43590,2013-05-08
HEIMDAL,1991,8,43590,2013-05-08
HEIMDAL,1992,28,43590,2013-05-08
HEIMDAL,1993,266,43590,2013-05-08
HEIMDAL,1994,8,43590,2013-05-08
HEIMDAL,1995,1,43590,2013-05-08
HEIMDAL,1996,1,43590,2013-05-08
HEIMDAL,1997,0,43590,2013-05-08
HEIMDAL,1998,18,43590,2013-05-08
HEIMDAL,1999,157,43590,2013-05-08
HEIMDAL,2000,24,43590,2013-05-08
HEIMDAL,2001,41,43590,2013-05-08
HEIMDAL,2002,0,43590,2013-05-08
HEIMDAL,2003,16,43590,2013-05-08
HEIMDAL,2004,11,43590,2013-05-08
HEIMDAL,2005,18,43590,2013-05-08
HEIMDAL,2006,107,43590,2013-05-08
HEIMDAL,2007,400,43590,2013-05-08
HEIMDAL,2008,46,43590,2013-05-08
HEIMDAL,2009,364,43590,2013-05-08
HEIMDAL,2010,105,43590,2013-05-08
HEIMDAL,2011,52,43590,2013-05-08
HEIMDAL,2012,0,43590,2013-05-08
HEIMDAL,2013,0,43590,2013-05-08
HEIMDAL,2014,0,43590,2013-05-08
HEIMDAL,2015,0,43590,2013-05-08
HEIMDAL,2016,0,43590,2013-05-08
HOD,1988,11,43485,2013-05-08
HOD,1989,163,43485,2013-05-08
HOD,1990,441,43485,2013-05-08
HOD,1991,242,43485,2013-05-08
HOD,1992,3,43485,2013-05-08
HOD,1993,5,43485,2013-05-08
HOD,1994,291,43485,2013-05-08
HOD,1995,84,43485,2013-05-08
HOD,1996,1,43485,2013-05-08
HOD,1997,3,43485,2013-05-08
HOD,1998,42,43485,2013-05-08
HOD,1999,2,43485,2013-05-08
HOD,2000,145,43485,2013-05-08
HOD,2001,9,43485,2013-05-08
HOD,2002,26,43485,2013-05-08
HOD,2003,2,43485,2013-05-08
HOD,2004,9,43485,2013-05-08
HOD,2005,185,43485,2013-05-08
HOD,2006,214,43485,2013-05-08
HOD,2007,5,43485,2013-05-08
HOD,2008,20,43485,2013-05-08
HOD,2009,105,43485,2013-05-08
HOD,2010,91,43485,2013-05-08
HOD,2011,155,43485,2013-05-08
HOD,2012,0,43485,2013-05-08
HOD,2013,0,43485,2013-05-08
HULDRA,1998,179,97002,2013-05-08
HULDRA,1999,1430,97002,2013-05-08
HULDRA,2000,2251,97002,2013-05-08
HULDRA,2001,1900,97002,2013-05-08
HULDRA,2002,477,97002,2013-05-08
HULDRA,2003,78,97002,2013-05-08
HULDRA,2004,58,97002,2013-05-08
HULDRA,2005,314,97002,2013-05-08
HULDRA,2006,350,97002,2013-05-08
HULDRA,2007,179,97002,2013-05-08
HULDRA,2008,102,97002,2013-05-08
HULDRA,2009,65,97002,2013-05-08
HULDRA,2010,23,97002,2013-05-08
HULDRA,2011,54,97002,2013-05-08
HULDRA,2012,0,97002,2013-05-08
HULDRA,2013,0,97002,2013-05-08
HULDRA,2014,0,97002,2013-05-08
HULDRA,2015,0,97002,2013-05-08
HULDRA,2016,0,97002,2013-05-08
HYME,2011,897,20474183,2013-05-08
HYME,2012,0,20474183,2013-05-08
HYME,2013,0,20474183,2013-05-08
HYME,2014,0,20474183,2013-05-08
HYME,2015,0,20474183,2013-05-08
HYME,2016,0,20474183,2013-05-08
ISLAY,2010,14,21105675,2013-05-08
ISLAY,2011,564,21105675,2013-05-08
ISLAY,2012,0,21105675,2013-05-08
ISLAY,2013,0,21105675,2013-05-08
ISLAY,2014,0,21105675,2013-05-08
ISLAY,2015,0,21105675,2013-05-08
JETTE,2011,263,21613906,2013-05-08
JETTE,2012,0,21613906,2013-05-08
JETTE,2013,0,21613906,2013-05-08
JETTE,2014,0,21613906,2013-05-08
JETTE,2015,0,21613906,2013-05-08
JETTE,2016,0,21613906,2013-05-08
JOTUN,1995,0,43604,2013-05-08
JOTUN,1996,102,43604,2013-05-08
JOTUN,1997,1856,43604,2013-05-08
JOTUN,1998,3311,43604,2013-05-08
JOTUN,1999,1868,43604,2013-05-08
JOTUN,2000,663,43604,2013-05-08
JOTUN,2001,168,43604,2013-05-08
JOTUN,2002,535,43604,2013-05-08
JOTUN,2003,376,43604,2013-05-08
JOTUN,2004,13,43604,2013-05-08
JOTUN,2005,10,43604,2013-05-08
JOTUN,2006,533,43604,2013-05-08
JOTUN,2007,13,43604,2013-05-08
JOTUN,2008,16,43604,2013-05-08
JOTUN,2009,8,43604,2013-05-08
JOTUN,2010,12,43604,2013-05-08
JOTUN,2011,3,43604,2013-05-08
JOTUN,2012,0,43604,2013-05-08
JOTUN,2013,0,43604,2013-05-08
JOTUN,2014,0,43604,2013-05-08
JOTUN,2015,0,43604,2013-05-08
JOTUN,2016,0,43604,2013-05-08
KNARR,2011,534,20460988,2013-05-08
KNARR,2012,0,20460988,2013-05-08
KNARR,2013,0,20460988,2013-05-08
KNARR,2014,0,20460988,2013-05-08
KNARR,2015,0,20460988,2013-05-08
KNARR,2016,0,20460988,2013-05-08
KRISTIN,2001,158,1854729,2013-05-08
KRISTIN,2002,1668,1854729,2013-05-08
KRISTIN,2003,6312,1854729,2013-05-08
KRISTIN,2004,6571,1854729,2013-05-08
KRISTIN,2005,3965,1854729,2013-05-08
KRISTIN,2006,1594,1854729,2013-05-08
KRISTIN,2007,1737,1854729,2013-05-08
KRISTIN,2008,1175,1854729,2013-05-08
KRISTIN,2009,528,1854729,2013-05-08
KRISTIN,2010,496,1854729,2013-05-08
KRISTIN,2011,263,1854729,2013-05-08
KRISTIN,2012,0,1854729,2013-05-08
KRISTIN,2013,0,1854729,2013-05-08
KRISTIN,2014,0,1854729,2013-05-08
KRISTIN,2015,0,1854729,2013-05-08
KRISTIN,2016,0,1854729,2013-05-08
KVITEBJØRN,2000,385,1036101,2013-05-08
KVITEBJØRN,2001,2524,1036101,2013-05-08
KVITEBJØRN,2002,2626,1036101,2013-05-08
KVITEBJØRN,2003,1710,1036101,2013-05-08
KVITEBJØRN,2004,1008,1036101,2013-05-08
KVITEBJØRN,2005,801,1036101,2013-05-08
KVITEBJØRN,2006,544,1036101,2013-05-08
KVITEBJØRN,2007,953,1036101,2013-05-08
KVITEBJØRN,2008,965,1036101,2013-05-08
KVITEBJØRN,2009,587,1036101,2013-05-08
KVITEBJØRN,2010,902,1036101,2013-05-08
KVITEBJØRN,2011,702,1036101,2013-05-08
KVITEBJØRN,2012,0,1036101,2013-05-08
KVITEBJØRN,2013,0,1036101,2013-05-08
KVITEBJØRN,2014,0,1036101,2013-05-08
KVITEBJØRN,2015,0,1036101,2013-05-08
KVITEBJØRN,2016,0,1036101,2013-05-08
LILLE-FRIGG,1991,97,43583,2013-05-08
LILLE-FRIGG,1992,1238,43583,2013-05-08
LILLE-FRIGG,1993,1869,43583,2013-05-08
LILLE-FRIGG,1994,678,43583,2013-05-08
LILLE-FRIGG,1995,41,43583,2013-05-08
LILLE-FRIGG,1996,0,43583,2013-05-08
LILLE-FRIGG,1997,0,43583,2013-05-08
LILLE-FRIGG,1998,0,43583,2013-05-08
LILLE-FRIGG,1999,0,43583,2013-05-08
LILLE-FRIGG,2000,0,43583,2013-05-08
LILLE-FRIGG,2001,0,43583,2013-05-08
LILLE-FRIGG,2002,0,43583,2013-05-08
LILLE-FRIGG,2003,0,43583,2013-05-08
LILLE-FRIGG,2004,0,43583,2013-05-08
LILLE-FRIGG,2005,0,43583,2013-05-08
LILLE-FRIGG,2006,0,43583,2013-05-08
LILLE-FRIGG,2007,0,43583,2013-05-08
LILLE-FRIGG,2008,0,43583,2013-05-08
LILLE-FRIGG,2009,0,43583,2013-05-08
LILLE-FRIGG,2010,0,43583,2013-05-08
MARTIN LINGE,2006,75,21675447,2013-05-08
MARTIN LINGE,2007,0,21675447,2013-05-08
MARTIN LINGE,2008,117,21675447,2013-05-08
MARTIN LINGE,2009,23,21675447,2013-05-08
MARTIN LINGE,2010,0,21675447,2013-05-08
MARTIN LINGE,2011,187,21675447,2013-05-08
MARULK,2009,38,18212090,2013-05-08
MARULK,2010,410,18212090,2013-05-08
MARULK,2011,1725,18212090,2013-05-08
MARULK,2012,0,18212090,2013-05-08
MARULK,2013,0,18212090,2013-05-08
MARULK,2014,0,18212090,2013-05-08
MIKKEL,2001,339,1630514,2013-05-08
MIKKEL,2002,1038,1630514,2013-05-08
MIKKEL,2003,407,1630514,2013-05-08
MIKKEL,2004,1,1630514,2013-05-08
MIKKEL,2005,19,1630514,2013-05-08
MIKKEL,2006,6,1630514,2013-05-08
MIKKEL,2007,29,1630514,2013-05-08
MIKKEL,2008,14,1630514,2013-05-08
MIKKEL,2009,10,1630514,2013-05-08
MIKKEL,2010,23,1630514,2013-05-08
MIKKEL,2011,297,1630514,2013-05-08
MIKKEL,2012,0,1630514,2013-05-08
MIKKEL,2013,0,1630514,2013-05-08
MIKKEL,2014,0,1630514,2013-05-08
MIME,1989,60,43792,2013-05-08
MIME,1990,264,43792,2013-05-08
MIME,1991,0,43792,2013-05-08
MIME,1992,0,43792,2013-05-08
MIME,1993,1,43792,2013-05-08
MIME,1994,0,43792,2013-05-08
MORVIN,2007,409,4966234,2013-05-08
