blkId,blkLabel,qdrName,blkName,prvName,apaAreaType,urlNPD,apaAreaNetGeometryWKT
"142","17/10","17","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000604885 58.2499999959633,3.33333300357118 58.2499999971218,3.33333333690452 58.2499999971218,3.33333333686347 57.9999999971001,3.00000000598363 57.9999999959329,3.00000000604885 58.2499999959633))"
"56","8/10","8","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333672249 57.1666669970339,3.33333333671383 57.1166669970302,3.3333330033805 57.1166669970302,3.1666670044258 57.1166669964739,3.16666700443673 57.1666669964782,3.33333300338916 57.1666669970339,3.33333333672249 57.1666669970339))"
"289","34/8","34","8","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.46666701470057 61.2833329940901,2.45000001504507 61.2833329940013,2.45000001505279 61.2999999940062,2.51666701371584 61.2999999943548,2.51666701372291 61.3166669943594,2.5500000130946 61.3166669945273,2.55000001310136 61.3333329945317,2.61666701192033 61.3333329948551,2.61666701190176 61.2833329948426,2.51666701370876 61.2833329943502,2.46666701470057 61.2833329940901))"
"283","34/2","34","2","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.51666701390478 61.7499999944806,2.38333301672935 61.7499999937822,2.3833330167869 61.8666669938198,2.33333335130815 61.8666669935419,2.33333335137793 61.9999999935872,2.55000001336736 61.9999999947143,2.55000001329507 61.8166669946632,2.6666666779301 61.8166669952052,2.66666667791314 61.7666669951928,2.6333330117959 61.7666669950423,2.60000001236905 61.7666669948881,2.60000001237524 61.7833329948925,2.56666701297329 61.7833329947345,2.56666701296682 61.76666699473,2.55000001327524 61.7666669946494,2.55000001326862 61.7499999946448,2.51666701390478 61.7499999944806))"
"13","2/8","2","8","N1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333660506 56.4999999969879,3.41666700284795 56.4999999972413,3.53333300233586 56.4999999975663,3.66666666851777 56.4999999978984,3.66666666851219 56.4499999978962,3.51666700239674 56.4499999975193,3.33333333659609 56.4499999969847,3.33333333660506 56.4999999969879))"
"10","2/5","2","5","N1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.41666700284795 56.4999999972413,3.33333333660506 56.4999999969879,3.33333333662443 56.608332996995,3.35000000320172 56.608332997047,3.35000000319736 56.5833329970454,3.38333300302518 56.5833329971473,3.38333300302241 56.5666669971462,3.41666700285856 56.5666669972452,3.41666700284795 56.4999999972413))"
"200","25/3","25","3","N2",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.7833330089408 59.9333329953128,3.0000000064663 59.9333329961974,3.00000000642661 59.7666669961721,2.8666670078566 59.7666669956422,2.86666700789475 59.8999999956652,2.78333300893017 59.8999999953065,2.7833330089408 59.9333329953128))"
"7","2/2","2","2","N1","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666854543 56.7499999979099,3.55000000230249 56.7499999976231,3.55000000230899 56.7999999976258,3.33333333665842 56.7999999970078,3.33333333667016 56.8666669970124,3.50000000252461 56.8666669974973,3.5000000025223 56.8499999974964,3.55000000231546 56.8499999976285,3.55000000231331 56.8333329976276,3.66666666855456 56.8333329979139,3.66666666854543 56.7499999979099))"
"286","34/5","34","5","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.51666701390478 61.7499999944806,2.55000001326862 61.7499999946448,2.63333301178998 61.7499999950381,2.63333301177218 61.6999999950254,2.61666701205519 61.6999999949485,2.61666701203085 61.6333329949313,2.60000001231936 61.6333329948531,2.60000001231313 61.6166669948488,2.58333301260763 61.6166669947696,2.58333301260125 61.5999999947652,2.4833330145026 61.5999999942686,2.48333301451716 61.6333329942782,2.50000001418325 61.6333329943634,2.50000001419036 61.6499999943682,2.53333301354268 61.6499999945353,2.53333301355627 61.6833329945446,2.51666701387704 61.6833329944617,2.51666701390478 61.7499999944806))"
"7","2/2","2","2","N1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.55000000231546 56.8499999976285,3.5000000025223 56.8499999974964,3.50000000252461 56.8666669974973,3.33333333667016 56.8666669970124,3.33333333667894 56.9166669970159,3.43333300283342 56.916666997315,3.43333300284355 56.9833329973192,3.33333333669061 56.9833329970206,3.33333333669352 56.9999999970218,3.53333300240248 56.9999999975937,3.55000000233478 56.9999999976369,3.55000000233051 56.966666997635,3.55000000231546 56.8499999976285))"
"243","30/3","30","3","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.66666667764768 60.9999999950084,2.66666701098101 60.9999999950084,2.9666670070594 60.9999999962488,3.00000000671198 60.9999999963695,3.00000000667452 60.8333329963415,3.00000000665567 60.7499999963276,2.98333300682612 60.749999996267,2.98333300683384 60.7833329962726,2.96666700700833 60.7833329962113,2.96666700701623 60.8166669962171,2.95000000719485 60.816666996155,2.95000000719888 60.8333329961579,2.90000000775949 60.8333329959669,2.90000000776813 60.866666995973,2.88333300796363 60.8666669959077,2.88333300795479 60.8333329959015,2.85000000835853 60.8333329957681,2.85000000835389 60.8166669957649,2.8333330085624 60.8166669956969,2.83333300855765 60.7999999956936,2.81666700877065 60.7999999956246,2.7333330099079 60.799999995266,2.73333300989703 60.7666669952588,2.6833330106398 60.766666995032,2.68333301063399 60.7499999950282,2.66666701089221 60.7499999949507,2.66666667755889 60.7499999949506,2.66666667757079 60.7833329949583,2.66666701090412 60.7833329949583,2.66666701091303 60.808332994964,2.68333301065434 60.8083329950414,2.68333301068621 60.8999999950622,2.66666701094562 60.8999999949852,2.66666701096923 60.9666669950006,2.6666666776359 60.9666669950006,2.66666667764768 60.9999999950084))"
"7","2/2","2","2","N1","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333667894 56.9166669970159,3.33333333669061 56.9833329970206,3.43333300284355 56.9833329973192,3.43333300283342 56.916666997315,3.33333333667894 56.9166669970159))"
"219","26/10","26","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.15000000494584 58.999999996609,3.15000000494921 59.016666996611,3.0000000062436 59.0166669960639,3.00000000625603 59.0666669960708,3.00000000630132 59.2499999960966,3.03333300598772 59.2499999962229,3.33333300372969 59.2499999972165,3.33333333706302 59.2499999972165,3.33333333702424 58.9999999971917,3.15000000494584 58.999999996609))"
"57","8/11","8","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.55000000233478 56.9999999976369,3.53333300240248 56.9999999975937,3.53333300241776 57.1166669976004,3.33333333671383 57.1166669970302,3.33333333672249 57.1666669970339,3.40000000303553 57.1666669972349,3.66666666859065 57.1666669979304,3.66666666857269 56.999999997922,3.55000000233478 56.9999999976369))"
"10","2/5","2","5","N1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666851777 56.4999999978984,3.53333300233586 56.4999999975663,3.53333300234036 56.533332997568,3.51666700240827 56.5333329975237,3.51666700241057 56.5499999975246,3.50000000248026 56.5499999974795,3.50000000248966 56.6166669974832,3.43333300278736 56.6166669972966,3.43333300278994 56.6333329972976,3.41666700286914 56.6333329972492,3.41666700287573 56.6749999972518,3.55000000229272 56.6749999976191,3.55000000230249 56.7499999976231,3.66666666854543 56.7499999979099,3.66666666851777 56.4999999978984))"
"136","17/4","17","4","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333696102 58.5999999971535,3.33333300362769 58.5999999971535,3.33333300363301 58.6333329971566,3.11666700513217 58.6333329964493,3.11666700515375 58.733332996461,3.11666700515733 58.749999996463,3.33333300365157 58.7499999971675,3.3333333369849 58.7499999971676,3.33333333696102 58.5999999971535))"
"54","8/8","8","8","N4","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333674548 57.2999999970439,3.33333333677966 57.4999999970592,3.66666666862606 57.4999999979481,3.66666666859957 57.2499999979347,3.40000000304863 57.2499999972407,3.40000000305646 57.2999999972442,3.33333333674548 57.2999999970439))"
"246","30/6","30","6","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.91666700748323 60.4999999959719,2.90000000767229 60.4999999959064,2.90000000768985 60.5666669959184,2.85000000828394 60.5666669957172,2.85000000831203 60.6666669957362,2.76666700939648 60.6666669953845,2.76666700940693 60.6999999953914,2.80000000895848 60.6999999955346,2.80000000896488 60.7213889955389,2.76250000947111 60.7213889953777,2.7625000094801 60.7499999953836,2.80000000897343 60.7499999955446,2.86666700813176 60.7499999958195,2.86666700811355 60.6833329958069,2.91666700753029 60.6833329960044,2.9166670075175 60.6333329959955,2.96666700697262 60.6333329961858,2.96666700694063 60.4999999961633,2.91666700748323 60.4999999959719))"
"283","34/2","34","2","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.63333301178998 61.7499999950381,2.55000001326862 61.7499999946448,2.55000001327524 61.7666669946494,2.56666701296682 61.76666699473,2.56666701297329 61.7833329947345,2.60000001237524 61.7833329948925,2.60000001236905 61.7666669948881,2.6333330117959 61.7666669950423,2.63333301178998 61.7499999950381))"
"16","2/11","2","11","N1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666848784 56.2333329978868,3.666666668485 56.2081694423302,3.5833333354357 56.1840416643473,3.53333300229083 56.1695249975498,3.53333300229273 56.1833329975505,3.51666700235948 56.1833329975058,3.51666700236417 56.2166669975074,3.51666700236651 56.2333329975082,3.61666700198922 56.2333329977663,3.66666666848784 56.2333329978868))"
"216","26/7","26","7","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.03333300598772 59.2499999962229,3.03333300604604 59.4999999962578,3.33333300376792 59.4999999972421,3.33333300372969 59.2499999972165,3.03333300598772 59.2499999962229))"
"57","8/11","8","11","N4","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.40000000304863 57.2499999972407,3.66666666859957 57.2499999979347,3.66666666859065 57.1666669979304,3.40000000303553 57.1666669972349,3.40000000304863 57.2499999972407))"
"213","26/4","26","4","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.03333300604604 59.4999999962578,3.03333300606531 59.5833329962696,3.33333300378054 59.5833329972508,3.33333300376792 59.4999999972421,3.03333300604604 59.4999999962578))"
"51","8/5","8","5","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666865216 57.749999997962,3.6666666686487 57.7166669979601,3.33333333681626 57.7166669970765,3.33333333682185 57.7499999970792,3.66666666865216 57.749999997962))"
"249","30/9","30","9","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000654072 60.2499999962467,2.90000000760586 60.2499999958623,2.90000000761476 60.2833329958681,2.93333300724339 60.2833329959995,3.00000000654848 60.283332996252,3.00000000654072 60.2499999962467))"
"133","17/1","17","1","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333700857 58.8999999971819,3.33333300367524 58.8999999971819,3.15000000492554 58.8999999965972,3.15000000494584 58.999999996609,3.33333333702424 58.9999999971917,3.33333333700857 58.8999999971819))"
"286","34/5","34","5","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.66666667790748 61.7499999951887,2.66666667787909 61.6666669951682,2.63333301176029 61.6666669950169,2.63333301177218 61.6999999950254,2.63333301178998 61.7499999950381,2.66666667790748 61.7499999951887))"
"283","34/2","34","2","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.66666667790748 61.7499999951887,2.63333301178998 61.7499999950381,2.6333330117959 61.7666669950423,2.66666667791314 61.7666669951928,2.66666667790748 61.7499999951887))"
"48","8/2","8","2","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333686347 57.9999999971001,3.51666700260274 57.9999999976141,3.51666700258999 57.8999999976071,3.33333333684689 57.8999999970917,3.33333333686347 57.9999999971001))"
"287","34/6","34","6","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.66666701124081 61.7499999951887,2.7000000107145 61.7499999953355,2.70000001068737 61.6666669953156,2.66666701121242 61.6666669951682,2.66666701124081 61.7499999951887))"
"143","17/11","17","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333690452 58.2499999971218,3.60000000228556 58.2499999978378,3.66666666870321 58.2499999979916,3.66666666868467 58.0666669979805,3.60000000226511 58.0666669978258,3.60000000227443 58.1499999978312,3.51666700262173 58.1499999976247,3.51666700260274 57.9999999976141,3.33333333686347 57.9999999971001,3.33333333690452 58.2499999971218))"
"284","34/3","34","3","N3","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.7000000107145 61.7499999953355,2.66666701124081 61.7499999951887,2.66666701124647 61.7666669951928,2.66666701126343 61.8166669952052,2.6666670112916 61.8999999952259,3.00000000690848 61.899999996527,3.00000000687639 61.7499999965001,2.7000000107145 61.7499999953355))"
"262","31/10","31","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000654072 60.2499999962467,3.33333333721265 60.2499999973233,3.33333333717606 59.9999999972955,3.33333300384272 59.9999999972955,3.33333300385498 60.0833329973046,3.10000000557611 60.0833329965778,3.10000000558632 60.1333329965848,3.00000000651345 60.1333329962284,3.00000000654072 60.2499999962467))"
"249","30/9","30","9","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000657553 60.3999999962706,3.00000000657167 60.3833329962679,2.96666700691245 60.3833329961439,2.96666700691649 60.3999999961467,3.00000000657553 60.3999999962706))"
"259","31/7","31","7","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333721265 60.2499999973233,3.00000000654072 60.2499999962467,3.00000000654848 60.283332996252,3.00000000657167 60.3833329962679,3.00000000657553 60.3999999962706,3.00000000658707 60.4499999962787,3.08333300579774 60.4499999965736,3.08333300580799 60.4999999965811,3.11666700551607 60.4999999966933,3.33333333724871 60.4999999973516,3.33333333721265 60.2499999973233))"
"326","6202/12","6202","12","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.66666701140865 62.2499999953143,3.00000000698233 62.2499999965911,3.00000000692972 61.9999999965452,2.66666701132526 61.999999995251,2.66666701140865 62.2499999953143))"
"7","2/2","2","2","N1","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666857269 56.999999997922,3.66666666856908 56.9666669979204,3.55000000233051 56.966666997635,3.55000000233478 56.9999999976369,3.66666666857269 56.999999997922))"
"287","34/6","34","6","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.96671400717451 61.4999999963382,2.7833330094203 61.4999999956319,2.78333300944474 61.5833329956501,2.86666700835407 61.5833329959822,3.00000000684043 61.5833329964704,3.00000000682233 61.4999999964557,2.96671400717451 61.4999999963382))"
"137","17/5","17","5","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666873804 58.5999999980137,3.33333333696102 58.5999999971535,3.3333333369849 58.7499999971676,3.58333300240787 58.7499999978328,3.66666666875274 58.7499999980235,3.66666666873804 58.5999999980137))"
"210","26/1","26","1","N4","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.1500000051428 59.9999999967346,3.33333300384272 59.9999999972955,3.33333300380559 59.7499999972684,3.15000000509458 59.7499999967019,3.1500000051428 59.9999999967346))"
"262","31/10","31","10","N4","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333300384272 59.9999999972955,3.1500000051428 59.9999999967346,3.15000000514918 60.033332996739,3.10000000556587 60.0333329965708,3.10000000557611 60.0833329965778,3.33333300385498 60.0833329973046,3.33333300384272 59.9999999972955))"
"256","31/4","31","4","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000663672 60.6666669963139,3.00000000664052 60.6833329963166,3.0166670064742 60.6833329963766,3.01666700647791 60.6999999963793,3.03333300631522 60.6999999964384,3.03333300632245 60.7333329964438,3.01666700648531 60.7333329963847,3.00000000665189 60.7333329963249,3.00000000665567 60.7499999963276,3.13333300542239 60.7499999967841,3.33333300395091 60.7499999973807,3.33333333728425 60.7499999973807,3.33333333724871 60.4999999973516,3.11666700551607 60.4999999966933,3.11666700552581 60.5499999967005,3.15000000524653 60.5499999968095,3.15000000525272 60.5833329968142,3.18333300498574 60.58333299692,3.18333300498869 60.5999999969223,3.2000000048597 60.5999999969741,3.21666700473367 60.5999999970251,3.21666700473648 60.6166669970273,3.2333330046133 60.6166669970776,3.28333300426061 60.6166669972244,3.28333300426824 60.6666669972306,3.20000000487117 60.666666996983,3.20000000486831 60.6499999969808,3.15000000526505 60.6499999968235,3.15000000526197 60.6333329968212,3.08333300583517 60.633332996601,3.08333300583178 60.6166669965985,3.06666700598337 60.6166669965416,3.06666700598683 60.6333329965441,3.03333300630073 60.6333329964278,3.03333300630798 60.6666669964331,3.00000000663672 60.6666669963139))"
"253","31/1","31","1","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.13333300542239 60.7499999967841,3.00000000665567 60.7499999963276,3.00000000667452 60.8333329963415,3.13333300543802 60.8333329967962,3.13333300542239 60.7499999967841))"
"134","17/2","17","2","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.58333300240787 58.7499999978328,3.58333300242434 58.8999999978437,3.33333333700857 58.8999999971819,3.33333333702424 58.9999999971917,3.66666666877694 58.9999999980402,3.66666666875274 58.7499999980235,3.58333300240787 58.7499999978328))"
"293","34/12","34","12","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.9666670070594 60.9999999962488,2.96666700709829 61.1666669962782,2.98333300692174 61.1666669963384,2.98333300691038 61.1166669963297,3.000000006738 61.1166669963893,3.00000000672686 61.0666669963808,3.0000000067157 61.0166669963723,3.00000000671198 60.9999999963695,2.9666670070594 60.9999999962488))"
"220","26/11","26","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333706302 59.2499999972165,3.66666666880076 59.2499999980575,3.66666666877694 58.9999999980402,3.33333333702424 58.9999999971917,3.33333333706302 59.2499999972165))"
"8","2/3","2","3","N1","Stratigraphic","http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666700190602 56.999999997922,4.00000000103624 56.9999999985847,4.00000000103405 56.9666669985836,3.66666700190241 56.9666669979204,3.66666700190602 56.999999997922))"
"58","8/12","8","12","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666700190602 56.999999997922,3.66666666857269 56.999999997922,3.666671385021 57.1166670037668,4.00000000104389 57.1166669985887,4.00000000103624 56.9999999985847,3.66666700190602 56.999999997922))"
"293","34/12","34","12","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((2.9666670071176 61.249999996293,2.96666900711758 61.249999996293,2.98333300694061 61.249999996353,2.98333300693684 61.2333329963501,2.96666700711375 61.23333299629,2.9666670071176 61.249999996293))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.000000006738 61.1166669963893,3.01666700656944 61.1166669964481,3.01666700656581 61.0999999964453,3.05000000624006 61.0999999965606,3.05000000623314 61.0666669965552,3.00000000672686 61.0666669963808,3.000000006738 61.1166669963893))"
"290","34/9","34","9","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000682233 61.4999999964557,3.00000000677488 61.2833329964179,3.00000000676753 61.2499999964122,2.98333300694061 61.249999996353,2.96666900711758 61.249999996293,2.96671400717451 61.4999999963382,3.00000000682233 61.4999999964557))"
"300","35/7","35","7","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.16666700527939 61.4999999969989,3.16666700526215 61.399999996984,3.33333300404087 61.3999999974593,3.33333333737421 61.3999999974593,3.33333333737194 61.3833329974573,3.33333300403861 61.3833329974573,3.31666700414817 61.3833329974127,3.28333300437523 61.3833329973215,3.28333300437035 61.3499999973172,3.25000000460812 61.3499999972233,3.2500000045927 61.2499999972099,3.23333300471547 61.2499999971617,3.23333300472074 61.2833329971662,3.20000000497528 61.2833329970679,3.20000000496974 61.2499999970633,3.150000005374 61.2499999969104,3.06666700611289 61.2499999966412,3.05000000627104 61.2499999965851,3.0500000062779 61.2833329965905,3.00000000677488 61.2833329964179,3.00000000682233 61.4999999964557,3.16666700527939 61.4999999969989))"
"55","8/9","8","9","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666700195939 57.4999999979481,4.00000000106864 57.4999999986024,4.00000000105257 57.2499999985934,3.86666700134969 57.2499999983547,3.86666700135759 57.3499999983589,3.66666700194354 57.34999999794,3.66666700195939 57.4999999979481))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.08333300591882 61.049999996665,3.0833330059122 61.0166669966598,3.0666670060657 61.0166669966038,3.06666700607248 61.0499999966091,3.08333300591882 61.049999996665))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.06666700611289 61.2499999966412,3.150000005374 61.2499999969104,3.15000000536804 61.2166669969054,3.133333005509 61.216666996853,3.13333300550288 61.183332996848,3.11666700564695 61.1833329967947,3.11666700564382 61.1666669967921,3.10000000579116 61.1666669967381,3.10000000578794 61.1499999967355,3.06666700609274 61.149999996625,3.0666670060961 61.1666669966277,3.05000000625386 61.1666669965714,3.05000000626075 61.1999999965769,3.06666700610283 61.1999999966331,3.06666700611289 61.2499999966412))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.13333300549369 61.1333329968405,3.13333300549062 61.116666996838,3.1166670056344 61.1166669967846,3.11666700563126 61.099999996782,3.10000000577829 61.0999999967278,3.06666700608262 61.0999999966171,3.06666700608937 61.1333329966224,3.13333300549369 61.1333329968405))"
"52","8/6","8","6","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.00000000106864 57.4999999986024,3.66666700195939 57.4999999979481,3.66666700198203 57.7166669979601,3.6666666686487 57.7166669979601,3.66666666865216 57.749999997962,3.66666700198549 57.749999997962,4.00000000108446 57.7499999986119,4.00000000106864 57.4999999986024))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.08333300591882 61.049999996665,3.08333300592213 61.0666669966676,3.10000000577184 61.0666669967227,3.10000000576862 61.0499999967201,3.08333300591882 61.049999996665))"
"297","35/4","35","4","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.00000000684043 61.5833329964704,3.16666700529368 61.5833329970113,3.16666700527939 61.4999999969989,3.00000000682233 61.4999999964557,3.00000000684043 61.5833329964704))"
"140","17/8","17","8","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.60000000228556 58.2499999978378,3.60000000229479 58.3333329978433,3.66666666871157 58.3333329979968,3.66666666870321 58.2499999979916,3.60000000228556 58.2499999978378))"
"263","31/11","31","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.33333333721265 60.2499999973233,3.6666666688924 60.2499999981318,3.66666666887003 59.9999999981125,3.46666700308936 59.9999999976515,3.33333333717606 59.9999999972955,3.33333333721265 60.2499999973233))"
"303","35/10","35","10","N3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.13333300549369 61.1333329968405,3.13333300549676 61.149999996843,3.15000000535609 61.1499999968956,3.1500000053531 61.1333329968932,3.13333300549369 61.1333329968405))"
"144","17/12","17","12","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((3.66666666868467 58.0666669979805,3.66666666870321 58.2499999979916,3.70000000192125 58.2499999980651,3.70000000191965 58.2333329980641,3.73333300181022 58.2333329981353,3.7333330018087 58.2166669981344,3.71666700186267 58.216666998099,3.71666700185798 58.1666669980961,3.73333300180413 58.1666669981316,3.73333300179954 58.1166669981288,3.76666700169615 58.1166669981981,3.76666700169761 58.133332998199,4.00000000110823 58.1333329986272,4.00000000110003 57.9999999986218,3.75000000173669 57.9999999981574,3.75000000174269 58.066666998161,3.666667002018 58.0666669979805,3.66666666868467 58.0666669979805))"
