seaSurveyName,seaNpdidSurvey,seaFactMapUrl,seaFactPageUrl,seaStatus,seaGeographicalArea,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,sea3DKm2,seaPolygonKind,seaPolyGeometryWKT
"TE1102",7476,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7476","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7476","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Talisman Energy Norge AS","Seismisk kilde",6,160 in3,UNKNOWN,"Kabler",1,1200,2011-10-12,2011-11-22,2012-01-31,2012-01-19,150,130,150,130,NULL,"Område inkludert snuområde","POLYGON((3.302928 56.858828,3.333303 56.851492,3.317231 56.831658,3.28695 56.839003,3.302928 56.858828))"
"TE1102",7476,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7476","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7476","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Talisman Energy Norge AS","Seismisk kilde",6,160 in3,UNKNOWN,"Kabler",1,1200,2011-10-12,2011-11-22,2012-01-31,2012-01-19,150,130,150,130,NULL,"Område unntatt snuområde","POLYGON((3.302928 56.858828,3.333303 56.851492,3.317231 56.831658,3.28695 56.839003,3.302928 56.858828))"
"SH1101",7477,NULL,NULL,"Avlyst","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","A/S Norske Shell","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,8000,2011-07-17,9999-12-31,2011-09-15,9999-12-31,180,NULL,180,NULL,NULL,"Område inkludert snuområde","POLYGON((6.633333 64.583333,7.366667 64.261944,7.216667 64.183333,6.5 64.5,6.633333 64.583333))"
"SH1102",7478,NULL,NULL,"Avlyst","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","A/S Norske Shell","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-17,9999-12-31,2011-09-15,9999-12-31,60,NULL,60,NULL,NULL,"Område inkludert snuområde","POLYGON((7.533333 64.5,8 64.5,8 64,7.533333 64,7.533333 64.5))"
"TE1103",7479,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Talisman Energy Norge AS","Seismisk kilde",6,160 in3,UNKNOWN,"Kabler",1,1200,2012-04-01,9999-12-31,2012-05-01,9999-12-31,150,NULL,150,NULL,NULL,"Område unntatt snuområde","POLYGON((4.342956 57.743183,4.393333 57.742639,4.394369 57.769578,4.343956 57.770122,4.342956 57.743183))"
"TE1103",7479,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Talisman Energy Norge AS","Seismisk kilde",6,160 in3,UNKNOWN,"Kabler",1,1200,2012-04-01,9999-12-31,2012-05-01,9999-12-31,150,NULL,150,NULL,NULL,"Område inkludert snuområde","POLYGON((4.342956 57.743183,4.393333 57.742639,4.394369 57.769578,4.343956 57.770122,4.342956 57.743183))"
"DN1105",7480,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7480","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7480","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-07-30,2011-07-22,2011-08-02,2011-07-25,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.368333 59.403889,2.368611 59.403611,2.368333 59.403611,2.368333 59.403611,2.368333 59.403889))"
"DN1105",7480,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7480","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7480","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-07-30,2011-07-22,2011-08-02,2011-07-25,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.368333 59.403889,2.368611 59.403611,2.368333 59.403611,2.368333 59.403611,2.368333 59.403889))"
"SH1105",7481,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7481","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7481","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","A/S Norske Shell","Seismisk kilde",1,140 cu.in,"2000 psi","Kabler",1,1200m,2011-09-06,2011-10-02,2011-10-15,2011-10-02,60,48,60,48,NULL,"Område unntatt snuområde","POLYGON((6.733333 64.492222,7.05 64.492222,7.05 64.375,6.733333 64.375,6.733333 64.492222))"
"SH1105",7481,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7481","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7481","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","A/S Norske Shell","Seismisk kilde",1,140 cu.in,"2000 psi","Kabler",1,1200m,2011-09-06,2011-10-02,2011-10-15,2011-10-02,60,48,60,48,NULL,"Område inkludert snuområde","POLYGON((6.716667 64.5,7.083333 64.5,7.083333 64.366667,6.716667 64.366667,6.716667 64.5))"
"DN1107",7482,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7482","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7482","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,0,0,"0",NULL,0,0,2011-07-22,2011-08-03,2011-08-30,2011-08-07,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.441944 57.241389,2.443056 57.241389,2.443056 57.240556,2.441944 57.240556,2.441944 57.241389))"
"DN1107",7482,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7482","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7482","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,0,0,"0",NULL,0,0,2011-07-22,2011-08-03,2011-08-30,2011-08-07,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.440833 57.242222,2.444444 57.242222,2.444444 57.239444,2.440833 57.239444,2.440833 57.242222))"
"DN1106",7483,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7483","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7483","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,0,0,2011-07-22,2011-07-25,2011-08-25,2011-08-03,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.193056 58.919444,2.199722 58.919444,2.216667 59.047222,2.191667 59.047222,2.193056 58.919444))"
"DN1106",7483,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7483","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7483","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Det norske oljeselskap ASA",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,0,0,2011-07-22,2011-07-25,2011-08-25,2011-08-03,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.193056 58.919444,2.199722 58.919444,2.216667 59.047222,2.191667 59.047222,2.193056 58.919444))"
"CP11101",7484,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7484","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7484","Ferdig","Barentshavet - Sør",Nei,"Ordinær seismisk undersøkelse","3D","ConocoPhillips Skandinavia AS","Seismisk kilde",2,4240 cu in,"2000","Kabler",10,8000,2011-08-12,2011-08-12,2011-09-20,2011-09-10,1200,33963,24000,1698,519.6100,"Område inkludert snuområde","POLYGON((18.897222 71.931111,20.686111 71.919722,20.6625 71.705,18.893333 71.715556,18.897222 71.931111))"
"CP11101",7484,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7484","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7484","Ferdig","Barentshavet - Sør",Nei,"Ordinær seismisk undersøkelse","3D","ConocoPhillips Skandinavia AS","Seismisk kilde",2,4240 cu in,"2000","Kabler",10,8000,2011-08-12,2011-08-12,2011-09-20,2011-09-10,1200,33963,24000,1698,519.6100,"Område unntatt snuområde","POLYGON((19.407778 71.732222,19.415833 71.911389,20.165556 71.906944,20.150556 71.727778,19.407778 71.732222))"
"BPN11303",7485,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7485","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7485","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40cu in,160 cu in,"2000psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-29,2011-08-31,2011-10-03,2011-10-03,NULL,50,50,50,NULL,"Område inkludert snuområde","POLYGON((3.385278 56.205556,3.490556 56.238889,3.55 56.180278,3.445 56.146944,3.385278 56.205556))"
"BPN11303",7485,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7485","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7485","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40cu in,160 cu in,"2000psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-29,2011-08-31,2011-10-03,2011-10-03,NULL,50,50,50,NULL,"Område unntatt snuområde","POLYGON((3.412778 56.201389,3.482778 56.223333,3.522778 56.184444,3.452778 56.162222,3.412778 56.201389))"
"BPN11304",7486,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7486","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7486","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40 cu in,160 cu in,"2000psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-07,2011-09-06,2011-09-18,2011-09-12,NULL,48,122,72,NULL,"Område unntatt snuområde","POLYGON((7.777222 65.948056,7.691944 65.907222,7.581111 65.94,7.676667 65.983056,7.833333 65.976667,7.777222 65.948056))"
"BPN11304",7486,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7486","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7486","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40 cu in,160 cu in,"2000psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-07,2011-09-06,2011-09-18,2011-09-12,NULL,48,122,72,NULL,"Område inkludert snuområde","POLYGON((7.823889 65.949722,7.695833 65.888333,7.545 65.940278,7.672778 66.001944,7.833333 65.976667,7.823889 65.949722))"
"SH1106",7487,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7487","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7487","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","A/S Norske Shell","Seismisk kilde",1,140 cu.in,"2000 psi","Kabler",1,1200,2011-10-16,2011-09-10,2011-12-31,2011-12-26,60,58,60,58,NULL,"Område unntatt snuområde","POLYGON((7.633333 64.4,8 64.4,8 64.233333,7.633333 64.233333,7.633333 64.4))"
"SH1106",7487,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7487","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7487","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","A/S Norske Shell","Seismisk kilde",1,140 cu.in,"2000 psi","Kabler",1,1200,2011-10-16,2011-09-10,2011-12-31,2011-12-26,60,58,60,58,NULL,"Område inkludert snuområde","POLYGON((7.616667 64.416667,8.016667 64.416667,8.016667 64.216667,7.616667 64.216667,7.616667 64.416667))"
"ST11006",7488,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7488","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7488","Ferdig","Nordsjøen",Ja,"Havbunnseismisk undersøkelse","4D","Statoil ASA","Seismisk kilde",2 (dual - flip-flop),2400 cu.in,"2000 psi","Noder",Opptil 1800 sensorer pr kabelutlegg,45 km,2011-09-26,2011-09-28,2012-03-13,2012-03-13,1350,1397,1350,1397,51.8900,"Område unntatt snuområde","POLYGON((2.099722 61.2225,2.305 61.2225,2.305 61.180278,2.099722 61.180278,2.099722 61.2225,2.099722 61.2225))"
"ST11006",7488,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7488","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2012&nav3=7488","Ferdig","Nordsjøen",Ja,"Havbunnseismisk undersøkelse","4D","Statoil ASA","Seismisk kilde",2 (dual - flip-flop),2400 cu.in,"2000 psi","Noder",Opptil 1800 sensorer pr kabelutlegg,45 km,2011-09-26,2011-09-28,2012-03-13,2012-03-13,1350,1397,1350,1397,51.8900,"Område inkludert snuområde","POLYGON((2.006667 61.240278,2.398056 61.240278,2.397778 61.162222,2.006944 61.162222,2.006667 61.240278,2.006667 61.240278))"
"ST11308",7489,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer / 2.6 liter,"2000 PSI","Kabler",1,1200,2011-07-27,9999-12-31,2011-08-27,9999-12-31,333,NULL,333,NULL,NULL,"Område inkludert snuområde","POLYGON((2.134614 59.618111,2.202619 59.729667,2.423264 59.695028,2.354597 59.583594,2.134614 59.618111))"
"ST11308",7489,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer / 2.6 liter,"2000 PSI","Kabler",1,1200,2011-07-27,9999-12-31,2011-08-27,9999-12-31,333,NULL,333,NULL,NULL,"Område unntatt snuområde","POLYGON((2.134614 59.618111,2.202619 59.729667,2.423264 59.695028,2.354597 59.583594,2.134614 59.618111))"
"CGGV1103",7490,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7490","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7490","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-13,2011-09-30,2011-08-15,180,180,180,180,NULL,"Område inkludert snuområde","POLYGON((6.633333 64.583333,7.366667 64.261944,7.216667 64.183333,6.5 64.5,6.633333 64.583333))"
"CGGV1104",7491,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7491","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7491","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-14,2011-09-30,2011-08-16,60,60,60,60,NULL,"Område inkludert snuområde","POLYGON((7.533333 64.5,8 64.5,8 64,7.533333 64,7.533333 64.5))"
"CGGV1105",7492,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7492","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7492","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-12,2011-09-30,2011-08-13,50,50,50,50,NULL,"Område inkludert snuområde","POLYGON((5.666667 63.916667,5.666667 63.116667,5 63.116667,5 63.916667,5.666667 63.916667))"
"MC3D-GES2011",7493,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7493","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7493","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","PGS Geophysical AS","Seismisk kilde",2,4135 cuin source,"2000 psi","Kabler",10,7000m,2011-08-15,2011-08-22,2011-09-15,2011-09-02,10200,7584,510,438,600.6500,"Område inkludert snuområde","POLYGON((6.9782 64.4591,7.226642 64.464339,7.002322 64.667653,7.131358 64.667119,7.335958 64.465267,8.2206 64.4718,8.2258 64.2176,6.9947 64.2058,6.9782 64.4591))"
"MC3D-GES2011",7493,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7493","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7493","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","PGS Geophysical AS","Seismisk kilde",2,4135 cuin source,"2000 psi","Kabler",10,7000m,2011-08-15,2011-08-22,2011-09-15,2011-09-02,10200,7584,510,438,600.6500,"Område unntatt snuområde","POLYGON((7.1807 64.4161,7.9972 64.4248,8.0196 64.289,7.1896 64.2811,7.1807 64.4161))"
"CGGV1106",7494,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7494","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7494","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-11,2011-09-30,2011-08-11,480,120,480,120,NULL,"Område inkludert snuområde","POLYGON((-2.166667 63.366667,3.583333 63.366667,3.55 61.183333,1 61.108333,-2.166667 63.366667))"
"BPN11102",7495,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Havbunnseismisk undersøkelse","3D","BP Norge AS","Seismisk kilde",2,"3147 cu inh/ 51,6 l","2000 psi","Noder",2400 4 component,6000m,2011-08-15,9999-12-31,2011-09-30,9999-12-31,NULL,NULL,1688,NULL,105.5000,"Område inkludert snuområde","POLYGON((3.159167 56.343333,3.406111 56.406389,3.577222 56.198611,3.331389 56.135833,3.159167 56.343333))"
"BPN11102",7495,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Havbunnseismisk undersøkelse","3D","BP Norge AS","Seismisk kilde",2,"3147 cu inh/ 51,6 l","2000 psi","Noder",2400 4 component,6000m,2011-08-15,9999-12-31,2011-09-30,9999-12-31,NULL,NULL,1688,NULL,105.5000,"Område unntatt snuområde","POLYGON((3.266389 56.321389,3.366389 56.346944,3.470556 56.220833,3.370833 56.195278,3.266389 56.321389))"
"CGGV1107",7496,NULL,NULL,"Avlyst","Norskehavet",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,9999-12-31,2011-09-30,9999-12-31,58,NULL,58,NULL,NULL,"Område inkludert snuområde","POLYGON((5.516667 64.366667,6.133333 64.4,6.333333 64.116667,5.666667 64,5.516667 64.366667))"
"CGGV1108",7497,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7497","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7497","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-21,2011-09-30,2011-08-24,54,54,54,54,NULL,"Område inkludert snuområde","POLYGON((1.7 58.2,1.916667 58.266667,1.966667 58.216667,1.733333 58.15,1.7 58.2))"
"CGGV1109",7498,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7498","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7498","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","2D","CGG Veritas Services SA","Seismisk kilde",1,4450 cu.in.,"2000 psi","Kabler",1,12000,2011-07-29,2011-08-24,2011-09-30,2011-08-23,109,164,109,164,NULL,"Område inkludert snuområde","POLYGON((1.983333 60.35,2.333333 60.35,2.333333 60.116667,2.033333 60.116667,1.983333 60.35))"
"ST11456 Dagny",7499,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7499","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7499","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil Petroleum AS",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-10-20,2011-10-20,2011-11-30,2011-11-08,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((1.658333 58.591667,1.733889 58.591667,1.735278 58.552778,1.658333 58.551944,1.658333 58.591667))"
"ST11456 Dagny",7499,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7499","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7499","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil Petroleum AS",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-10-20,2011-10-20,2011-11-30,2011-11-08,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((1.658333 58.591667,1.733889 58.591667,1.735278 58.552778,1.658333 58.551944,1.658333 58.591667))"
"MC2D-BS2011",7500,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7500","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7500","Ferdig","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","2D","PGS Geophysical AS","Seismisk kilde",1,4130 cu in,"2000 psi","Kabler",1,8000,2011-09-10,2011-09-13,2011-10-20,2011-10-13,1253,2544,1253,2544,NULL,"Område inkludert snuområde","POLYGON((17.525 72.528,19.493 73,22.609 72.608,24.05 73.358,28.651 72.62,31.658 73.1,31.853 72.977,28.01 71.801,25.078 72.276,23.859 71.856,21.981 71.92,22.013 71.307,19 71.397,17.523 72.532,17.525 72.528))"
"ST11455 Eirin",7501,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7501","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7501","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil Petroleum AS",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-11-09,2011-11-08,2011-11-30,2011-11-17,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((1.606944 58.663889,1.676111 58.663889,1.677778 58.627778,1.608333 58.627778,1.606944 58.663889))"
"ST11455 Eirin",7501,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7501","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7501","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil Petroleum AS",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-11-09,2011-11-08,2011-11-30,2011-11-17,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((1.606944 58.663889,1.676111 58.663889,1.677778 58.627778,1.608333 58.627778,1.606944 58.663889))"
"BPB11305",7502,NULL,NULL,"Avlyst","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40 cu in,160 cu in,"2000 psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-14,9999-12-31,2011-09-18,9999-12-31,NULL,NULL,39,NULL,NULL,"Område unntatt snuområde","POLYGON((7.660278 65.7925,7.706944 65.823056,7.715278 65.820833,7.684444 65.952222,7.715278 65.820833,7.780833 65.803889,7.734167 65.773333,7.660278 65.7925))"
"BPB11305",7502,NULL,NULL,"Avlyst","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey","2D","BP Norge AS","Seismisk kilde",4 x 40 cu in,160 cu in,"2000 psi","Kabler","96 12,5m gruppe",1 x 1200 m streamer,2011-08-14,9999-12-31,2011-09-18,9999-12-31,NULL,NULL,39,NULL,NULL,"Område inkludert snuområde","POLYGON((7.615 65.788333,7.695556 65.841667,7.699722 65.840833,7.667222 65.979444,7.689167 65.979444,7.723056 65.834722,7.825833 65.808611,7.745 65.755278,7.615 65.788333))"
"NKFE11",7503,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7503","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7503","Ferdig","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,3460 cu in,"2000 psi","Kabler",10,6000,2011-09-25,2011-10-01,2011-11-16,2011-10-31,30000,56260,1500,2813,1640.7800,"Område unntatt snuområde","POLYGON((28.033333 72.683333,30.733333 72.516667,32 72.766667,32 72.616667,30.733333 72.383333,28.733333 72.55,28.033333 72.683333))"
"NKFE11",7503,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7503","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7503","Ferdig","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,3460 cu in,"2000 psi","Kabler",10,6000,2011-09-25,2011-10-01,2011-11-16,2011-10-31,30000,56260,1500,2813,1640.7800,"Område inkludert snuområde","POLYGON((28.033333 72.683333,30.733333 72.516667,32 72.766667,32 72.616667,30.733333 72.383333,28.733333 72.55,28.033333 72.683333))"
"LO1103",7504,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7504","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2011&nav3=7504","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Lotos Exploration and Production Norge AS",NULL,UNKNOWN,UNKNOWN,UNKNOWN,NULL,UNKNOWN,UNKNOWN,2011-09-20,2011-09-27,2011-10-20,2011-09-30,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.454722 57.298611,2.454444 57.299167,2.455278 57.298889,2.455278 57.298611,2.454722 57.298611))"
