wlbName,wlbCasingType,wlbCasingDiameter,wlbCasingDepth,wlbHoleDiameter,wlbHoleDepth,wlbLotMudDencity,wlbNpdidWellbore,wlbCasingDateUpdated,dateSyncNPD
2/2-4,INTERM.,9 5/8,3295.0,12 1/4,3321.0,2.04,1188,9999-12-31,2013-05-08
2/2-4,OPEN HOLE,NULL,4020.0,8 1/2,4020.0,0.00,1188,9999-12-31,2013-05-08
2/2-5,CONDUCTOR,30,188.0,36,190.0,0.00,1846,9999-12-31,2013-05-08
2/2-5,INTERM.,20,903.0,26,905.0,1.70,1846,9999-12-31,2013-05-08
2/2-5,INTERM.,13 3/8,2362.0,17 1/2,2364.0,1.75,1846,9999-12-31,2013-05-08
2/2-5,INTERM.,9 5/8,3349.0,12 1/4,3350.0,2.02,1846,9999-12-31,2013-05-08
2/2-5,LINER,7,4082.0,8 1/2,4082.0,0.00,1846,9999-12-31,2013-05-08
2/2-6,CONDUCTOR,30,206.0,36,216.0,0.00,6346,9999-12-31,2013-05-08
2/2-6,SURF.COND.,13 3/8,994.5,17 1/2,1001.0,1.81,6346,9999-12-31,2013-05-08
2/2-6,INTERM.,9 5/8,3181.0,12 1/4,3189.0,1.85,6346,9999-12-31,2013-05-08
2/2-6,OPEN HOLE,NULL,4105.0,8 1/2,4105.0,0.00,6346,9999-12-31,2013-05-08
2/3-1,INTERM.,9 5/8,1674.0,12 1/4,1674.0,0.00,162,9999-12-31,2013-05-08
2/3-1,OPEN HOLE,NULL,2934.0,8 1/2,2934.0,0.00,162,9999-12-31,2013-05-08
2/3-1,CONDUCTOR,30,123.0,36,124.0,0.00,162,9999-12-31,2013-05-08
2/3-1,INTERM.,20,275.0,26,277.0,0.00,162,9999-12-31,2013-05-08
2/3-1,INTERM.,13 3/8,1298.0,17 1/2,1300.0,0.00,162,9999-12-31,2013-05-08
2/3-2,CONDUCTOR,30,116.0,36,117.0,0.00,169,9999-12-31,2013-05-08
2/3-2,INTERM.,20,212.0,26,245.0,0.00,169,9999-12-31,2013-05-08
2/3-2,INTERM.,13 3/8,1050.0,17 1/2,1080.0,0.00,169,9999-12-31,2013-05-08
2/3-2,OPEN HOLE,NULL,2297.0,12 1/4,2297.0,0.00,169,9999-12-31,2013-05-08
2/3-3,OPEN HOLE,NULL,2973.0,12 1/4,2973.0,0.00,198,9999-12-31,2013-05-08
2/3-3,CONDUCTOR,30,123.0,36,123.0,0.00,198,9999-12-31,2013-05-08
2/3-3,INTERM.,20,264.0,26,279.0,0.00,198,9999-12-31,2013-05-08
2/3-3,INTERM.,13 3/8,1084.0,17 1/2,1098.0,0.00,198,9999-12-31,2013-05-08
2/3-4,CONDUCTOR,30,183.5,36,335.3,0.00,129,9999-12-31,2013-05-08
2/3-4,SURF.COND.,20,644.5,26,650.5,1.49,129,9999-12-31,2013-05-08
2/3-4,INTERM.,13 3/8,1770.6,17 1/2,1786.0,1.74,129,9999-12-31,2013-05-08
2/3-4,INTERM.,9 5/8,2963.9,12 1/4,2967.8,1.92,129,9999-12-31,2013-05-08
2/3-4,OPEN HOLE,NULL,3386.0,8 1/2,3386.0,0.00,129,9999-12-31,2013-05-08
2/4-1,CONDUCTOR,20,146.0,26,148.0,0.00,895,9999-12-31,2013-05-08
2/4-1,SURF.COND.,13 3/8,623.0,17 1/2,625.0,0.00,895,9999-12-31,2013-05-08
2/4-1,OPEN HOLE,NULL,1662.0,12 1/4,1662.0,0.00,895,9999-12-31,2013-05-08
2/4-10,CONDUCTOR,30,137.0,36,183.0,0.00,254,9999-12-31,2013-05-08
2/4-10,SURF.COND.,20,489.0,26,497.0,0.00,254,9999-12-31,2013-05-08
2/4-10,INTERM.,13 3/8,1223.0,17 1/2,1228.0,0.00,254,9999-12-31,2013-05-08
2/4-10,INTERM.,9 5/8,2443.0,12 1/4,2452.0,0.00,254,9999-12-31,2013-05-08
2/4-10,LINER,7,3418.0,8 1/2,3418.0,0.00,254,9999-12-31,2013-05-08
2/4-11,CONDUCTOR,30,131.0,36,131.0,0.00,255,9999-12-31,2013-05-08
2/4-11,SURF.COND.,20,487.0,26,487.0,0.00,255,9999-12-31,2013-05-08
2/4-11,INTERM.,13 3/8,1219.0,17 1/2,1219.0,0.00,255,9999-12-31,2013-05-08
2/4-11,INTERM.,9 5/8,2743.0,12 1/4,2743.0,0.00,255,9999-12-31,2013-05-08
2/4-11,LINER,7,3962.0,8,3962.0,0.00,255,9999-12-31,2013-05-08
2/4-11,LINER,5,4281.0,6,4281.0,0.00,255,9999-12-31,2013-05-08
2/4-12,CONDUCTOR,30,131.0,36,131.0,0.00,256,9999-12-31,2013-05-08
2/4-12,SURF.COND.,20,482.0,26,482.0,0.00,256,9999-12-31,2013-05-08
2/4-12,INTERM.,13 3/8,1213.0,17 1/2,1213.0,0.00,256,9999-12-31,2013-05-08
2/4-12,INTERM.,9 5/8,3060.0,12 1/4,3060.0,0.00,256,9999-12-31,2013-05-08
2/4-12,OPEN HOLE,NULL,3383.0,8 1/2,3383.0,0.00,256,9999-12-31,2013-05-08
2/4-13,CONDUCTOR,30,214.0,36,218.0,0.00,1313,9999-12-31,2013-05-08
2/4-13,SURF.COND.,20,906.0,26,922.0,1.82,1313,9999-12-31,2013-05-08
2/4-13,INTERM.,13 3/8,2503.0,17 1/2,2518.0,0.00,1313,9999-12-31,2013-05-08
2/4-14,CONDUCTOR,30,215.0,36,217.0,0.00,1343,9999-12-31,2013-05-08
2/4-14,SURF.COND.,20,901.0,26,916.0,1.82,1343,9999-12-31,2013-05-08
2/4-14,INTERM.,13 3/8,2509.0,17 1/2,2526.0,2.03,1343,9999-12-31,2013-05-08
2/4-14,INTERM.,9 5/8,4437.0,12 1/4,4437.0,2.18,1343,9999-12-31,2013-05-08
2/4-14,OPEN HOLE,NULL,4734.0,8 1/2,4734.0,0.00,1343,9999-12-31,2013-05-08
2/4-15 S,CONDUCTOR,30,216.0,36,216.0,0.00,1371,9999-12-31,2013-05-08
2/4-15 S,INTERM.,20,900.0,26,920.0,1.75,1371,9999-12-31,2013-05-08
2/4-15 S,INTERM.,13 3/8,2500.0,17 1/2,2662.0,2.03,1371,9999-12-31,2013-05-08
2/4-15 S,LINER,7,4929.0,8 1/2,4930.0,0.00,1371,9999-12-31,2013-05-08
2/4-15 S,INTERM.,16,2100.0,22,2096.0,1.85,1371,9999-12-31,2013-05-08
2/4-15 S,INTERM.,9 5/8,4505.0,12 1/4,4543.0,2.11,1371,9999-12-31,2013-05-08
2/4-15 S,INTERM.,13 3/8,2653.0,17 1/2,2662.0,2.03,1371,9999-12-31,2013-05-08
2/4-15 S,OPEN HOLE,NULL,4962.0,5 7/8,4962.0,0.00,1371,9999-12-31,2013-05-08
2/4-16,CONDUCTOR,30,167.0,36,170.0,0.00,1702,9999-12-31,2013-05-08
2/4-16,INTERM.,24,410.0,30,424.0,1.44,1702,9999-12-31,2013-05-08
2/4-16,INTERM.,18 5/8,937.0,24,951.0,1.85,1702,9999-12-31,2013-05-08
2/4-16,INTERM.,14,2897.0,17 1/2,2912.0,1.93,1702,9999-12-31,2013-05-08
2/4-16,INTERM.,10 3/4,4632.0,12 1/2,4650.0,2.20,1702,9999-12-31,2013-05-08
2/4-16,INTERM.,7 5/8,4892.0,9 1/2,4910.0,2.35,1702,9999-12-31,2013-05-08
2/4-16,OPEN HOLE,NULL,4963.0,6,4996.0,0.00,1702,9999-12-31,2013-05-08
2/4-16 R,LINER,6,4882.0,7 5/8,4973.0,0.00,1956,9999-12-31,2013-05-08
2/4-17,CONDUCTOR,30,204.0,36,205.0,0.00,1792,9999-12-31,2013-05-08
2/4-17,INTERM.,20,459.0,30,460.0,1.62,1792,9999-12-31,2013-05-08
2/4-17,INTERM.,13 3/8,2133.0,17 1/2,2135.0,1.96,1792,9999-12-31,2013-05-08
2/4-17,INTERM.,9 5/8,4146.8,12 1/4,4148.0,2.17,1792,9999-12-31,2013-05-08
2/4-17,LINER,7,5021.0,8 1/2,5021.0,2.16,1792,9999-12-31,2013-05-08
2/4-18,CONDUCTOR,32,229.0,38,232.0,0.00,2134,9999-12-31,2013-05-08
2/4-18,SURF.COND.,24,516.0,28,516.0,1.34,2134,9999-12-31,2013-05-08
2/4-18 R,INTERM.,18 5/8,996.0,26,1005.0,1.92,2253,9999-12-31,2013-05-08
2/4-18 R,INTERM.,13 3/8,3219.0,17 1/2,3230.0,1.87,2253,9999-12-31,2013-05-08
2/4-18 R,INTERM.,9 5/8,4619.0,12 1/4,4632.0,2.14,2253,9999-12-31,2013-05-08
2/4-18 R,OPEN HOLE,NULL,5310.0,8 1/2,5310.0,0.00,2253,9999-12-31,2013-05-08
2/4-19 B,CONDUCTOR,30,173.0,36,173.0,0.00,257,9999-12-31,2013-05-08
2/4-19 B,SURF.COND.,20,497.0,26,500.0,0.00,257,9999-12-31,2013-05-08
2/4-19 B,INTERM.,13 3/8,1371.0,17 1/2,1375.0,0.00,257,9999-12-31,2013-05-08
2/4-19 B,INTERM.,9 5/8,2916.0,12 1/4,2941.0,0.00,257,9999-12-31,2013-05-08
2/4-19 B,LINER,7,3926.0,8 1/2,3964.0,0.00,257,9999-12-31,2013-05-08
2/4-19 B,OPEN HOLE,NULL,4605.0,6,4605.0,0.00,257,9999-12-31,2013-05-08
2/4-2,CONDUCTOR,30,132.0,36,133.0,0.00,172,9999-12-31,2013-05-08
2/4-2,SURF.COND.,20,581.0,26,581.0,0.00,172,9999-12-31,2013-05-08
2/4-2,INTERM.,13 3/8,1607.0,17 1/2,1607.0,0.00,172,9999-12-31,2013-05-08
2/4-2,INTERM.,9 5/8,2366.0,12 1/4,2366.0,0.00,172,9999-12-31,2013-05-08
2/4-2,LINER,7,3159.0,8 1/2,3159.0,0.00,172,9999-12-31,2013-05-08
2/4-2,LINER,5,3305.0,6,3305.0,0.00,172,9999-12-31,2013-05-08
2/4-20,CONDUCTOR,30,195.0,36,201.0,0.00,5556,9999-12-31,2013-05-08
2/4-20,SURF.COND.,20,473.0,26,479.0,1.51,5556,9999-12-31,2013-05-08
2/4-20,INTERM.,16,1451.0,20,1461.0,0.00,5556,9999-12-31,2013-05-08
2/4-20,INTERM.,13 5/8,2883.0,17 1/2,2888.0,1.87,5556,9999-12-31,2013-05-08
2/4-20,INTERM.,10 3/4,4763.0,12 1/4,4766.0,1.91,5556,9999-12-31,2013-05-08
2/4-20,LINER,7,5565.0,8 1/2,5565.0,2.25,5556,9999-12-31,2013-05-08
2/4-20,OPEN HOLE,NULL,5719.0,5 3/4,5719.0,0.00,5556,9999-12-31,2013-05-08
2/4-3,CONDUCTOR,30,131.0,36,131.0,0.00,97,9999-12-31,2013-05-08
2/4-3,SURF.COND.,20,607.0,26,619.0,0.00,97,9999-12-31,2013-05-08
2/4-3,INTERM.,13 3/8,1629.0,17 1/2,1633.0,0.00,97,9999-12-31,2013-05-08
2/4-3,INTERM.,9 5/9,3007.0,12 1/4,3018.0,0.00,97,9999-12-31,2013-05-08
2/4-3,LINER,7,3389.0,8 1/2,3432.0,0.00,97,9999-12-31,2013-05-08
2/4-4,CONDUCTOR,30,135.0,36,135.0,0.00,174,9999-12-31,2013-05-08
2/4-4,SURF.COND.,20,598.0,26,622.0,0.00,174,9999-12-31,2013-05-08
2/4-4,INTERM.,13 3/8,1639.0,17 1/2,1646.0,0.00,174,9999-12-31,2013-05-08
2/4-4,INTERM.,9 5/8,3094.0,12 1/4,3111.0,0.00,174,9999-12-31,2013-05-08
2/4-4,LINER,7,3424.0,8 1/2,3426.0,0.00,174,9999-12-31,2013-05-08
2/4-5,CONDUCTOR,30,130.0,36,130.0,0.00,177,9999-12-31,2013-05-08
2/4-5,SURF.COND.,20,573.0,26,585.0,0.00,177,9999-12-31,2013-05-08
2/4-5,INTERM.,13 3/8,1639.0,17 1/2,1646.0,0.00,177,9999-12-31,2013-05-08
2/4-5,INTERM.,9 5/8,3029.0,12 1/4,3056.0,0.00,177,9999-12-31,2013-05-08
2/4-5,LINER,7,3321.0,8 1/2,3321.0,0.00,177,9999-12-31,2013-05-08
2/4-6,CONDUCTOR,30,130.0,36,130.0,0.00,181,9999-12-31,2013-05-08
2/4-6,SURF.COND.,20,578.0,26,580.0,0.00,181,9999-12-31,2013-05-08
2/4-6,INTERM.,13 3/8,1599.0,17 1/2,1600.0,0.00,181,9999-12-31,2013-05-08
2/4-6,INTERM.,9 5/8,3099.0,12 1/4,3100.0,0.00,181,9999-12-31,2013-05-08
2/4-6,LINER,7,3396.0,8 1/2,3396.0,0.00,181,9999-12-31,2013-05-08
2/4-7,CONDUCTOR,30,136.0,36,136.0,0.00,196,9999-12-31,2013-05-08
2/4-7,SURF.COND.,20,557.0,26,564.0,0.00,196,9999-12-31,2013-05-08
2/4-7,INTERM.,13 3/8,1587.0,17 1/2,1591.0,0.00,196,9999-12-31,2013-05-08
2/4-7,INTERM.,9 5/8,3147.0,12 1/4,3155.0,0.00,196,9999-12-31,2013-05-08
2/4-7,LINER,7,3488.0,8 1/2,3488.0,0.00,196,9999-12-31,2013-05-08
2/4-8,CONDUCTOR,30,137.0,36,138.0,0.00,252,9999-12-31,2013-05-08
2/4-8,SURF.COND.,20,548.0,26,548.0,0.00,252,9999-12-31,2013-05-08
2/4-8,INTERM.,13 3/8,1615.0,17 1/2,1616.0,0.00,252,9999-12-31,2013-05-08
2/4-8,INTERM.,9 5/8,3002.0,12 1/4,3003.0,0.00,252,9999-12-31,2013-05-08
2/4-8,LINER,7,3692.0,8 1/2,4078.0,0.00,252,9999-12-31,2013-05-08
2/4-9,CONDUCTOR,30,177.0,36,178.0,0.00,253,9999-12-31,2013-05-08
2/4-9,SURF.COND.,20,487.0,26,488.0,0.00,253,9999-12-31,2013-05-08
2/4-9,SURF.COND.,13 3/8,1219.0,17 1/2,1219.0,0.00,253,9999-12-31,2013-05-08
2/4-9,INTERM.,9 5/8,2438.0,12 1/4,2438.0,0.00,253,9999-12-31,2013-05-08
2/4-9,LINER,7,3752.0,8 1/2,3752.0,0.00,253,9999-12-31,2013-05-08
2/5-1,CONDUCTOR,30,127.0,36,128.0,0.00,178,9999-12-31,2013-05-08
2/5-1,SURF.COND.,20,378.0,26,378.0,0.00,178,9999-12-31,2013-05-08
2/5-1,INTERM.,13 3/8,1591.0,17 1/2,1601.0,0.00,178,9999-12-31,2013-05-08
2/5-1,INTERM.,9 5/8,3045.0,12 1/4,3055.0,0.00,178,9999-12-31,2013-05-08
2/5-1,PROD.,7,3327.0,8 1/2,3973.0,0.00,178,9999-12-31,2013-05-08
2/5-10,CONDUCTOR,30,185.0,36,185.0,0.00,2044,9999-12-31,2013-05-08
2/5-10,INTERM.,20,509.0,26,510.0,0.00,2044,9999-12-31,2013-05-08
2/5-10,INTERM.,13 3/8,2254.0,17 1/2,2255.0,0.00,2044,9999-12-31,2013-05-08
2/5-10,INTERM.,9 5/8,4217.0,12 1/4,4219.0,0.00,2044,9999-12-31,2013-05-08
2/5-10,OPEN HOLE,NULL,4701.0,8 3/8,4701.0,0.00,2044,9999-12-31,2013-05-08
2/5-10 A,INTERM.,9 5/8,4217.0,12 1/4,4217.0,0.00,2194,9999-12-31,2013-05-08
2/5-10 A,OPEN HOLE,NULL,4715.0,8 3/8,4715.0,0.00,2194,9999-12-31,2013-05-08
2/5-11,CONDUCTOR,30,207.0,36,208.0,0.00,3084,9999-12-31,2013-05-08
2/5-11,SURF.COND.,20,770.0,26,772.0,0.00,3084,9999-12-31,2013-05-08
2/5-11,INTERM.,13 3/8,2013.0,17 1/2,2020.0,0.00,3084,9999-12-31,2013-05-08
2/5-11,INTERM.,9 5/8,3220.0,12 1/4,3225.0,0.00,3084,9999-12-31,2013-05-08
2/5-11,LINER,7,3550.0,8 1/2,3550.0,0.00,3084,9999-12-31,2013-05-08
2/5-12,CONDUCTOR,32,170.0,36,170.0,0.00,4433,9999-12-31,2013-05-08
2/5-12,INTERM.,18 5/8,954.0,26,960.0,1.80,4433,9999-12-31,2013-05-08
2/5-12,INTERM.,13 3/8,2381.0,17 1/2,2383.0,1.71,4433,9999-12-31,2013-05-08
2/5-12,PROD.,9 5/8,3720.0,12 1/4,3725.0,2.10,4433,9999-12-31,2013-05-08
2/5-12,OPEN HOLE,NULL,4153.0,8 1/2,4153.0,0.00,4433,9999-12-31,2013-05-08
2/5-13,CONDUCTOR,30,219.0,36,224.0,1.10,5948,9999-12-31,2013-05-08
2/5-13,SURF.COND.,20,940.0,26,953.0,1.82,5948,9999-12-31,2013-05-08
2/5-13,INTERM.,14,2989.0,17 1/2,3000.0,1.89,5948,9999-12-31,2013-05-08
2/5-13,INTERM.,9 7/8,4210.0,12 174,4211.0,2.15,5948,9999-12-31,2013-05-08
2/5-13,OPEN HOLE,NULL,4675.0,8 1/2,4675.0,0.00,5948,9999-12-31,2013-05-08
2/5-14 S,CONDUCTOR,30,184.0,36,189.0,0.00,5958,9999-12-31,2013-05-08
2/5-14 S,SURF.COND.,20,571.0,26,579.0,1.45,5958,9999-12-31,2013-05-08
2/5-14 S,INTERM.,13 3/8,1551.0,17 1/2,1560.0,2.00,5958,9999-12-31,2013-05-08
2/5-14 S,INTERM.,9 5/8,3391.0,12 1/4,3398.0,1.65,5958,9999-12-31,2013-05-08
2/5-14 S,OPEN HOLE,NULL,3845.0,8 1/2,3845.0,0.00,5958,9999-12-31,2013-05-08
2/5-2,CONDUCTOR,30,134.0,36,137.0,0.00,188,9999-12-31,2013-05-08
2/5-2,INTERM.,20,400.0,26,400.0,0.00,188,9999-12-31,2013-05-08
2/5-2,INTERM.,13 3/8,1598.0,17 1/2,1600.0,0.00,188,9999-12-31,2013-05-08
2/5-2,INTERM.,9 5/8,3104.0,12 1/4,3109.0,0.00,188,9999-12-31,2013-05-08
2/5-2,PROD.,7,3595.0,8 1/2,3598.0,0.00,188,9999-12-31,2013-05-08
2/5-3,CONDUCTOR,30,143.0,36,143.0,0.00,258,9999-12-31,2013-05-08
2/5-3,INTERM.,20,375.0,26,392.0,0.00,258,9999-12-31,2013-05-08
2/5-3,INTERM.,13 3/8,1588.0,17 1/2,1588.0,0.00,258,9999-12-31,2013-05-08
2/5-3,INTERM.,9 5/8,3031.0,12 1/4,3044.0,0.00,258,9999-12-31,2013-05-08
2/5-3,LINER,7,3717.0,8 1/2,3731.0,0.00,258,9999-12-31,2013-05-08
2/5-4,CONDUCTOR,30,45.0,36,46.0,0.00,259,9999-12-31,2013-05-08
2/5-4,INTERM.,20,365.0,26,366.0,0.00,259,9999-12-31,2013-05-08
2/5-4,INTERM.,13 3/8,1829.0,17 1/2,1830.0,0.00,259,9999-12-31,2013-05-08
2/5-4,INTERM.,9 5/8,3352.0,12 1/4,3489.0,0.00,259,9999-12-31,2013-05-08
2/5-5,CONDUCTOR,30,151.0,36,151.0,0.00,260,9999-12-31,2013-05-08
2/5-5,SURF.COND.,20,374.0,26,389.0,0.00,260,9999-12-31,2013-05-08
2/5-5,INTERM.,13 3/8,1586.0,17 1/2,1601.0,0.00,260,9999-12-31,2013-05-08
2/5-5,INTERM.,9 5/8,3061.0,12 1/4,3080.0,0.00,260,9999-12-31,2013-05-08
2/5-5,LINER,7,3461.0,8 1/2,3456.0,0.00,260,9999-12-31,2013-05-08
2/5-6,CONDUCTOR,30,167.0,36,168.0,0.00,261,9999-12-31,2013-05-08
2/5-6,SURF.COND.,20,540.0,26,541.0,0.00,261,9999-12-31,2013-05-08
2/5-6,INTERM.,13 3/8,1847.0,17 1/2,1850.0,0.00,261,9999-12-31,2013-05-08
2/5-6,INTERM.,9 5/8,3540.0,12 1/4,3542.0,0.00,261,9999-12-31,2013-05-08
2/5-6,LINER,7,3967.0,8 1/2,3967.0,0.00,261,9999-12-31,2013-05-08
2/5-7,CONDUCTOR,30,156.0,36,156.3,0.00,25,9999-12-31,2013-05-08
2/5-7,SURF.COND.,20,851.5,26,864.0,1.90,25,9999-12-31,2013-05-08
2/5-7,INTERM.,13 3/8,2244.0,17 1/2,2272.0,1.89,25,9999-12-31,2013-05-08
2/5-7,INTERM.,9 5/8,3988.0,12 1/4,4007.0,0.00,25,9999-12-31,2013-05-08
2/5-7,LINER,7,3993.0,8 1/2,4007.0,2.15,25,9999-12-31,2013-05-08
2/5-7,OPEN HOLE,NULL,4531.0,5 3/4,4531.0,0.00,25,9999-12-31,2013-05-08
2/5-8,SURF.COND.,20,360.0,26,373.0,1.50,1308,9999-12-31,2013-05-08
2/5-8,SURF.COND.,20,359.0,26,373.0,1.50,1308,9999-12-31,2013-05-08
2/5-8,CONDUCTOR,30,139.0,36,166.0,0.00,1308,9999-12-31,2013-05-08
2/5-8,INTERM.,13 3/8,1582.0,17 1/2,1598.0,1.93,1308,9999-12-31,2013-05-08
2/5-8,INTERM.,9 5/8,3006.0,12 1/4,3017.0,1.92,1308,9999-12-31,2013-05-08
2/5-9,CONDUCTOR,30,187.0,36,190.0,0.00,1834,9999-12-31,2013-05-08
2/5-9,INTERM.,20,950.0,26,960.0,1.75,1834,9999-12-31,2013-05-08
2/5-9,INTERM.,13 3/8,2872.0,17 1/2,2880.0,2.02,1834,9999-12-31,2013-05-08
2/5-9,INTERM.,9 5/8,4515.0,12 1/4,4525.0,2.23,1834,9999-12-31,2013-05-08
2/5-9,OPEN HOLE,NULL,5460.0,8 1/2,5460.0,0.00,1834,9999-12-31,2013-05-08
2/6-1,CONDUCTOR,30,125.0,36,127.0,0.00,160,9999-12-31,2013-05-08
2/6-1,SURF.COND.,13 3/8,587.0,17 1/2,600.0,0.00,160,9999-12-31,2013-05-08
2/6-1,INTERM.,9 5/8,2100.0,12 1/4,2107.0,0.00,160,9999-12-31,2013-05-08
2/6-1,OPEN HOLE,NULL,3336.0,8 1/2,3336.0,0.00,160,9999-12-31,2013-05-08
2/6-2,CONDUCTOR,30,130.0,36,133.0,0.00,224,9999-12-31,2013-05-08
2/6-2,SURF.COND.,20,680.0,26,695.0,1.56,224,9999-12-31,2013-05-08
2/6-2,INTERM.,13 3/8,2449.0,17 1/2,2461.0,1.71,224,9999-12-31,2013-05-08
2/6-2,INTERM.,9 5/8,3820.0,12 1/4,3831.0,1.98,224,9999-12-31,2013-05-08
2/6-2,LINER,7,4325.0,8 1/2,4332.0,2.18,224,9999-12-31,2013-05-08
2/6-2,OPEN HOLE,NULL,4735.0,5 7/8,4735.0,0.00,224,9999-12-31,2013-05-08
2/6-3,CONDUCTOR,30,155.0,36,0.0,0.00,64,9999-12-31,2013-05-08
2/6-3,SURF.COND.,20,793.0,26,803.0,1.75,64,9999-12-31,2013-05-08
2/6-3,INTERM.,13 3/8,2494.0,17 1/2,2504.0,1.70,64,9999-12-31,2013-05-08
2/6-3,INTERM.,9 5/8,3435.0,12 1/4,3449.0,1.95,64,9999-12-31,2013-05-08
2/6-3,LINER,7,3910.0,8 1/2,4060.0,0.00,64,9999-12-31,2013-05-08
2/6-4 S,CONDUCTOR,30,137.0,36,140.0,0.00,1527,9999-12-31,2013-05-08
2/6-4 S,INTERM.,20,1002.0,26,1007.0,1.75,1527,9999-12-31,2013-05-08
2/6-4 S,INTERM.,13 3/8,2267.0,17 1/2,2270.0,1.92,1527,9999-12-31,2013-05-08
2/6-4 S,INTERM.,9 5/8,3331.0,12 1/4,3331.0,1.96,1527,9999-12-31,2013-05-08
2/6-5,CONDUCTOR,30,170.0,36,170.0,0.00,2885,9999-12-31,2013-05-08
2/6-5,SURF.COND.,13 3/8,802.0,17 1/2,805.0,1.82,2885,9999-12-31,2013-05-08
2/6-5,INTERM.,9 5/8,2494.0,12 1/4,2496.0,1.78,2885,9999-12-31,2013-05-08
2/6-5,LINER,7,3260.0,8 1/2,3260.0,0.00,2885,9999-12-31,2013-05-08
2/7-12,CONDUCTOR,30,175.0,36,175.0,0.00,271,9999-12-31,2013-05-08
2/7-12,SURF.COND.,20,335.0,26,341.0,1.63,271,9999-12-31,2013-05-08
2/7-12,INTERM.,13 3/8,1402.0,17 1/2,1412.0,1.66,271,9999-12-31,2013-05-08
2/7-12,OPEN HOLE,NULL,1832.0,12 1/4,1832.0,0.00,271,9999-12-31,2013-05-08
2/7-13,CONDUCTOR,30,176.0,36,178.0,0.00,272,9999-12-31,2013-05-08
2/7-13,SURF.COND.,20,346.0,26,361.0,1.29,272,9999-12-31,2013-05-08
2/7-13,INTERM.,13 3/8,1502.0,17 1/2,1515.0,1.54,272,9999-12-31,2013-05-08
2/7-13,INTERM.,9 5/8,2690.0,12,2722.0,1.72,272,9999-12-31,2013-05-08
2/7-13,LINER,7,3382.0,8 1/2,3388.0,0.00,272,9999-12-31,2013-05-08
2/7-14,CONDUCTOR,30,123.0,36,126.0,0.00,116,9999-12-31,2013-05-08
2/7-14,SURF.COND.,20,340.0,26,354.0,1.42,116,9999-12-31,2013-05-08
2/7-14,INTERM.,13 3/8,1501.0,17 1/2,1516.0,2.08,116,9999-12-31,2013-05-08
2/7-14,INTERM.,9 5/8,3043.0,12 1/4,3053.0,1.66,116,9999-12-31,2013-05-08
2/7-14,LINER,7,3345.0,8 1/2,3365.0,0.00,116,9999-12-31,2013-05-08
2/7-15,CONDUCTOR,30,128.0,36,128.0,0.00,225,9999-12-31,2013-05-08
2/7-15,SURF.COND.,20,464.0,26,478.0,1.14,225,9999-12-31,2013-05-08
2/7-15,INTERM.,13 3/8,1342.0,17 1/2,1362.0,1.92,225,9999-12-31,2013-05-08
2/7-15,INTERM.,9 5/8,3150.0,12 1/4,3160.0,1.98,225,9999-12-31,2013-05-08
2/7-15,LINER,7,3664.0,8 1/2,3674.0,2.19,225,9999-12-31,2013-05-08
2/7-15,OPEN HOLE,NULL,4398.0,5 7/8,4398.0,0.00,225,9999-12-31,2013-05-08
2/7-16,CONDUCTOR,30,139.0,36,140.0,0.00,232,9999-12-31,2013-05-08
2/7-16,SURF.COND.,20,587.0,26,605.0,1.53,232,9999-12-31,2013-05-08
2/7-16,INTERM.,13 3/8,1497.0,17 1/2,1513.0,2.04,232,9999-12-31,2013-05-08
2/7-16,INTERM.,9 5/8,3769.0,12 1/4,3788.0,2.09,232,9999-12-31,2013-05-08
2/7-16,LINER,7,4818.0,8 1/2,4818.0,0.00,232,9999-12-31,2013-05-08
2/7-17,CONDUCTOR,30,131.0,36,131.0,0.00,200,9999-12-31,2013-05-08
2/7-17,SURF.COND.,20,556.0,26,570.0,1.38,200,9999-12-31,2013-05-08
2/7-17,INTERM.,13 3/8,1561.0,17 1/2,1575.0,0.00,200,9999-12-31,2013-05-08
2/7-18,CONDUCTOR,30,130.0,36,130.0,0.00,206,9999-12-31,2013-05-08
2/7-18,SURF.COND.,20,558.0,26,572.0,0.00,206,9999-12-31,2013-05-08
2/7-18,OPEN HOLE,NULL,575.0,17 1/2,575.0,0.00,206,9999-12-31,2013-05-08
2/7-19,CONDUCTOR,30,153.9,36,154.5,0.00,1367,9999-12-31,2013-05-08
2/7-19,SURF.COND.,20,585.5,26,593.4,1.40,1367,9999-12-31,2013-05-08
2/7-19,INTERM.,13 3/8,1585.9,17 1/2,1600.2,1.87,1367,9999-12-31,2013-05-08
2/7-19,INTERM.,9 5/8,3780.4,12 1/4,3799.9,2.02,1367,9999-12-31,2013-05-08
2/7-19,LINER,7,4872.2,8 1/2,4876.8,0.00,1367,9999-12-31,2013-05-08
2/7-2,SURF.COND.,30,129.0,36,129.0,0.00,187,9999-12-31,2013-05-08
2/7-2,INTERM.,20,587.0,26,595.0,0.00,187,9999-12-31,2013-05-08
2/7-2,INTERM.,13 3/8,1589.0,17 1/2,1604.0,0.00,187,9999-12-31,2013-05-08
2/7-2,INTERM.,9 5/8,3189.0,12 1/4,3207.0,0.00,187,9999-12-31,2013-05-08
2/7-2,OPEN HOLE,NULL,3965.0,8 172,3965.0,0.00,187,9999-12-31,2013-05-08
