wlbWellboreName,wlbNpdidWellbore,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbDrillingFacility,wlbEntryDate,wlbCompletionDate,wlbDrillPermit,wlbTotalDepth,wlbWaterDepth,wlbMainArea,wlbEntryYear,wlbCompletionYear,wlbSeismicLocation,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbDateUpdated,wlbDateUpdatedMax,dateSyncNPD
6507/5-U-1,6318,6507/5-U-1,BP Norge AS,212,BORGLAND DOLPHIN,2010-01-06,2010-01-08,503-G,1130.0,323.0,NORWEGIAN SEA,2010,2010,NULL,ED50,65,44,16.79,N,7,39,7.16,E,65.7380,7.6520,7291553.94,438191.99,32,6507,5,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/5-U-2,6309,6507/5-U-2,BP Norge AS,212,BORGLAND DOLPHIN,2010-01-09,2010-01-11,501-G,1130.0,325.0,NORWEGIAN SEA,2010,2010,NULL,ED50,65,44,19.85,N,7,39,20.12,E,65.7388,7.6556,7291645.13,438359.06,32,6507,5,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/5-U-3,6444,6507/5-U-3,BP Norge AS,212,BORGLAND DOLPHIN,2010-08-26,2010-08-28,523-G,1228.0,376.0,NORWEGIAN SEA,2010,2010,NULL,ED50,65,42,14.16,N,7,35,20.12,E,65.7039,7.5889,7287821.28,435215.44,32,6507,5,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-1,996,6507/7-U-1,Norske Conoco A/S,NULL,BUCENTAUR,1985-07-16,1985-07-18,6-G1,373.0,339.0,NORWEGIAN SEA,1985,1985,NULL,ED50,65,20,55.11,N,7,19,0.15,E,65.3486,7.3167,7248538.95,421661.00,32,6507,7,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-2,997,6507/7-U-2,Norske Conoco A/S,NULL,BUCENTAUR,1985-07-14,1985-07-15,7-G1,358.0,340.0,NORWEGIAN SEA,1985,1985,NULL,ED50,65,18,15.14,N,7,18,21.24,E,65.3042,7.3059,7243601.07,421025.01,32,6507,7,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-3,976,6507/7-U-3,Norske Conoco A/S,NULL,NULL,1986-04-06,1986-04-08,23-G,433.0,331.0,NORWEGIAN SEA,1986,1986,NULL,ED50,65,21,29.94,N,7,17,31.31,E,65.3583,7.2920,7249647.89,420541.95,32,6507,7,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-4,1111,6507/7-U-4,Norske Conoco A/S,NULL,BUCENTAUR,1987-06-13,1987-06-17,77-G,422.5,345.0,NORWEGIAN SEA,1987,1987,NULL,ED50,65,19,32.58,N,7,19,4.73,E,65.3257,7.3180,7245982.90,421652.02,32,6507,7,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-5,1112,6507/7-U-5,Norske Conoco A/S,NULL,BUCENTAUR,1987-06-18,1987-06-23,78-G,448.5,345.0,NORWEGIAN SEA,1987,1987,NULL,ED50,65,19,34.5,N,7,19,5.46,E,65.3263,7.3182,7246042.08,421663.05,32,6507,7,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-6,1113,6507/7-U-6,Norske Conoco A/S,NULL,BUCENTAUR,1987-06-24,1987-06-25,79-G,375.5,345.0,NORWEGIAN SEA,1987,1987,NULL,ED50,65,19,32.79,N,7,18,57.37,E,65.3258,7.3159,7245991.95,421556.98,32,6507,7,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-7,1114,6507/7-U-7,Norske Conoco A/S,NULL,BUCENTAUR,1987-06-25,1987-06-26,80-G,374.7,345.0,NORWEGIAN SEA,1987,1987,NULL,ED50,65,19,32.8,N,7,19,12.52,E,65.3258,7.3201,7245987.03,421752.98,32,6507,7,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-8,1845,6507/7-U-8,Norske Conoco A/S,NULL,BUCENTAUR,1991-09-07,1991-09-08,268-G,375.8,339.0,NORWEGIAN SEA,1991,1991,NULL,ED50,65,18,45.77,N,7,15,45.36,E,65.3127,7.2626,7244604.03,419032.99,32,6507,7,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/7-U-9,1847,6507/7-U-9,Norske Conoco A/S,NULL,BUCENTAUR,1991-09-09,1991-09-10,269-G,361.5,330.0,NORWEGIAN SEA,1991,1991,NULL,ED50,65,16,46.79,N,7,18,45.97,E,65.2797,7.3128,7240857.90,421272.01,32,6507,7,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/8-U-1,6578,6507/8-U-1,Nexen Exploration Norge AS,434,SONGA DELTA,9999-12-31,9999-12-31,532-G,587.0,329.0,NORWEGIAN SEA,0,0,ST08M07 Inline: 10376 Xline: 10706,ED50,65,16,52.21,N,7,25,29.88,E,65.2812,7.4250,7240890.27,426510.55,32,6507,8,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/11-U-1,1825,6507/11-U-1,Saga Petroleum ASA,NULL,NULL,9999-12-31,9999-12-31,261-G,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,65,0,13.34,N,7,33,6.6,E,65.0037,7.5518,7209829.97,431719.94,32,6507,11,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6507/11-U-2,1826,6507/11-U-2,Saga Petroleum ASA,NULL,NULL,9999-12-31,9999-12-31,262-G,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,65,0,39.5,N,7,33,5.95,E,65.0110,7.5517,7210639.89,431729.99,32,6507,11,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6508/1-U-2,6552,6508/1-U-2,Det norske oljeselskap ASA,482,AKER BARENTS,2011-08-18,2011-08-20,531-G,1305.0,393.0,NORWEGIAN SEA,2011,2011,x-line 2502. Inline 4866. EN0804,ED50,65,55,49.87,N,8,1,53.14,E,65.9305,8.0314,7312690.83,455919.41,32,6508,1,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/6-U-1,2535,6510/6-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G7,0.0,349.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,32.6,N,10,59,20,E,65.6424,10.9889,7281681.51,591523.64,32,6510,6,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/6-U-2,2536,6510/6-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G8,0.0,382.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,39.2,N,10,57,32.7,E,65.6442,10.9591,7281842.72,590146.05,32,6510,6,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/6-U-3,2537,6510/6-U-3,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G9,0.0,387.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,38.1,N,10,56,32.7,E,65.6439,10.9424,7281784.89,589380.39,32,6510,6,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/6-U-4,2538,6510/6-U-4,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GJ,0.0,383.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,40.1,N,10,54,53.8,E,65.6445,10.9149,7281808.02,588114.68,32,6510,6,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/10-U-1,2543,6510/10-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GN,0.0,208.0,NORWEGIAN SEA,1982,1982,NULL,ED50,65,11,16,N,10,19,15,E,65.1878,10.3208,7230210.65,561848.12,32,6510,10,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/10-U-2,2540,6510/10-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GL,0.0,0.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,5,57.5,N,10,17,32.8,E,65.0993,10.2924,7220324.05,560720.79,32,6510,10,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/10-U-3,2539,6510/10-U-3,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GK,0.0,0.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,5,57.8,N,10,17,34.1,E,65.0994,10.2928,7220333.69,560737.56,32,6510,10,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/10-U-4,2541,6510/10-U-4,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GM,0.0,258.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,5,59.4,N,10,13,6.6,E,65.0998,10.2185,7220313.82,557245.99,32,6510,10,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/10-U-5,2544,6510/10-U-5,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-GO,0.0,255.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,6,13.1,N,10,9,43.6,E,65.1036,10.1621,7220687.99,554589.24,32,6510,10,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/11-U-1,2533,6510/11-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G5,0.0,241.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,5,57.3,N,10,31,38.9,E,65.0993,10.5275,7220564.34,571761.30,32,6510,11,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6510/11-U-2,2532,6510/11-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G4,0.0,249.0,NORWEGIAN SEA,1982,1982,B82 103,ED50,65,5,59.9,N,10,32,8,E,65.1000,10.5356,7220654.03,572139.04,32,6510,11,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6511/2-U-1,2529,6511/2-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G2,0.0,173.2,NORWEGIAN SEA,1982,1982,NULL,ED50,65,59,16,N,11,23,41.6,E,65.9878,11.3949,7320809.24,608732.20,32,6511,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6511/4-U-1,2531,6511/4-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G3,0.0,298.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,30.1,N,11,2,49.3,E,65.6417,11.0470,7281689.99,594200.82,32,6511,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6511/4-U-2,2534,6511/4-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1982-05-15,1982-06-15,1-G6,0.0,305.0,NORWEGIAN SEA,1982,1982,B82 109,ED50,65,38,25.5,N,11,1,18.4,E,65.6404,11.0218,7281510.03,593043.75,32,6511,4,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6602/3-U-1,1119,6602/3-U-1,NATIONAL SCIENCE FOUNDATION,NULL,NULL,9999-12-31,9999-12-31,5-G1,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6602,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6603/12-U-1,5986,6603/12-U-1,A/S Norske Shell,326,LEIV EIRIKSSON,2009-03-23,2009-03-24,460-G,0.0,1371.0,NORWEGIAN SEA,2009,2009,SH0402. Line 1849. Trace 2988,ED50,66,8,50.73,N,3,56,26.7,E,66.1474,3.9408,7336847.54,542451.68,31,6603,12,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6606/3-U-1,3402,6606/3-U-1,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,347-G,954.0,106.0,NORWEGIAN SEA,0,0,NULL,ED50,66,45,33.84,N,6,55,53.25,E,66.7594,6.9315,7406259.31,408924.96,32,6606,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6607/1-U-1,5357,6607/1-U-1,Eni Norge AS,329,FUGRO EXPLORER,9999-12-31,9999-12-31,381-G5,0.0,0.0,NORWEGIAN SEA,0,0,3D VGUH0201 LINJE 5272 TRASE 2008,NULL,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6607,1,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6607/2-U-1,5354,6607/2-U-1,Eni Norge AS,329,FUGRO EXPLORER,9999-12-31,9999-12-31,381-G1,0.0,0.0,NORWEGIAN SEA,0,0,3D VGUH0201 LINJE 5534 TRASE 2250,NULL,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6607,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6607/2-U-2,5355,6607/2-U-2,Eni Norge AS,329,FUGRO EXPLORER,9999-12-31,9999-12-31,381-G2,0.0,0.0,NORWEGIAN SEA,0,0,3D VGUH0201 LINJE 5200 TRASE 2474,NULL,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6607,2,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6607/2-U-3,5356,6607/2-U-3,Eni Norge AS,329,FUGRO EXPLORER,9999-12-31,9999-12-31,381-G3,0.0,0.0,NORWEGIAN SEA,0,0,3D VGUH0201 LINJE 5084 TRASE 2180,NULL,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6607,2,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6607/2-U-4,5358,6607/2-U-4,Eni Norge AS,329,FUGRO EXPLORER,9999-12-31,9999-12-31,381-G4,0.0,0.0,NORWEGIAN SEA,0,0,3D VGUH0201 LINJE 5290 TRASE 2250,NULL,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6607,2,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6611/9-U-1,2020,6611/9-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,297-G,0.0,352.0,NORWEGIAN SEA,0,0,NULL,ED50,66,20,24.89,N,11,48,46.59,E,66.3402,11.8129,7360855.37,625938.69,32,6611,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6611/9-U-2,2021,6611/9-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,298-G,0.0,355.0,NORWEGIAN SEA,0,0,NULL,ED50,66,20,49.85,N,11,47,32.97,E,66.3472,11.7925,7361586.59,624989.11,32,6611,9,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6701/1-U-1,1117,6701/1-U-1,NATIONAL SCIENCE FOUNDATION,NULL,NULL,9999-12-31,9999-12-31,3-G1,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6701,1,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6702/9-U-1,1115,6702/9-U-1,NATIONAL SCIENCE FOUNDATION,NULL,NULL,9999-12-31,9999-12-31,1-G1,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6702,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6702/9-U-2,1116,6702/9-U-2,NATIONAL SCIENCE FOUNDATION,NULL,NULL,9999-12-31,9999-12-31,2-G1,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6702,9,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6702/9-U-3,1118,6702/9-U-3,NATIONAL SCIENCE FOUNDATION,NULL,NULL,9999-12-31,9999-12-31,4-G1,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,6702,9,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6704/3-U-1,5754,6704/3-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-20,1974-08-22,421-G,1473.5,1303.0,NORWEGIAN SEA,1974,1974,NULL,ED50,67,57,0,N,4,56,0,E,67.9500,4.9333,7538752.02,580990.13,31,6704,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6704/12-U-1,3305,6704/12-U-1,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,344-G,1511.2,160.2,NORWEGIAN SEA,0,0,NULL,ED50,67,1,35.2,N,4,57,25.6,E,67.0264,4.9571,7435859.26,585234.96,31,6704,12,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6705/2-U-1,1120,6705/2-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-13,1974-08-16,0-G1,1734.0,1297.0,NORWEGIAN SEA,1974,1974,NULL,ED50,67,47,6.6,N,5,23,15.6,E,67.7852,5.3877,7521050.68,600725.05,31,6705,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6706/7-U-1,1123,6706/7-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-18,1974-08-20,0-G3,1895.0,1439.0,NORWEGIAN SEA,1974,1974,NULL,ED50,67,20,6,N,6,6,38.4,E,67.3350,6.1107,7471809.06,375784.38,32,6706,7,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6706/10-U-1,1121,6706/10-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-16,1974-08-17,0-G4,1370.0,1262.0,NORWEGIAN SEA,1974,1974,NULL,ED50,67,12,39,N,6,17,3,E,67.2108,6.2842,7457640.33,382634.10,32,6706,10,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6706/10-U-2,1122,6706/10-U-2,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-17,1974-08-18,0-G5,1322.0,1217.0,NORWEGIAN SEA,1974,1974,NULL,ED50,67,12,28.2,N,6,18,22.8,E,67.2078,6.3063,7457264.43,383577.05,32,6706,10,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6707/4-U-1,2345,6707/4-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,306-G,0.0,1446.0,NORWEGIAN SEA,0,0,NULL,ED50,67,42,20.95,N,7,15,0,E,67.7058,7.2500,7511307.60,425918.14,32,6707,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6707/7-U-1,2346,6707/7-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,307-G,0.0,0.0,NORWEGIAN SEA,0,0,NULL,ED50,67,24,47.28,N,7,15,12.17,E,67.4131,7.2534,7478682.64,425141.81,32,6707,7,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6707/8-U-1,2349,6707/8-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,311-G,0.0,1480.0,NORWEGIAN SEA,0,0,NULL,ED50,67,15,19.33,N,7,34,18.6,E,67.2554,7.5718,7460748.66,438383.58,32,6707,8,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6707/9-U-1,2181,6707/9-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,9999-12-31,9999-12-31,312-G,0.0,1474.0,NORWEGIAN SEA,0,0,NULL,ED50,67,17,44.8,N,7,41,25.25,E,67.2958,7.6903,7465140.14,443591.03,32,6707,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6710/3-U-1,1803,6710/3-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-06-10,1991-07-07,256-G,437.3,241.0,NORWEGIAN SEA,1991,1991,IKU-TB2187-90   SP. 2899,ED50,67,48,16.4,N,10,57,25.3,E,67.8046,10.9570,7522573.75,582495.55,32,6710,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6710/3-U-2,1804,6710/3-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-06-10,1991-07-07,257-G,394.4,193.0,NORWEGIAN SEA,1991,1991,IKU-11-90  SP. 637,ED50,67,53,34.7,N,10,48,6.4,E,67.8930,10.8018,7532229.44,575665.71,32,6710,3,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6710/3-U-3,1806,6710/3-U-3,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-07-05,1991-07-06,259-G,368.0,191.0,NORWEGIAN SEA,1991,1991,IKU-08-90   SP  1997,ED50,67,51,8,N,10,59,57.6,E,67.8522,10.9993,7527943.00,584106.63,32,6710,3,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6711/4-U-1,1805,6711/4-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-06-10,1991-07-07,258-G,406.1,232.0,NORWEGIAN SEA,1991,1991,IKU-06-90  SP. 1580,ED50,67,44,12.2,N,11,6,34.3,E,67.7367,11.1095,7515225.70,589179.70,32,6711,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6805/6-U-1,1125,6805/6-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-08-22,1974-08-24,0-G6,0.0,3131.0,NORWEGIAN SEA,1974,1974,NULL,ED50,68,42,54.6,N,5,45,43.8,E,68.7152,5.7622,7625315.48,611872.62,31,6805,6,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6814/4-U-1,1800,6814/4-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-06-10,1991-07-07,254-G,422.4,241.0,NORWEGIAN SEA,1991,1991,IKU-L04087-90  SP. 170,ED50,68,39,10.9,N,14,11,8.9,E,68.6530,14.1858,7616092.24,466923.37,33,6814,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6814/4-U-2,1802,6814/4-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1991-06-10,1991-07-07,255-G,427.1,233.0,NORWEGIAN SEA,1991,1991,IKU-L04087-90  SP 265,ED50,68,39,45.8,N,14,9,47.1,E,68.6627,14.1631,7617185.52,466015.04,33,6814,4,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6901/3-U-1,5761,6901/3-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-09-01,1974-09-05,423-G,3997.0,3195.0,NORWEGIAN SEA,1974,1974,NULL,ED50,69,50,0.2,N,1,14,0.3,E,69.8334,1.2334,7748482.64,432033.93,31,6901,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6908/1-U-1,5762,6908/1-U-1,ExxonMobil Exploration & Production Norway AS,NULL,GLOMAR CHALLENGE,1974-09-06,1974-09-07,424-G1,919.0,732.0,NORWEGIAN SEA,1974,1974,NULL,ED50,69,53,0.35,N,8,41,0.1,E,69.8834,8.6834,7753111.22,487845.43,32,6908,1,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6908/1-U-2,5763,6908/1-U-2,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-09-07,1974-09-08,424-G2,935.0,745.0,NORWEGIAN SEA,1974,1974,NULL,ED50,69,52,0.3,N,8,41,0.8,E,69.8668,8.6836,7751250.97,487843.24,32,6908,1,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
6908/12-U-1,5764,6908/12-U-1,NATIONAL SCIENCE FOUNDATION,NULL,GLOMAR CHALLENGE,1974-09-13,1974-09-14,425-G,1234.0,915.0,NORWEGIAN SEA,1974,1974,NULL,ED50,69,12,0.41,N,8,5,0.8,E,69.2001,8.0836,7677149.85,463680.22,32,6908,12,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7016/2-U-1,6992,7016/2-U-1,Eni Norge AS,529,SCARABEO 8,9999-12-31,9999-12-31,672-G,0.0,1369.0,BARENTS SEA,0,0,MC3D Troms III. Inline: Sitesurvey line 105,ED50,70,50,48.79,N,16,33,28.64,E,70.8469,16.5580,7861264.09,557046.91,33,7016,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7018/4-U-2,1601,7018/4-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1990-06-23,1990-07-25,233-G,360.0,223.0,BARENTS SEA,1990,1990,NULL,ED50,70,30,36.36,N,18,13,0.71,E,70.5101,18.2169,7825341.95,396391.26,34,7018,4,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7018/5-U-1,1591,7018/5-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1990-06-23,1990-07-25,226-G,481.0,207.0,BARENTS SEA,1990,1990,NULL,ED50,70,30,18.18,N,18,22,28.22,E,70.5051,18.3745,7824518.02,402232.22,34,7018,5,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7018/5-U-2,1592,7018/5-U-2,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1990-06-23,1990-07-25,227-G,523.0,225.0,BARENTS SEA,1990,1990,NULL,ED50,70,30,56.83,N,18,23,53.86,E,70.5158,18.3983,7825676.35,403168.84,34,7018,5,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7018/5-U-6,1602,7018/5-U-6,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1990-06-23,1990-07-25,234-G,476.0,230.0,BARENTS SEA,1990,1990,NULL,ED50,70,31,46.48,N,18,24,23.12,E,70.5296,18.4064,7827200.37,403536.82,34,7018,5,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7018/7-U-1,1590,7018/7-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1990-06-23,1990-07-25,225-G,429.0,189.0,BARENTS SEA,1990,1990,NULL,ED50,70,29,28.25,N,18,19,59.29,E,70.4912,18.3331,7823039.56,400624.71,34,7018,7,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
7029/3-U-1,1328,7029/3-U-1,IKU PETROLEUMSFORSKNING SINTEF GRUPPEN,NULL,NULL,1988-08-19,1988-08-23,177-G,530.0,366.0,BARENTS SEA,1988,1988,NULL,ED50,70,54,10.17,N,29,54,15.07,E,70.9028,29.9042,7869310.11,606017.00,35,7029,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
