wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
30/3-10 S,GEOCHEMICAL INFORMATION,6045_02_30_3_10S_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/6045_02_30_3_10S_gch_results_1.txt,txt,83,6045,9999-12-31,2013-05-08
30/3-2,OLD NPD WDSS,203_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/203_01_WDSS_General_Information.pdf,pdf,108,203,9999-12-31,2013-05-08
30/3-2,OLD NPD WDSS,203_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/203_02_WDSS_completion_log.pdf,pdf,91,203,9999-12-31,2013-05-08
30/3-2,REPORTED BY LICENSEE,203_01_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/203_01_Completion_Report_and_Completion_log.pdf,pdf,30599,203,9999-12-31,2013-05-08
30/3-2 R,GEOCHEMICAL INFORMATION,508_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/508_1.pdf,pdf,331,508,9999-12-31,2013-05-08
30/3-2 R,GEOCHEMICAL INFORMATION,508_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/508_2.pdf,pdf,910,508,9999-12-31,2013-05-08
30/3-2 R,GEOCHEMICAL INFORMATION,508_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/508_3.pdf,pdf,3188,508,9999-12-31,2013-05-08
30/3-2 R,GEOCHEMICAL INFORMATION,508_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/508_4.pdf,pdf,242,508,9999-12-31,2013-05-08
30/3-2 R,GEOCHEMICAL INFORMATION,508_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/508_5.pdf,pdf,5486,508,9999-12-31,2013-05-08
30/3-2 R,OLD NPD WDSS,508_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/508_01_WDSS_General_Information.pdf,pdf,116,508,9999-12-31,2013-05-08
30/3-2 R,OLD NPD WDSS,508_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/508_02_WDSS_completion_log.pdf,pdf,274,508,9999-12-31,2013-05-08
30/3-3,OLD NPD WDSS,10_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/10_01_WDSS_General_Information.pdf,pdf,169,10,9999-12-31,2013-05-08
30/3-3,OLD NPD WDSS,10_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/10_02_WDSS_completion_log.pdf,pdf,333,10,9999-12-31,2013-05-08
30/3-4,COMPOSITE LOG,460,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/460.pdf,pdf,544,460,9999-12-31,2013-05-08
30/3-4,GEOCHEMICAL INFORMATION,460_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/460_1.pdf,pdf,4831,460,9999-12-31,2013-05-08
30/3-4,GEOCHEMICAL INFORMATION,460_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/460_2.pdf,pdf,13244,460,9999-12-31,2013-05-08
30/3-4,OLD NPD WDSS,460_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/460_01_WDSS_General_Information.pdf,pdf,288,460,9999-12-31,2013-05-08
30/3-4,OLD NPD WDSS,460_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/460_02_WDSS_completion_log.pdf,pdf,235,460,9999-12-31,2013-05-08
30/3-4,REPORTED BY LICENSEE,460_01_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/460_01_Completion_report.pdf,pdf,14949,460,9999-12-31,2013-05-08
30/3-4,REPORTED BY LICENSEE,460_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/460_02_Completion_log.pdf,pdf,1881,460,9999-12-31,2013-05-08
30/3-5 S,OLD NPD WDSS,1950_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1950_01_WDSS_General_Information.pdf,pdf,421,1950,9999-12-31,2013-05-08
30/3-5 S,OLD NPD WDSS,1950_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1950_02_WDSS_completion_log.pdf,pdf,177,1950,9999-12-31,2013-05-08
30/3-7 A,COMPOSITE LOG,3176,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/3176.pdf,pdf,414,3176,9999-12-31,2013-05-08
30/3-7 B,COMPOSITE LOG,3229,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/3229.pdf,pdf,485,3229,9999-12-31,2013-05-08
30/3-7 B,GEOCHEMICAL INFORMATION,3229_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3229_1.pdf,pdf,566,3229,9999-12-31,2013-05-08
30/3-7 S,COMPOSITE LOG,2632,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/2632.pdf,pdf,446,2632,9999-12-31,2013-05-08
30/3-7 S,GEOCHEMICAL INFORMATION,2632_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2632_1.pdf,pdf,1094,2632,9999-12-31,2013-05-08
30/3-9,COMPOSITE LOG,4053,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4053.pdf,pdf,540,4053,9999-12-31,2013-05-08
30/3-9,GEOCHEMICAL INFORMATION,4053_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4053_1.pdf,pdf,1452,4053,9999-12-31,2013-05-08
30/4-1,COMPOSITE LOG,377,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/377.pdf,pdf,559,377,9999-12-31,2013-05-08
30/4-1,GEOCHEMICAL INFORMATION,377_1_Interim_geochemical_evaluation_of_30_4_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/377_1_Interim_geochemical_evaluation_of_30_4_1.pdf,pdf,4130,377,9999-12-31,2013-05-08
30/4-1,GEOCHEMICAL INFORMATION,377_2_Geochemical_evaluation_of_30_4_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/377_2_Geochemical_evaluation_of_30_4_1.pdf,pdf,3215,377,9999-12-31,2013-05-08
30/4-1,GEOCHEMICAL INFORMATION,377_3_Geochemical_data_report_30_4_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/377_3_Geochemical_data_report_30_4_1.pdf,pdf,2727,377,9999-12-31,2013-05-08
30/4-1,GEOCHEMICAL INFORMATION,377_4_Comparison_of_geochemical_data_from_the_Geochem_and_BP_laboratories,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/377_4_Comparison_of_geochemical_data_from_the_Geochem_and_BP_laboratories.pdf,pdf,224,377,9999-12-31,2013-05-08
30/4-1,OLD NPD WDSS,377_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/377_01_WDSS_General_Information.pdf,pdf,111,377,9999-12-31,2013-05-08
30/4-1,OLD NPD WDSS,377_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/377_02_WDSS_completion_log.pdf,pdf,286,377,9999-12-31,2013-05-08
30/4-1,REPORTED BY LICENSEE,377_1_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/377_1_Completion_Report_and_Completion_log.pdf,pdf,14195,377,9999-12-31,2013-05-08
30/4-2,OLD NPD WDSS,378_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/378_01_WDSS_General_Information.pdf,pdf,140,378,9999-12-31,2013-05-08
30/4-2,OLD NPD WDSS,378_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/378_02_WDSS_completion_log.pdf,pdf,292,378,9999-12-31,2013-05-08
30/5-1,GEOCHEMICAL INFORMATION,379_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/379_1.pdf,pdf,111,379,9999-12-31,2013-05-08
30/5-1,GEOCHEMICAL INFORMATION,379_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/379_2.pdf,pdf,2364,379,9999-12-31,2013-05-08
30/5-1,GEOCHEMICAL INFORMATION,379_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/379_3.pdf,pdf,1179,379,9999-12-31,2013-05-08
30/5-1,OLD NPD WDSS,379_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/379_01_WDSS_General_Information.pdf,pdf,247,379,9999-12-31,2013-05-08
30/5-1,REPORTED BY LICENSEE,379_30_5_1_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/379_30_5_1_Completion_log.pdf,pdf,2027,379,9999-12-31,2013-05-08
30/5-1,REPORTED BY LICENSEE,379_30_5_1_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/379_30_5_1_Completion_report.pdf,pdf,14939,379,9999-12-31,2013-05-08
30/6-1,OLD NPD WDSS,380_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/380_01_WDSS_General_Information.pdf,pdf,111,380,9999-12-31,2013-05-08
30/6-1,OLD NPD WDSS,380_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/380_02_WDSS_completion_log.pdf,pdf,201,380,9999-12-31,2013-05-08
30/6-10,OLD NPD WDSS,92_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/92_01_WDSS_General_Information.pdf,pdf,177,92,9999-12-31,2013-05-08
30/6-10,OLD NPD WDSS,92_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/92_02_WDSS_completion_log.pdf,pdf,201,92,9999-12-31,2013-05-08
30/6-10 A,OLD NPD WDSS,56_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/56_01_WDSS_General_Information.pdf,pdf,177,56,9999-12-31,2013-05-08
30/6-10 A,OLD NPD WDSS,56_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/56_02_WDSS_completion_log.pdf,pdf,173,56,9999-12-31,2013-05-08
30/6-11,OLD NPD WDSS,58_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/58_01_WDSS_General_Information.pdf,pdf,184,58,9999-12-31,2013-05-08
30/6-11,OLD NPD WDSS,58_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/58_02_WDSS_completion_log.pdf,pdf,348,58,9999-12-31,2013-05-08
30/6-12,OLD NPD WDSS,4_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/4_01_WDSS_General_Information.pdf,pdf,136,4,9999-12-31,2013-05-08
30/6-12,OLD NPD WDSS,4_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/4_02_WDSS_completion_log.pdf,pdf,113,4,9999-12-31,2013-05-08
30/6-12,REPORTED BY LICENSEE,4_01_30_6_12_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/4_01_30_6_12_Completion_Report_and_Completion_log.pdf,pdf,3503,4,9999-12-31,2013-05-08
30/6-13,OLD NPD WDSS,7_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/7_01_WDSS_General_Information.pdf,pdf,196,7,9999-12-31,2013-05-08
30/6-13,OLD NPD WDSS,7_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/7_02_WDSS_completion_log.pdf,pdf,291,7,9999-12-31,2013-05-08
30/6-13,REPORTED BY LICENSEE,7_01_30_6_13_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/7_01_30_6_13_Completion_Report_and_Completion_log.pdf,pdf,15338,7,9999-12-31,2013-05-08
30/6-14,OLD NPD WDSS,53_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/53_01_WDSS_General_Information.pdf,pdf,178,53,9999-12-31,2013-05-08
30/6-14,OLD NPD WDSS,53_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/53_02_WDSS_completion_log.pdf,pdf,274,53,9999-12-31,2013-05-08
30/6-15,OLD NPD WDSS,110_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/110_01_WDSS_General_Information.pdf,pdf,268,110,9999-12-31,2013-05-08
30/6-15,OLD NPD WDSS,110_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/110_02_WDSS_completion_log.pdf,pdf,370,110,9999-12-31,2013-05-08
30/6-16,OLD NPD WDSS,333_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/333_01_WDSS_General_Information.pdf,pdf,268,333,9999-12-31,2013-05-08
30/6-16,OLD NPD WDSS,333_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/333_02_WDSS_completion_log.pdf,pdf,252,333,9999-12-31,2013-05-08
30/6-17,REPORTED BY LICENSEE,487_30_6_17_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/487_30_6_17_Completion_log.pdf,pdf,3471,487,9999-12-31,2013-05-08
30/6-17,REPORTED BY LICENSEE,487_30_6_17_Completion_report_II,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/487_30_6_17_Completion_report_II.pdf,pdf,33214,487,9999-12-31,2013-05-08
30/6-17,REPORTED BY LICENSEE,487_30_7_17_Completion_report_I,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/487_30_7_17_Completion_report_I.pdf,pdf,18674,487,9999-12-31,2013-05-08
30/6-17 A,OLD NPD WDSS,894_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/894_01_WDSS_General_Information.pdf,pdf,212,894,9999-12-31,2013-05-08
30/6-17 A,OLD NPD WDSS,894_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/894_02_WDSS_completion_log.pdf,pdf,153,894,9999-12-31,2013-05-08
30/6-17 A,REPORTED BY LICENSEE,894_30_6_17_A_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/894_30_6_17_A_Completion_log.pdf,pdf,1586,894,9999-12-31,2013-05-08
30/6-17 A,REPORTED BY LICENSEE,894_30_6_17_A_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/894_30_6_17_A_Completion_report.pdf,pdf,31761,894,9999-12-31,2013-05-08
30/6-17 R,OLD NPD WDSS,849_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/849_01_WDSS_General_Information.pdf,pdf,240,849,9999-12-31,2013-05-08
30/6-17 R,OLD NPD WDSS,849_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/849_02_WDSS_completion_log.pdf,pdf,253,849,9999-12-31,2013-05-08
30/6-17 R,REPORTED BY LICENSEE,849_30_6_17_R_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/849_30_6_17_R_Completion_log.pdf,pdf,3645,849,9999-12-31,2013-05-08
30/6-17 R,REPORTED BY LICENSEE,849_30_7_17_R_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/849_30_7_17_R_Completion_report.pdf,pdf,18674,849,9999-12-31,2013-05-08
30/6-18,COMPOSITE LOG,488,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/488.pdf,pdf,643,488,9999-12-31,2013-05-08
30/6-18,GEOCHEMICAL INFORMATION,488_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/488_1.pdf,pdf,153,488,9999-12-31,2013-05-08
30/6-18,OLD NPD WDSS,488_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/488_01_WDSS_General_Information.pdf,pdf,386,488,9999-12-31,2013-05-08
30/6-18,OLD NPD WDSS,488_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/488_02_WDSS_completion_log.pdf,pdf,286,488,9999-12-31,2013-05-08
30/6-19,OLD NPD WDSS,489_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/489_01_WDSS_General_Information.pdf,pdf,325,489,9999-12-31,2013-05-08
30/6-19,OLD NPD WDSS,489_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/489_02_WDSS_completion_log.pdf,pdf,280,489,9999-12-31,2013-05-08
30/6-2,OLD NPD WDSS,381_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/381_01_WDSS_General_Information.pdf,pdf,111,381,9999-12-31,2013-05-08
30/6-2,OLD NPD WDSS,381_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/381_02_WDSS_completion_log.pdf,pdf,188,381,9999-12-31,2013-05-08
30/6-20,OLD NPD WDSS,892_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/892_01_WDSS_General_Information.pdf,pdf,208,892,9999-12-31,2013-05-08
30/6-20,OLD NPD WDSS,892_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/892_02_WDSS_completion_log.pdf,pdf,245,892,9999-12-31,2013-05-08
30/6-21,OLD NPD WDSS,1037_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1037_01_WDSS_General_Information.pdf,pdf,378,1037,9999-12-31,2013-05-08
30/6-21,OLD NPD WDSS,1037_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1037_02_WDSS_completion_log.pdf,pdf,293,1037,9999-12-31,2013-05-08
30/6-22,OLD NPD WDSS,1225_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1225_01_WDSS_General_Information.pdf,pdf,234,1225,9999-12-31,2013-05-08
30/6-22,OLD NPD WDSS,1225_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1225_02_WDSS_completion_log.pdf,pdf,224,1225,9999-12-31,2013-05-08
30/6-23,OLD NPD WDSS,1545_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1545_01_WDSS_General_Information.pdf,pdf,227,1545,9999-12-31,2013-05-08
30/6-23,OLD NPD WDSS,1545_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1545_02_WDSS_completion_log.pdf,pdf,209,1545,9999-12-31,2013-05-08
30/6-24 S,OLD NPD WDSS,1855_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1855_01_WDSS_General_Information.pdf,pdf,488,1855,9999-12-31,2013-05-08
30/6-24 S,OLD NPD WDSS,1855_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1855_02_WDSS_completion_log.pdf,pdf,215,1855,9999-12-31,2013-05-08
30/6-25 S,COMPOSITE LOG,3578,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/3578.pdf,pdf,284,3578,9999-12-31,2013-05-08
30/6-25 S,GEOCHEMICAL INFORMATION,3578_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3578_1.pdf,pdf,1938,3578,9999-12-31,2013-05-08
30/6-25 S,GEOCHEMICAL INFORMATION,3578_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3578_2.pdf,pdf,1740,3578,9999-12-31,2013-05-08
30/6-25 S,GEOCHEMICAL INFORMATION,3578_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3578_3.pdf,pdf,1944,3578,9999-12-31,2013-05-08
30/6-25 S,GEOCHEMICAL INFORMATION,3578_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3578_4.pdf,pdf,1011,3578,9999-12-31,2013-05-08
30/6-27,GEOCHEMICAL INFORMATION,4425_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4425_1.pdf,pdf,293,4425,9999-12-31,2013-05-08
30/6-27,GEOCHEMICAL INFORMATION,4425_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4425_2.pdf,pdf,2282,4425,9999-12-31,2013-05-08
30/6-3,OLD NPD WDSS,382_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/382_01_WDSS_General_Information.pdf,pdf,123,382,9999-12-31,2013-05-08
30/6-3,OLD NPD WDSS,382_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/382_02_WDSS_completion_log.pdf,pdf,223,382,9999-12-31,2013-05-08
30/6-4,OLD NPD WDSS,383_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/383_01_WDSS_General_Information.pdf,pdf,101,383,9999-12-31,2013-05-08
30/6-4,OLD NPD WDSS,383_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/383_02_WDSS_completion_log.pdf,pdf,268,383,9999-12-31,2013-05-08
30/6-5,OLD NPD WDSS,118_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/118_01_WDSS_General_Information.pdf,pdf,107,118,9999-12-31,2013-05-08
30/6-5,OLD NPD WDSS,118_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/118_02_WDSS_completion_log.pdf,pdf,283,118,9999-12-31,2013-05-08
30/6-6,GEOCHEMICAL INFORMATION,39_1_Hydrocarbon_migration_in_a_selected_area_of_the_North_Sea,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/39_1_Hydrocarbon_migration_in_a_selected_area_of_the_North_Sea.pdf,pdf,20538,39,9999-12-31,2013-05-08
30/6-6,OLD NPD WDSS,39_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/39_01_WDSS_General_Information.pdf,pdf,172,39,9999-12-31,2013-05-08
30/6-6,OLD NPD WDSS,39_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/39_02_WDSS_completion_log.pdf,pdf,249,39,9999-12-31,2013-05-08
30/6-6,REPORTED BY LICENSEE,39_1_Hydrocarbon_migration_in_a_selected_area_of_the_North_Sea,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/39_1_Hydrocarbon_migration_in_a_selected_area_of_the_North_Sea.pdf,pdf,20538,39,9999-12-31,2013-05-08
30/6-7,GEOCHEMICAL INFORMATION,73_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/73_1.pdf,pdf,800,73,9999-12-31,2013-05-08
30/6-7,GEOCHEMICAL INFORMATION,73_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/73_2.pdf,pdf,513,73,9999-12-31,2013-05-08
30/6-7,OLD NPD WDSS,73_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/73_01_WDSS_General_Information.pdf,pdf,206,73,9999-12-31,2013-05-08
30/6-7,OLD NPD WDSS,73_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/73_02_WDSS_completion_log.pdf,pdf,240,73,9999-12-31,2013-05-08
30/6-7,REPORTED BY LICENSEE,73_01_30_6_7_Completion_Report_and_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/73_01_30_6_7_Completion_Report_and_Log.pdf,pdf,18460,73,9999-12-31,2013-05-08
30/6-8,OLD NPD WDSS,77_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/77_01_WDSS_General_Information.pdf,pdf,156,77,9999-12-31,2013-05-08
30/6-8,OLD NPD WDSS,77_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/77_02_WDSS_completion_log.pdf,pdf,241,77,9999-12-31,2013-05-08
30/6-9,OLD NPD WDSS,83_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/83_01_WDSS_General_Information.pdf,pdf,209,83,9999-12-31,2013-05-08
30/6-9,OLD NPD WDSS,83_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/83_02_WDSS_completion_log.pdf,pdf,245,83,9999-12-31,2013-05-08
30/7-1,OLD NPD WDSS,384_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/384_01_WDSS_General_Information.pdf,pdf,233,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Completion_Report.pdf,pdf,8894,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Compl_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Compl_log.pdf,pdf,818,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Drilling_program,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Drilling_program.pdf,pdf,2371,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Final_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Final_Report.pdf,pdf,8894,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Geological_Prognosis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Geological_Prognosis.pdf,pdf,17424,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Litholog,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Litholog.pdf,pdf,1219,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Mud_Log_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Mud_Log_Report.pdf,pdf,4724,384,9999-12-31,2013-05-08
30/7-1,REPORTED BY LICENSEE,384_01_30_7_1_Well_Summary,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/384_01_30_7_1_Well_Summary.pdf,pdf,2654,384,9999-12-31,2013-05-08
30/7-2,COMPOSITE LOG,385,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/385.pdf,pdf,429,385,2013-05-01,2013-05-08
30/7-2,OLD NPD WDSS,385_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/385_01_WDSS_General_Information.pdf,pdf,257,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Analysis_of_Samples_from_DST,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Analysis_of_Samples_from_DST.pdf,pdf,2242,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Biostratigraphic_Analysis_of_14_Sidewall_Cores,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Biostratigraphic_Analysis_of_14_Sidewall_Cores.pdf,pdf,2844,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Biostratigraphy_from_1725-2475m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Biostratigraphy_from_1725-2475m.pdf,pdf,3084,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Completion_log.pdf,pdf,1259,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Completion_Report.pdf,pdf,26747,385,9999-12-31,2013-05-08
