wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
7120/6-1,GEOCHEMICAL INFORMATION,456_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/456_1.pdf,pdf,3607,456,9999-12-31,2013-05-08
7120/6-1,OLD NPD WDSS,456_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/456_01_WDSS_General_Information.pdf,pdf,292,456,9999-12-31,2013-05-08
7120/6-1,OLD NPD WDSS,456_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/456_02_WDSS_completion_log.pdf,pdf,221,456,9999-12-31,2013-05-08
7120/6-2 S,COMPOSITE LOG,3558,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/3558.pdf,pdf,298,3558,9999-12-31,2013-05-08
7120/6-2 S,GEOCHEMICAL INFORMATION,3558_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/3558_1.pdf,pdf,230,3558,9999-12-31,2013-05-08
7120/7-1,COMPOSITE LOG,85,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/85.pdf,pdf,477,85,9999-12-31,2013-05-08
7120/7-1,GEOCHEMICAL INFORMATION,85_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/85_1.pdf,pdf,1186,85,9999-12-31,2013-05-08
7120/7-1,GEOCHEMICAL INFORMATION,85_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/85_2.pdf,pdf,1087,85,9999-12-31,2013-05-08
7120/7-1,GEOCHEMICAL INFORMATION,85_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/85_3.pdf,pdf,260,85,9999-12-31,2013-05-08
7120/7-1,GEOCHEMICAL INFORMATION,85_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/85_4.pdf,pdf,6610,85,9999-12-31,2013-05-08
7120/7-1,OLD NPD WDSS,85_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/85_01_WDSS_General_Information.pdf,pdf,157,85,9999-12-31,2013-05-08
7120/7-1,OLD NPD WDSS,85_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/85_02_WDSS_completion_log.pdf,pdf,200,85,9999-12-31,2013-05-08
7120/7-1,REPORTED BY LICENSEE,85_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/85_01_Completion_Report.pdf,pdf,11907,85,9999-12-31,2013-05-08
7120/7-1,REPORTED BY LICENSEE,85_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/85_02_Completion_log.pdf,pdf,1742,85,9999-12-31,2013-05-08
7120/7-2,COMPOSITE LOG,18,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/18.pdf,pdf,435,18,9999-12-31,2013-05-08
7120/7-2,GEOCHEMICAL INFORMATION,18_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/18_1.pdf,pdf,1141,18,9999-12-31,2013-05-08
7120/7-2,GEOCHEMICAL INFORMATION,18_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/18_2.pdf,pdf,4776,18,9999-12-31,2013-05-08
7120/7-2,OLD NPD WDSS,18_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/18_01_WDSS_General_Information.pdf,pdf,170,18,9999-12-31,2013-05-08
7120/7-2,OLD NPD WDSS,18_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/18_02_WDSS_completion_log.pdf,pdf,263,18,9999-12-31,2013-05-08
7120/7-2,REPORTED BY LICENSEE,18_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/18_01_Completion_Report.pdf,pdf,18922,18,9999-12-31,2013-05-08
7120/7-2,REPORTED BY LICENSEE,18_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/18_02_Completion_log.pdf,pdf,1292,18,9999-12-31,2013-05-08
7120/7-3,COMPOSITE LOG,104,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/104.pdf,pdf,505,104,9999-12-31,2013-05-08
7120/7-3,GEOCHEMICAL INFORMATION,104_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/104_1.pdf,pdf,2108,104,9999-12-31,2013-05-08
7120/7-3,OLD NPD WDSS,104_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/104_01_WDSS_General_Information.pdf,pdf,176,104,9999-12-31,2013-05-08
7120/7-3,OLD NPD WDSS,104_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/104_02_WDSS_completion_log.pdf,pdf,293,104,9999-12-31,2013-05-08
7120/8-1,COMPOSITE LOG,120,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/120.pdf,pdf,441,120,9999-12-31,2013-05-08
7120/8-1,GEOCHEMICAL INFORMATION,120_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/120_1.pdf,pdf,7338,120,9999-12-31,2013-05-08
7120/8-1,OLD NPD WDSS,120_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/120_01_WDSS_General_Information.pdf,pdf,99,120,9999-12-31,2013-05-08
7120/8-1,OLD NPD WDSS,120_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/120_02_WDSS_completion_log.pdf,pdf,216,120,9999-12-31,2013-05-08
7120/8-1,REPORTED BY LICENSEE,120_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/120_01_Completion_Report.pdf,pdf,13009,120,9999-12-31,2013-05-08
7120/8-1,REPORTED BY LICENSEE,120_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/120_02_Completion_log.pdf,pdf,1771,120,9999-12-31,2013-05-08
7120/8-2,COMPOSITE LOG,50,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/50.pdf,pdf,413,50,9999-12-31,2013-05-08
7120/8-2,GEOCHEMICAL INFORMATION,50_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/50_1.pdf,pdf,1560,50,9999-12-31,2013-05-08
7120/8-2,GEOCHEMICAL INFORMATION,50_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/50_2.pdf,pdf,4837,50,9999-12-31,2013-05-08
7120/8-2,GEOCHEMICAL INFORMATION,50_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/50_3.pdf,pdf,277,50,9999-12-31,2013-05-08
7120/8-2,GEOCHEMICAL INFORMATION,50_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/50_4.pdf,pdf,7986,50,9999-12-31,2013-05-08
7120/8-2,GEOCHEMICAL INFORMATION,50_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/50_5.pdf,pdf,1912,50,9999-12-31,2013-05-08
7120/8-2,OLD NPD WDSS,50_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/50_01_WDSS_General_Information.pdf,pdf,177,50,9999-12-31,2013-05-08
7120/8-2,OLD NPD WDSS,50_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/50_02_WDSS_completion_log.pdf,pdf,198,50,9999-12-31,2013-05-08
7120/8-2,REPORTED BY LICENSEE,50_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/50_01_Completion_Report.pdf,pdf,14068,50,9999-12-31,2013-05-08
7120/8-2,REPORTED BY LICENSEE,50_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/50_02_Completion_log.pdf,pdf,1592,50,9999-12-31,2013-05-08
7120/8-3,COMPOSITE LOG,9,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/9.pdf,pdf,364,9,9999-12-31,2013-05-08
7120/8-3,OLD NPD WDSS,9_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/9_01_WDSS_General_Information.pdf,pdf,156,9,9999-12-31,2013-05-08
7120/8-3,OLD NPD WDSS,9_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/9_02_WDSS_completion_log.pdf,pdf,235,9,9999-12-31,2013-05-08
7120/8-3,REPORTED BY LICENSEE,9_1_Source_rock_analysis_of_well_7120_8_3,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/9_1_Source_rock_analysis_of_well_7120_8_3.pdf,pdf,6541,9,9999-12-31,2013-05-08
7120/8-3,REPORTED BY LICENSEE,9_2_Analysis_of_core_samples_from_7120_8_3_Correlation_with_7120_8_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/9_2_Analysis_of_core_samples_from_7120_8_3_Correlation_with_7120_8_2.pdf,pdf,931,9,9999-12-31,2013-05-08
7120/8-4,COMPOSITE LOG,5572,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5572.pdf,pdf,299,5572,9999-12-31,2013-05-08
7120/9-1,COMPOSITE LOG,82,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/82.pdf,pdf,415,82,9999-12-31,2013-05-08
7120/9-1,GEOCHEMICAL INFORMATION,82_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/82_1.pdf,pdf,2228,82,9999-12-31,2013-05-08
7120/9-1,GEOCHEMICAL INFORMATION,82_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/82_2.pdf,pdf,3965,82,9999-12-31,2013-05-08
7120/9-1,GEOCHEMICAL INFORMATION,82_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/82_3.pdf,pdf,3140,82,9999-12-31,2013-05-08
7120/9-1,OLD NPD WDSS,82_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/82_01_WDSS_General_Information.pdf,pdf,166,82,9999-12-31,2013-05-08
7120/9-1,OLD NPD WDSS,82_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/82_02_WDSS_completion_log.pdf,pdf,173,82,9999-12-31,2013-05-08
7120/9-1,REPORTED BY LICENSEE,82_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/82_01_Completion_Report.pdf,pdf,9123,82,9999-12-31,2013-05-08
7120/9-1,REPORTED BY LICENSEE,82_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/82_02_Completion_log.pdf,pdf,2812,82,9999-12-31,2013-05-08
7120/9-2,COMPOSITE LOG,107,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/107.pdf,pdf,990,107,9999-12-31,2013-05-08
7120/9-2,GEOCHEMICAL INFORMATION,107_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/107_1.pdf,pdf,1567,107,9999-12-31,2013-05-08
7120/9-2,OLD NPD WDSS,107_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/107_01_WDSS_General_Information.pdf,pdf,259,107,9999-12-31,2013-05-08
7120/9-2,OLD NPD WDSS,107_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/107_02_WDSS_completion_log.pdf,pdf,456,107,9999-12-31,2013-05-08
7121/1-1,GEOCHEMICAL INFORMATION,521_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/521_1.pdf,pdf,1932,521,9999-12-31,2013-05-08
7121/1-1,GEOCHEMICAL INFORMATION,521_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/521_2.pdf,pdf,1958,521,9999-12-31,2013-05-08
7121/1-1,GEOCHEMICAL INFORMATION,521_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/521_3.pdf,pdf,1972,521,9999-12-31,2013-05-08
7121/1-1,GEOCHEMICAL INFORMATION,521_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/521_4.pdf,pdf,1700,521,9999-12-31,2013-05-08
7121/1-1,GEOCHEMICAL INFORMATION,521_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/521_5.pdf,pdf,789,521,9999-12-31,2013-05-08
7121/1-1 R,COMPOSITE LOG,896,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/896.pdf,pdf,737,896,9999-12-31,2013-05-08
7121/1-1 R,GEOCHEMICAL INFORMATION,896_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/896_1.pdf,pdf,1932,896,9999-12-31,2013-05-08
7121/1-1 R,GEOCHEMICAL INFORMATION,896_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/896_2.pdf,pdf,1958,896,9999-12-31,2013-05-08
7121/1-1 R,GEOCHEMICAL INFORMATION,896_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/896_3.pdf,pdf,1972,896,9999-12-31,2013-05-08
7121/1-1 R,GEOCHEMICAL INFORMATION,896_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/896_4.pdf,pdf,1700,896,9999-12-31,2013-05-08
7121/1-1 R,GEOCHEMICAL INFORMATION,896_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/896_5.pdf,pdf,789,896,9999-12-31,2013-05-08
7121/1-1 R,OLD NPD WDSS,896_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/896_01_WDSS_General_Information.pdf,pdf,229,896,9999-12-31,2013-05-08
7121/1-1 R,OLD NPD WDSS,896_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/896_02_WDSS_completion_log.pdf,pdf,393,896,9999-12-31,2013-05-08
7121/4-1,COMPOSITE LOG,135,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/135.pdf,pdf,368,135,9999-12-31,2013-05-08
7121/4-1,GEOCHEMICAL INFORMATION,135_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/135_1.pdf,pdf,1082,135,9999-12-31,2013-05-08
7121/4-1,GEOCHEMICAL INFORMATION,135_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/135_2.pdf,pdf,239,135,9999-12-31,2013-05-08
7121/4-1,GEOCHEMICAL INFORMATION,135_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/135_3.pdf,pdf,5382,135,9999-12-31,2013-05-08
7121/4-1,GEOCHEMICAL INFORMATION,135_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/135_4.pdf,pdf,4582,135,9999-12-31,2013-05-08
7121/4-1,OLD NPD WDSS,135_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/135_01_WDSS_General_Information.pdf,pdf,245,135,9999-12-31,2013-05-08
7121/4-1,OLD NPD WDSS,135_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/135_02_WDSS_completion_log.pdf,pdf,230,135,9999-12-31,2013-05-08
7121/4-1,REPORTED BY LICENSEE,135_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/135_01_Completion_Report.pdf,pdf,13292,135,9999-12-31,2013-05-08
7121/4-1,REPORTED BY LICENSEE,135_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/135_02_Completion_log.pdf,pdf,1345,135,9999-12-31,2013-05-08
7121/4-2,COMPOSITE LOG,461,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/461.pdf,pdf,416,461,9999-12-31,2013-05-08
7121/4-2,GEOCHEMICAL INFORMATION,461_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/461_1.pdf,pdf,3677,461,9999-12-31,2013-05-08
7121/4-2,OLD NPD WDSS,461_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/461_01_WDSS_General_Information.pdf,pdf,285,461,9999-12-31,2013-05-08
7121/4-2,OLD NPD WDSS,461_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/461_02_WDSS_completion_log.pdf,pdf,212,461,9999-12-31,2013-05-08
7121/5-1,COMPOSITE LOG,479,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/479.pdf,pdf,581,479,9999-12-31,2013-05-08
7121/5-1,GEOCHEMICAL INFORMATION,479_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/479_1.pdf,pdf,2050,479,9999-12-31,2013-05-08
7121/5-1,OLD NPD WDSS,479_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/479_01_WDSS_General_Information.pdf,pdf,305,479,9999-12-31,2013-05-08
7121/5-1,OLD NPD WDSS,479_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/479_02_WDSS_completion_log.pdf,pdf,253,479,9999-12-31,2013-05-08
7121/5-2,COMPOSITE LOG,907,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/907.pdf,pdf,330,907,9999-12-31,2013-05-08
7121/5-2,GEOCHEMICAL INFORMATION,907_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/907_1.pdf,pdf,2432,907,9999-12-31,2013-05-08
7121/5-2,OLD NPD WDSS,907_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/907_01_WDSS_General_Information.pdf,pdf,205,907,9999-12-31,2013-05-08
7121/5-2,OLD NPD WDSS,907_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/907_02_WDSS_completion_log.pdf,pdf,224,907,9999-12-31,2013-05-08
7121/5-3,COMPOSITE LOG,4244,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4244.pdf,pdf,347,4244,9999-12-31,2013-05-08
7121/7-1,COMPOSITE LOG,130,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/130.pdf,pdf,325,130,9999-12-31,2013-05-08
7121/7-1,GEOCHEMICAL INFORMATION,130_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/130_1.pdf,pdf,3533,130,9999-12-31,2013-05-08
7121/7-1,GEOCHEMICAL INFORMATION,130_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/130_2.pdf,pdf,1223,130,9999-12-31,2013-05-08
7121/7-1,OLD NPD WDSS,130_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/130_01_WDSS_General_Information.pdf,pdf,220,130,9999-12-31,2013-05-08
7121/7-1,OLD NPD WDSS,130_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/130_02_WDSS_completion_log.pdf,pdf,209,130,9999-12-31,2013-05-08
7121/7-1,REPORTED BY LICENSEE,130_01_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/130_01_Completion_Report.pdf,pdf,13647,130,9999-12-31,2013-05-08
7121/7-1,REPORTED BY LICENSEE,130_02_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/130_02_Completion_log.pdf,pdf,1145,130,9999-12-31,2013-05-08
7121/7-2,COMPOSITE LOG,881,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/881.pdf,pdf,180,881,9999-12-31,2013-05-08
7121/7-2,GEOCHEMICAL INFORMATION,881_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/881_1.pdf,pdf,262,881,9999-12-31,2013-05-08
7121/7-2,OLD NPD WDSS,881_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/881_01_WDSS_General_Information.pdf,pdf,237,881,9999-12-31,2013-05-08
7121/7-2,OLD NPD WDSS,881_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/881_02_WDSS_completion_log.pdf,pdf,193,881,9999-12-31,2013-05-08
7122/2-1,COMPOSITE LOG,2018,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/2018.pdf,pdf,358,2018,9999-12-31,2013-05-08
7122/2-1,GEOCHEMICAL INFORMATION,2018_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2018_1.pdf,pdf,5391,2018,9999-12-31,2013-05-08
7122/2-1,GEOCHEMICAL INFORMATION,2018_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2018_2.pdf,pdf,5710,2018,9999-12-31,2013-05-08
7122/2-1,GEOCHEMICAL INFORMATION,2018_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2018_3.pdf,pdf,6459,2018,9999-12-31,2013-05-08
7122/2-1,GEOCHEMICAL INFORMATION,2018_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2018_4.pdf,pdf,8630,2018,9999-12-31,2013-05-08
7122/2-1,GEOCHEMICAL INFORMATION,2018_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2018_5.pdf,pdf,4375,2018,9999-12-31,2013-05-08
7122/2-1,OLD NPD WDSS,2018_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/2018_01_WDSS_General_Information.pdf,pdf,644,2018,9999-12-31,2013-05-08
7122/2-1,OLD NPD WDSS,2018_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/2018_02_WDSS_completion_log.pdf,pdf,150,2018,9999-12-31,2013-05-08
7122/4-1,COMPOSITE LOG,1869,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1869.pdf,pdf,472,1869,9999-12-31,2013-05-08
7122/4-1,GEOCHEMICAL INFORMATION,1869_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1869_1.pdf,pdf,2630,1869,9999-12-31,2013-05-08
7122/4-1,OLD NPD WDSS,1869_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1869_01_WDSS_General_Information.pdf,pdf,393,1869,9999-12-31,2013-05-08
7122/4-1,OLD NPD WDSS,1869_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1869_02_WDSS_completion_log.pdf,pdf,183,1869,9999-12-31,2013-05-08
7122/6-1,COMPOSITE LOG,1140,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1140.pdf,pdf,419,1140,9999-12-31,2013-05-08
7122/6-1,GEOCHEMICAL INFORMATION,1140_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1140_1.pdf,pdf,4884,1140,9999-12-31,2013-05-08
7122/6-1,GEOCHEMICAL INFORMATION,1140_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1140_2.pdf,pdf,2118,1140,9999-12-31,2013-05-08
7122/6-1,OLD NPD WDSS,1140_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1140_01_WDSS_General_Information.pdf,pdf,430,1140,9999-12-31,2013-05-08
7122/6-1,OLD NPD WDSS,1140_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1140_02_WDSS_completion_log.pdf,pdf,219,1140,9999-12-31,2013-05-08
7122/6-2,COMPOSITE LOG,5327,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5327.pdf,pdf,317,5327,9999-12-31,2013-05-08
7122/6-2,GEOCHEMICAL INFORMATION,5327_01_7122_6_2_gch_transfer_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5327_01_7122_6_2_gch_transfer_1.txt,txt,0,5327,9999-12-31,2013-05-08
7122/6-2,GEOCHEMICAL INFORMATION,5327_02_7122_6_2_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5327_02_7122_6_2_gch_results_1.txt,txt,403,5327,9999-12-31,2013-05-08
7122/6-2,GEOCHEMICAL INFORMATION,5327_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5327_1.pdf,pdf,378,5327,9999-12-31,2013-05-08
7122/6-2,GEOCHEMICAL INFORMATION,5327_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5327_2.pdf,pdf,2164,5327,9999-12-31,2013-05-08
7122/7-1,COMPOSITE LOG,4173,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4173.pdf,pdf,181,4173,9999-12-31,2013-05-08
7122/7-1,GEOCHEMICAL INFORMATION,4173_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4173_1.pdf,pdf,1415,4173,9999-12-31,2013-05-08
7122/7-2,COMPOSITE LOG,4391,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4391.pdf,pdf,194,4391,9999-12-31,2013-05-08
7122/7-2,GEOCHEMICAL INFORMATION,4391_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4391_1.pdf,pdf,464,4391,9999-12-31,2013-05-08
7122/7-3,COMPOSITE LOG,5214,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5214.pdf,pdf,403,5214,9999-12-31,2013-05-08
7122/7-3,GEOCHEMICAL INFORMATION,5214_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5214_1.pdf,pdf,1745,5214,9999-12-31,2013-05-08
7122/7-4 S,COMPOSITE LOG,5406,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5406.pdf,pdf,372,5406,9999-12-31,2013-05-08
7122/7-4 S,GEOCHEMICAL INFORMATION,5406_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5406_1.pdf,pdf,1224,5406,9999-12-31,2013-05-08
7122/7-4 S,GEOCHEMICAL INFORMATION,5406_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5406_2.pdf,pdf,715,5406,9999-12-31,2013-05-08
7122/7-5,COMPOSITE LOG,5439,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5439.pdf,pdf,324,5439,9999-12-31,2013-05-08
7122/7-5 A,COMPOSITE LOG,5465,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5465.pdf,pdf,235,5465,9999-12-31,2013-05-08
7123/4-1 A,COMPOSITE LOG,5808,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5808.pdf,pdf,337,5808,9999-12-31,2013-05-08
7123/4-1 A,GEOCHEMICAL INFORMATION,5808_01_7123_4_1A_gch_transfer_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5808_01_7123_4_1A_gch_transfer_1.txt,txt,0,5808,9999-12-31,2013-05-08
7123/4-1 A,GEOCHEMICAL INFORMATION,5808_02_7123_4_1A_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5808_02_7123_4_1A_gch_results_1.txt,txt,215,5808,9999-12-31,2013-05-08
7123/4-1 S,COMPOSITE LOG,5786,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/5786.pdf,pdf,316,5786,9999-12-31,2013-05-08
7123/4-1 S,GEOCHEMICAL INFORMATION,5786_01_7123_4_1S_gch_transfer_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5786_01_7123_4_1S_gch_transfer_1.txt,txt,0,5786,9999-12-31,2013-05-08
7123/4-1 S,GEOCHEMICAL INFORMATION,5786_02_7123_4_1S_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5786_02_7123_4_1S_gch_results_1.txt,txt,146,5786,9999-12-31,2013-05-08
7124/3-1,COMPOSITE LOG,1066,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1066.pdf,pdf,911,1066,9999-12-31,2013-05-08
7124/3-1,GEOCHEMICAL INFORMATION,1066_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1066_1.pdf,pdf,2472,1066,9999-12-31,2013-05-08
