prlName,prlLicenseeDateValidFrom,prlLicenseeDateValidTo,cmpLongName,prlLicenseeInterest,prlLicenseeSdfi,prlOperDateValidFrom,prlOperDateValidTo,prlNpdidLicence,cmpNpdidCompany,prlLicenseeDateUpdated,dateSyncNPD
143,2008-07-01,9999-12-31,BG Norge AS,40.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2008-07-01,9999-12-31,ConocoPhillips Skandinavia AS,50.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2007-10-01,2008-07-01,StatoilHydro Petroleum AS,15.00000,NULL,9999-12-31,9999-12-31,21956,4511658,9999-12-31,2013-05-08
143,2007-10-01,2008-07-01,Talisman Energy Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21956,2425093,9999-12-31,2013-05-08
143,2007-10-01,2008-07-01,BG Norge AS,40.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2007-10-01,2008-07-01,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,15.00000,NULL,9999-12-31,9999-12-31,21956,4524355,9999-12-31,2013-05-08
143,2007-01-01,2007-10-01,Talisman Energy Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21956,2425093,9999-12-31,2013-05-08
143,2007-01-01,2007-10-01,BG Norge AS,40.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2007-01-01,2007-10-01,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2006-10-03,2007-01-01,Talisman Energy Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21956,2425093,9999-12-31,2013-05-08
143,2006-10-03,2007-01-01,Norsk Hydro Produksjon AS,15.00000,NULL,9999-12-31,9999-12-31,21956,430,9999-12-31,2013-05-08
143,2006-10-03,2007-01-01,BG Norge AS,40.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2006-10-03,2007-01-01,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2006-10-02,2006-10-03,Norsk Hydro Produksjon AS,15.00000,NULL,9999-12-31,9999-12-31,21956,430,9999-12-31,2013-05-08
143,2006-10-02,2006-10-03,Talisman Resources Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21956,3987574,9999-12-31,2013-05-08
143,2006-10-02,2006-10-03,BG Norge AS,40.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2006-10-02,2006-10-03,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2006-04-01,2006-10-02,Norsk Hydro Produksjon AS,15.00000,NULL,9999-12-31,9999-12-31,21956,430,9999-12-31,2013-05-08
143,2006-04-01,2006-10-02,Talisman Resources Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21956,3987574,9999-12-31,2013-05-08
143,2006-04-01,2006-10-02,BG Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2006-04-01,2006-10-02,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2006-03-22,2006-04-01,Talisman Resources Norge AS,35.00000,NULL,9999-12-31,9999-12-31,21956,3987574,9999-12-31,2013-05-08
143,2006-03-22,2006-04-01,BG Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2006-03-22,2006-04-01,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2004-07-01,2006-03-22,BG Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21956,2747354,9999-12-31,2013-05-08
143,2004-07-01,2006-03-22,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2004-07-01,2006-03-22,Paladin Resources Norge AS,35.00000,NULL,9999-12-31,9999-12-31,21956,1577943,9999-12-31,2013-05-08
143,2003-05-06,2004-07-01,ConocoPhillips Skandinavia AS,35.00000,NULL,2003-06-27,9999-12-31,21956,2410696,9999-12-31,2013-05-08
143,2003-05-06,2004-07-01,Paladin Resources Norge AS,65.00000,NULL,9999-12-31,9999-12-31,21956,1577943,9999-12-31,2013-05-08
143,2003-02-12,2003-05-06,Phillips Petroleum Norsk AS,35.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,2003-02-12,2003-05-06,Paladin Resources Norge AS,65.00000,NULL,9999-12-31,9999-12-31,21956,1577943,9999-12-31,2013-05-08
143,2002-10-14,2003-02-12,Phillips Petroleum Norsk AS,35.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,2002-10-14,2003-02-12,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21956,1622484,9999-12-31,2013-05-08
143,2002-10-14,2003-02-12,Paladin Resources Norge AS,35.00000,NULL,9999-12-31,9999-12-31,21956,1577943,9999-12-31,2013-05-08
143,2001-06-01,2002-10-14,Phillips Petroleum Norsk AS,35.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,2001-06-01,2002-10-14,Norsk Hydro Produksjon AS,35.00000,NULL,1998-12-29,2003-06-27,21956,430,9999-12-31,2013-05-08
143,2001-06-01,2002-10-14,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21956,1622484,9999-12-31,2013-05-08
143,2001-05-10,2001-06-01,Phillips Petroleum Norsk AS,35.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,2001-05-10,2001-06-01,Norsk Hydro Produksjon AS,35.00000,NULL,1998-12-29,2003-06-27,21956,430,9999-12-31,2013-05-08
143,2001-05-10,2001-06-01,SDØE,30.00000,NULL,9999-12-31,9999-12-31,21956,1623450,9999-12-31,2013-05-08
143,1998-09-01,2001-05-10,Den norske stats oljeselskap a.s,30.00000,NULL,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1998-09-01,2001-05-10,Phillips Petroleum Norsk AS,35.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,1998-09-01,2001-05-10,Norsk Hydro Produksjon AS,35.00000,NULL,1998-12-29,2003-06-27,21956,430,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,Den norske stats oljeselskap a.s,30.00000,NULL,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,Phillips Petroleum Norsk AS,10.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,Enterprise Oil Norwegian AS,15.00000,NULL,9999-12-31,9999-12-31,21956,342,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,Amoco Norway AS,10.00000,NULL,9999-12-31,9999-12-31,21956,89,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,BP Petroleum Dev. of Norway AS,15.00000,NULL,1996-01-01,1998-12-29,21956,155,9999-12-31,2013-05-08
143,1997-01-01,1998-09-01,Norsk Hydro Produksjon AS,20.00000,NULL,9999-12-31,9999-12-31,21956,430,9999-12-31,2013-05-08
143,1996-01-01,1997-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1996-01-01,1997-01-01,Phillips Petroleum Norsk AS,10.00000,NULL,9999-12-31,9999-12-31,21956,705,9999-12-31,2013-05-08
143,1996-01-01,1997-01-01,Enterprise Oil Norwegian AS,15.00000,NULL,9999-12-31,9999-12-31,21956,342,9999-12-31,2013-05-08
143,1996-01-01,1997-01-01,Amoco Norway AS,10.00000,NULL,9999-12-31,9999-12-31,21956,89,9999-12-31,2013-05-08
143,1996-01-01,1997-01-01,BP Petroleum Dev. of Norway AS,15.00000,NULL,1996-01-01,1998-12-29,21956,155,9999-12-31,2013-05-08
143,1994-11-23,1996-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1994-11-23,1996-01-01,Phillips Petroleum Norsk AS,25.00000,NULL,1988-07-08,1996-01-01,21956,705,9999-12-31,2013-05-08
143,1994-11-23,1996-01-01,Enterprise Oil Norwegian AS,15.00000,NULL,9999-12-31,9999-12-31,21956,342,9999-12-31,2013-05-08
143,1994-11-23,1996-01-01,Amoco Norway AS,10.00000,NULL,9999-12-31,9999-12-31,21956,89,9999-12-31,2013-05-08
143,1989-04-14,1994-11-23,OMV Norge A/S,10.00000,NULL,9999-12-31,9999-12-31,21956,925,9999-12-31,2013-05-08
143,1989-04-14,1994-11-23,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1989-04-14,1994-11-23,Phillips Petroleum Norsk AS,25.00000,NULL,1988-07-08,1996-01-01,21956,705,9999-12-31,2013-05-08
143,1989-04-14,1994-11-23,Enterprise Oil Norwegian AS,15.00000,NULL,9999-12-31,9999-12-31,21956,342,9999-12-31,2013-05-08
143,1988-07-08,1989-04-14,Phillips Petroleum Norsk AS,25.00000,NULL,1988-07-08,1996-01-01,21956,705,9999-12-31,2013-05-08
143,1988-07-08,1989-04-14,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21956,749,9999-12-31,2013-05-08
143,1988-07-08,1989-04-14,Texas Eastern Norwegian Inc.,15.00000,NULL,9999-12-31,9999-12-31,21956,837,9999-12-31,2013-05-08
143,1988-07-08,1989-04-14,OMV Norge A/S,10.00000,NULL,9999-12-31,9999-12-31,21956,925,9999-12-31,2013-05-08
143 BS,2006-03-23,9999-12-31,Talisman Energy Norge AS,100.00000,NULL,2006-11-16,9999-12-31,2424891,2425093,9999-12-31,2013-05-08
143 BS,2006-03-22,2006-03-23,Talisman Resources Norge AS,65.00000,NULL,2006-03-22,2006-11-16,2424891,3987574,9999-12-31,2013-05-08
143 BS,2006-03-22,2006-03-23,Talisman Energy Norge AS,35.00000,NULL,9999-12-31,9999-12-31,2424891,2425093,9999-12-31,2013-05-08
143 BS,2004-01-01,2006-03-22,Talisman Energy Norge AS,35.00000,NULL,9999-12-31,9999-12-31,2424891,2425093,9999-12-31,2013-05-08
143 BS,2004-01-01,2006-03-22,Paladin Resources Norge AS,65.00000,NULL,2003-06-27,2006-03-22,2424891,1577943,9999-12-31,2013-05-08
143 BS,2003-06-27,2004-01-01,Paladin Resources Norge AS,65.00000,NULL,2003-06-27,2006-03-22,2424891,1577943,9999-12-31,2013-05-08
143 BS,2003-06-27,2004-01-01,ConocoPhillips Skandinavia AS,35.00000,NULL,9999-12-31,9999-12-31,2424891,2410696,9999-12-31,2013-05-08
143 CS,2006-10-13,2007-01-01,Talisman Energy Norge AS,45.00000,NULL,2006-11-16,2007-01-01,2424919,2425093,9999-12-31,2013-05-08
143 CS,2006-10-13,2007-01-01,Det Norske Oljeselskap AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,1340609,9999-12-31,2013-05-08
143 CS,2006-10-13,2007-01-01,BG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,2424919,2747354,9999-12-31,2013-05-08
143 CS,2006-03-22,2006-10-13,Talisman Resources Norge AS,45.00000,NULL,2006-03-22,2006-11-16,2424919,3987574,9999-12-31,2013-05-08
143 CS,2006-03-22,2006-10-13,Det Norske Oljeselskap AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,1340609,9999-12-31,2013-05-08
143 CS,2006-03-22,2006-10-13,BG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,2424919,2747354,9999-12-31,2013-05-08
143 CS,2005-09-01,2006-03-22,Det Norske Oljeselskap AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,1340609,9999-12-31,2013-05-08
143 CS,2005-09-01,2006-03-22,BG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,2424919,2747354,9999-12-31,2013-05-08
143 CS,2005-09-01,2006-03-22,Paladin Resources Norge AS,45.00000,NULL,2003-06-27,2006-03-22,2424919,1577943,9999-12-31,2013-05-08
143 CS,2004-07-01,2005-09-01,BG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,2424919,2747354,9999-12-31,2013-05-08
143 CS,2004-07-01,2005-09-01,Talisman Energy Norge AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,2425093,9999-12-31,2013-05-08
143 CS,2004-07-01,2005-09-01,Paladin Resources Norge AS,45.00000,NULL,2003-06-27,2006-03-22,2424919,1577943,9999-12-31,2013-05-08
143 CS,2004-01-01,2004-07-01,Talisman Energy Norge AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,2425093,9999-12-31,2013-05-08
143 CS,2004-01-01,2004-07-01,Paladin Resources Norge AS,65.00000,NULL,2003-06-27,2006-03-22,2424919,1577943,9999-12-31,2013-05-08
143 CS,2003-06-27,2004-01-01,Paladin Resources Norge AS,65.00000,NULL,2003-06-27,2006-03-22,2424919,1577943,9999-12-31,2013-05-08
143 CS,2003-06-27,2004-01-01,ConocoPhillips Skandinavia AS,35.00000,NULL,9999-12-31,9999-12-31,2424919,2410696,9999-12-31,2013-05-08
144,2001-12-31,2002-12-31,Amerada Hess Norge AS,25.00000,NULL,1999-01-01,2002-12-31,21964,67,9999-12-31,2013-05-08
144,2001-12-31,2002-12-31,Statoil ASA (old),50.00000,NULL,9999-12-31,9999-12-31,21964,1622484,9999-12-31,2013-05-08
144,2001-12-31,2002-12-31,Enterprise Oil Norge AS,25.00000,NULL,9999-12-31,9999-12-31,21964,1853786,9999-12-31,2013-05-08
144,2001-06-01,2001-12-31,Enterprise Oil Norwegian AS,25.00000,NULL,9999-12-31,9999-12-31,21964,342,9999-12-31,2013-05-08
144,2001-06-01,2001-12-31,Amerada Hess Norge AS,25.00000,NULL,1999-01-01,2002-12-31,21964,67,9999-12-31,2013-05-08
144,2001-06-01,2001-12-31,Statoil ASA (old),50.00000,NULL,9999-12-31,9999-12-31,21964,1622484,9999-12-31,2013-05-08
144,2001-05-10,2001-06-01,Enterprise Oil Norwegian AS,25.00000,NULL,9999-12-31,9999-12-31,21964,342,9999-12-31,2013-05-08
144,2001-05-10,2001-06-01,Amerada Hess Norge AS,25.00000,NULL,1999-01-01,2002-12-31,21964,67,9999-12-31,2013-05-08
144,2001-05-10,2001-06-01,Statoil ASA (old),20.00000,NULL,9999-12-31,9999-12-31,21964,1622484,9999-12-31,2013-05-08
144,2001-05-10,2001-06-01,SDØE,30.00000,NULL,9999-12-31,9999-12-31,21964,1623450,9999-12-31,2013-05-08
144,1999-01-01,2001-05-10,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21964,749,9999-12-31,2013-05-08
144,1999-01-01,2001-05-10,Enterprise Oil Norwegian AS,25.00000,NULL,9999-12-31,9999-12-31,21964,342,9999-12-31,2013-05-08
144,1999-01-01,2001-05-10,Amerada Hess Norge AS,25.00000,NULL,1999-01-01,2002-12-31,21964,67,9999-12-31,2013-05-08
144,1997-07-01,1999-01-01,Norske Conoco A/S,15.00000,NULL,1988-07-08,1999-01-01,21964,221,9999-12-31,2013-05-08
144,1997-07-01,1999-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21964,749,9999-12-31,2013-05-08
144,1997-07-01,1999-01-01,Enterprise Oil Norwegian AS,25.00000,NULL,9999-12-31,9999-12-31,21964,342,9999-12-31,2013-05-08
144,1997-07-01,1999-01-01,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21964,67,9999-12-31,2013-05-08
144,1997-01-01,1997-07-01,Norske Conoco A/S,25.00000,NULL,1988-07-08,1999-01-01,21964,221,9999-12-31,2013-05-08
144,1997-01-01,1997-07-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21964,749,9999-12-31,2013-05-08
144,1997-01-01,1997-07-01,Enterprise Oil Norwegian AS,25.00000,NULL,9999-12-31,9999-12-31,21964,342,9999-12-31,2013-05-08
144,1988-07-08,1997-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21964,749,9999-12-31,2013-05-08
144,1988-07-08,1997-01-01,Norske Conoco A/S,25.00000,NULL,1988-07-08,1999-01-01,21964,221,9999-12-31,2013-05-08
144,1988-07-08,1997-01-01,BP Petroleum Dev. of Norway AS,25.00000,NULL,9999-12-31,9999-12-31,21964,155,9999-12-31,2013-05-08
145,2003-12-31,9999-12-31,Eni Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21972,2388594,9999-12-31,2013-05-08
145,2003-12-31,9999-12-31,ConocoPhillips Skandinavia AS,80.00000,NULL,2003-05-06,9999-12-31,21972,2410696,9999-12-31,2013-05-08
145,2003-05-06,2003-12-31,ConocoPhillips Skandinavia AS,80.00000,NULL,2003-05-06,9999-12-31,21972,2410696,9999-12-31,2013-05-08
145,2003-05-06,2003-12-31,Norsk Agip  AS,20.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,2003-01-01,2003-05-06,Phillips Petroleum Norsk AS,80.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,2003-01-01,2003-05-06,Norsk Agip  AS,20.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,2001-09-18,2003-01-01,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21972,1622484,9999-12-31,2013-05-08
145,2001-09-18,2003-01-01,Phillips Petroleum Norsk AS,56.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,2001-09-18,2003-01-01,Norsk Agip  AS,14.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,2001-06-01,2001-09-18,Statoil ASA (old),40.00000,NULL,9999-12-31,9999-12-31,21972,1622484,9999-12-31,2013-05-08
145,2001-06-01,2001-09-18,Phillips Petroleum Norsk AS,40.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,2001-06-01,2001-09-18,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,21972,430,9999-12-31,2013-05-08
145,2001-06-01,2001-09-18,Norsk Agip  AS,10.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,2001-05-10,2001-06-01,SDØE,30.00000,NULL,9999-12-31,9999-12-31,21972,1623450,9999-12-31,2013-05-08
145,2001-05-10,2001-06-01,Statoil ASA (old),10.00000,NULL,9999-12-31,9999-12-31,21972,1622484,9999-12-31,2013-05-08
145,2001-05-10,2001-06-01,Phillips Petroleum Norsk AS,40.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,2001-05-10,2001-06-01,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,21972,430,9999-12-31,2013-05-08
145,2001-05-10,2001-06-01,Norsk Agip  AS,10.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,1996-09-09,2001-05-10,Phillips Petroleum Norsk AS,40.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,1996-09-09,2001-05-10,Den norske stats oljeselskap a.s,40.00000,30.00000,9999-12-31,9999-12-31,21972,749,9999-12-31,2013-05-08
145,1996-09-09,2001-05-10,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,21972,430,9999-12-31,2013-05-08
145,1996-09-09,2001-05-10,Norsk Agip  AS,10.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,1996-01-01,1996-09-09,Phillips Petroleum Norsk AS,30.00000,NULL,1996-01-01,2003-05-06,21972,705,9999-12-31,2013-05-08
145,1996-01-01,1996-09-09,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21972,749,9999-12-31,2013-05-08
145,1996-01-01,1996-09-09,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,21972,430,9999-12-31,2013-05-08
145,1996-01-01,1996-09-09,Norsk Agip  AS,10.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
145,1988-07-08,1996-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21972,749,9999-12-31,2013-05-08
145,1988-07-08,1996-01-01,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,21972,430,9999-12-31,2013-05-08
145,1988-07-08,1996-01-01,BP Petroleum Dev. of Norway AS,30.00000,NULL,1988-07-08,1996-01-01,21972,155,9999-12-31,2013-05-08
145,1988-07-08,1996-01-01,Norsk Agip  AS,10.00000,NULL,9999-12-31,9999-12-31,21972,45,9999-12-31,2013-05-08
146,2009-11-02,9999-12-31,Statoil Petroleum AS,77.80000,NULL,2009-11-02,9999-12-31,21980,17237817,9999-12-31,2013-05-08
146,2009-11-02,9999-12-31,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2009-01-01,2009-11-02,StatoilHydro Petroleum AS,77.80000,NULL,2007-10-01,2009-11-01,21980,4511658,9999-12-31,2013-05-08
146,2009-01-01,2009-11-02,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2007-10-01,2009-01-01,StatoilHydro ASA,33.30000,NULL,9999-12-31,9999-12-31,21980,4511854,9999-12-31,2013-05-08
146,2007-10-01,2009-01-01,StatoilHydro Petroleum AS,44.50000,NULL,2007-10-01,2009-11-01,21980,4511658,9999-12-31,2013-05-08
146,2007-10-01,2009-01-01,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,44.50000,NULL,2007-01-01,2007-10-01,21980,4524355,9999-12-31,2013-05-08
146,2007-01-01,2007-10-01,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2007-01-01,2007-10-01,Statoil ASA (old),33.30000,NULL,9999-12-31,9999-12-31,21980,1622484,9999-12-31,2013-05-08
146,2003-11-25,2007-01-01,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2003-11-25,2007-01-01,Statoil ASA (old),33.30000,NULL,9999-12-31,9999-12-31,21980,1622484,9999-12-31,2013-05-08
146,2003-11-25,2007-01-01,Norsk Hydro Produksjon AS,44.50000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2003-05-06,2003-11-25,Total E&P Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410708,9999-12-31,2013-05-08
146,2003-05-06,2003-11-25,ConocoPhillips Skandinavia AS,22.20000,NULL,9999-12-31,9999-12-31,21980,2410696,9999-12-31,2013-05-08
146,2003-05-06,2003-11-25,Statoil ASA (old),33.30000,NULL,9999-12-31,9999-12-31,21980,1622484,9999-12-31,2013-05-08
146,2003-05-06,2003-11-25,Norsk Hydro Produksjon AS,22.30000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2003-02-06,2003-05-06,Statoil ASA (old),33.30000,NULL,9999-12-31,9999-12-31,21980,1622484,9999-12-31,2013-05-08
146,2003-02-06,2003-05-06,Norsk Hydro Produksjon AS,22.30000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2003-02-06,2003-05-06,TotalFinaElf Exploration Norge AS,22.20000,NULL,9999-12-31,9999-12-31,21980,1340884,9999-12-31,2013-05-08
146,2003-02-06,2003-05-06,Phillips Petroleum Norsk AS,22.20000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,2001-06-01,2003-02-06,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21980,1622484,9999-12-31,2013-05-08
146,2001-06-01,2003-02-06,Norsk Hydro Produksjon AS,20.00000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2001-06-01,2003-02-06,TotalFinaElf Exploration Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,1340884,9999-12-31,2013-05-08
146,2001-06-01,2003-02-06,Phillips Petroleum Norsk AS,20.00000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,2001-06-01,2003-02-06,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
146,2001-05-10,2001-06-01,SDØE,30.00000,NULL,9999-12-31,9999-12-31,21980,1623450,9999-12-31,2013-05-08
146,2001-05-10,2001-06-01,Norsk Hydro Produksjon AS,20.00000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2001-05-10,2001-06-01,TotalFinaElf Exploration Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,1340884,9999-12-31,2013-05-08
146,2001-05-10,2001-06-01,Phillips Petroleum Norsk AS,20.00000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,2001-05-10,2001-06-01,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
146,2001-01-11,2001-05-10,Norsk Hydro Produksjon AS,20.00000,NULL,2001-01-11,2007-01-01,21980,430,9999-12-31,2013-05-08
146,2001-01-11,2001-05-10,TotalFinaElf Exploration Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,1340884,9999-12-31,2013-05-08
146,2001-01-11,2001-05-10,Phillips Petroleum Norsk AS,20.00000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,2001-01-11,2001-05-10,Den norske stats oljeselskap a.s,30.00000,30.00000,9999-12-31,9999-12-31,21980,749,9999-12-31,2013-05-08
146,2001-01-11,2001-05-10,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
146,2000-07-24,2001-01-11,TotalFinaElf Exploration Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,1340884,9999-12-31,2013-05-08
146,2000-07-24,2001-01-11,Phillips Petroleum Norsk AS,20.00000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,2000-07-24,2001-01-11,Den norske stats oljeselskap a.s,30.00000,30.00000,9999-12-31,9999-12-31,21980,749,9999-12-31,2013-05-08
146,2000-07-24,2001-01-11,Saga Petroleum ASA,20.00000,NULL,1988-07-08,2001-01-11,21980,716,9999-12-31,2013-05-08
146,2000-07-24,2001-01-11,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
146,1996-09-09,2000-07-24,Phillips Petroleum Norsk AS,20.00000,NULL,9999-12-31,9999-12-31,21980,705,9999-12-31,2013-05-08
146,1996-09-09,2000-07-24,Den norske stats oljeselskap a.s,30.00000,30.00000,9999-12-31,9999-12-31,21980,749,9999-12-31,2013-05-08
146,1996-09-09,2000-07-24,Saga Petroleum ASA,20.00000,NULL,1988-07-08,2001-01-11,21980,716,9999-12-31,2013-05-08
146,1996-09-09,2000-07-24,Elf Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,298,9999-12-31,2013-05-08
146,1996-09-09,2000-07-24,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
