fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,dateSyncNPD
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,ExxonMobil Exploration & Production Norway AS,17.75000,NULL,43672,2835212,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,Norsk Hydro Petroleum AS,6.64000,NULL,43672,4524355,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,Norske ConocoPhillips AS,6.04167,NULL,43672,2399056,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,Total E&P Norge AS,2.80000,NULL,43672,2410708,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2007-01-01,2007-01-02,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,ExxonMobil Exploration & Production Norway AS,17.75000,NULL,43672,2835212,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Norske ConocoPhillips AS,6.04167,NULL,43672,2399056,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Total E&P Norge AS,2.80000,NULL,43672,2410708,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2004-10-01,2007-01-01,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Esso Exploration and Production Norway A/S,17.75000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Norske ConocoPhillips AS,6.04167,NULL,43672,2399056,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Total E&P Norge AS,2.80000,NULL,43672,2410708,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-05-06,2004-10-01,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Esso Exploration and Production Norway A/S,17.75000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Norske ConocoPhillips AS,6.04167,NULL,43672,2399056,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2003-03-22,2003-05-06,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Esso Exploration and Production Norway A/S,17.75000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-02,2003-03-22,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2002-01-01,2002-01-02,Enterprise Oil Norge AS,0.52083,NULL,43672,1853786,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Petoro AS,30.00000,NULL,43672,1626839,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-17,2002-01-01,Enterprise Oil Norwegian AS,0.52083,NULL,43672,342,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,SDØE,30.00000,NULL,43672,1623450,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Statoil ASA (old),25.04750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-06-01,2001-06-17,Enterprise Oil Norwegian AS,0.52083,NULL,43672,342,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,SDØE,40.50000,NULL,43672,1623450,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Statoil ASA (old),14.54750,NULL,43672,1622484,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-05-10,2001-06-01,Enterprise Oil Norwegian AS,0.52083,NULL,43672,342,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Den norske stats oljeselskap a.s,55.04750,NULL,43672,749,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Norsk Hydro Produksjon AS,6.64000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2001-01-11,2001-05-10,Enterprise Oil Norwegian AS,0.52083,NULL,43672,342,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Den norske stats oljeselskap a.s,55.04750,NULL,43672,749,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Norsk Hydro Produksjon AS,4.20000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,TotalFinaElf Exploration Norge AS,2.80000,NULL,43672,1340884,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Saga Petroleum ASA,2.44000,NULL,43672,716,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,RWE Dea Norge AS,1.40000,NULL,43672,97557,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,2000-07-24,2001-01-11,Enterprise Oil Norwegian AS,0.52083,NULL,43672,342,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Den norske stats oljeselskap a.s,55.04750,NULL,43672,749,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Esso Exploration and Production Norway A/S,10.25000,NULL,43672,353,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Mobil Development Norway AS,7.50000,NULL,43672,474,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Norske Conoco A/S,6.04167,NULL,43672,221,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,A/S Norske Shell,5.00000,NULL,43672,562,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Idemitsu Petroleum Norge AS,4.80000,NULL,43672,441,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Norsk Hydro Produksjon AS,4.20000,NULL,43672,430,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Elf Petroleum Norge AS,2.80000,NULL,43672,298,9999-12-31,2013-05-08
STATFJORD ØST,STATFJORD ØST UNIT,BUSINESS ARRANGEMENT AREA,1991-06-26,9999-12-31,1999-12-11,2000-07-24,Saga Petroleum ASA,2.44000,NULL,43672,716,9999-12-31,2013-05-08
