ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,dateSyncNPD
091,ExxonMobil Exploration & Production Norway AS,33.00000,21532,2835212,9999-12-31,2013-05-08
091,Statoil Petroleum AS,59.10000,21532,17237817,9999-12-31,2013-05-08
091 D,ExxonMobil Exploration & Production Norway AS,33.00000,22813131,2835212,9999-12-31,2013-05-08
091 D,Eni Norge AS,7.90000,22813131,2388594,9999-12-31,2013-05-08
091 D,Statoil Petroleum AS,59.10000,22813131,17237817,9999-12-31,2013-05-08
092,ExxonMobil Exploration & Production Norway AS,40.00000,21540,2835212,9999-12-31,2013-05-08
092,Statoil Petroleum AS,37.45000,21540,17237817,9999-12-31,2013-05-08
092,Eni Norge AS,14.90000,21540,2388594,9999-12-31,2013-05-08
092,Total E&P Norge AS,7.65000,21540,2410708,9999-12-31,2013-05-08
093,Petoro AS,47.88000,21548,1626839,9999-12-31,2013-05-08
093,A/S Norske Shell,44.56000,21548,562,9999-12-31,2013-05-08
093,Chevron Norge AS,7.56000,21548,3488906,9999-12-31,2013-05-08
093 B,Chevron Norge AS,7.56000,17654585,3488906,9999-12-31,2013-05-08
093 B,Petoro AS,47.88000,17654585,1626839,9999-12-31,2013-05-08
093 B,A/S Norske Shell,44.56000,17654585,562,9999-12-31,2013-05-08
093 C,Petoro AS,47.88000,22813180,1626839,9999-12-31,2013-05-08
093 C,Chevron Norge AS,7.56000,22813180,3488906,9999-12-31,2013-05-08
093 C,A/S Norske Shell,44.56000,22813180,562,9999-12-31,2013-05-08
094,Petoro AS,14.95000,21556,1626839,9999-12-31,2013-05-08
094,Total E&P Norge AS,9.80000,21556,2410708,9999-12-31,2013-05-08
094,Eni Norge AS,19.60000,21556,2388594,9999-12-31,2013-05-08
094,ExxonMobil Exploration & Production Norway AS,14.70000,21556,2835212,9999-12-31,2013-05-08
094,Statoil Petroleum AS,40.95000,21556,17237817,9999-12-31,2013-05-08
094 B,ExxonMobil Exploration & Production Norway AS,7.24000,2092082,2835212,9999-12-31,2013-05-08
094 B,Total E&P Norge AS,7.68000,2092082,2410708,9999-12-31,2013-05-08
094 B,Eni Norge AS,14.90000,2092082,2388594,9999-12-31,2013-05-08
094 B,Petoro AS,35.61000,2092082,1626839,9999-12-31,2013-05-08
094 B,Statoil Petroleum AS,34.57000,2092082,17237817,9999-12-31,2013-05-08
095,Petoro AS,59.00000,21564,1626839,9999-12-31,2013-05-08
095,ConocoPhillips Skandinavia AS,26.00000,21564,2410696,9999-12-31,2013-05-08
095,Eni Norge AS,5.00000,21564,2388594,9999-12-31,2013-05-08
095,Statoil Petroleum AS,10.00000,21564,17237817,9999-12-31,2013-05-08
097,Petoro AS,30.00000,21580,1626839,9999-12-31,2013-05-08
097,Statoil Petroleum AS,48.00000,21580,17237817,9999-12-31,2013-05-08
097,RWE Dea Norge AS,10.00000,21580,97557,9999-12-31,2013-05-08
097,GDF SUEZ E&P Norge AS,12.00000,21580,5267845,9999-12-31,2013-05-08
099,GDF SUEZ E&P Norge AS,12.00000,21596,5267845,9999-12-31,2013-05-08
099,Petoro AS,30.00000,21596,1626839,9999-12-31,2013-05-08
099,Total E&P Norge AS,37.50000,21596,2410708,9999-12-31,2013-05-08
099,Statoil Petroleum AS,20.50000,21596,17237817,9999-12-31,2013-05-08
100,Total E&P Norge AS,35.00000,21604,2410708,9999-12-31,2013-05-08
100,Statoil Petroleum AS,25.00000,21604,17237817,9999-12-31,2013-05-08
100,RWE Dea Norge AS,4.00000,21604,97557,9999-12-31,2013-05-08
100,Petoro AS,30.00000,21604,1626839,9999-12-31,2013-05-08
100,GDF SUEZ E&P Norge AS,6.00000,21604,5267845,9999-12-31,2013-05-08
102,Petoro AS,30.00000,21620,1626839,9999-12-31,2013-05-08
102,Total E&P Norge AS,40.00000,21620,2410708,9999-12-31,2013-05-08
102,Centrica Resources (Norge) AS,30.00000,21620,4238233,9999-12-31,2013-05-08
102 C,Det norske oljeselskap ASA,10.00000,5467035,17342870,9999-12-31,2013-05-08
102 C,Centrica Resources (Norge) AS,20.00000,5467035,4238233,9999-12-31,2013-05-08
102 C,Petoro AS,30.00000,5467035,1626839,9999-12-31,2013-05-08
102 C,Total E&P Norge AS,40.00000,5467035,2410708,9999-12-31,2013-05-08
102 D,Det norske oljeselskap ASA,10.00000,21568785,17342870,9999-12-31,2013-05-08
102 D,Centrica Resources (Norge) AS,20.00000,21568785,4238233,9999-12-31,2013-05-08
102 D,Petoro AS,30.00000,21568785,1626839,9999-12-31,2013-05-08
102 D,Total E&P Norge AS,40.00000,21568785,2410708,9999-12-31,2013-05-08
102 E,Centrica Resources (Norge) AS,30.00000,21568578,4238233,9999-12-31,2013-05-08
102 E,Petoro AS,30.00000,21568578,1626839,9999-12-31,2013-05-08
102 E,Total E&P Norge AS,40.00000,21568578,2410708,9999-12-31,2013-05-08
103 B,Faroe Petroleum Norge AS,30.00000,40772,4062883,9999-12-31,2013-05-08
103 B,Det norske oljeselskap ASA,70.00000,40772,17342870,9999-12-31,2013-05-08
104,Petoro AS,33.60000,21636,1626839,9999-12-31,2013-05-08
104,ConocoPhillips Skandinavia AS,2.40000,21636,2410696,9999-12-31,2013-05-08
104,Statoil Petroleum AS,49.30000,21636,17237817,9999-12-31,2013-05-08
104,Total E&P Norge AS,14.70000,21636,2410708,9999-12-31,2013-05-08
107,VNG Norge AS,2.50000,21660,17237193,9999-12-31,2013-05-08
107,E.ON E&P Norge AS,30.00000,21660,21631209,9999-12-31,2013-05-08
107,Statoil Petroleum AS,20.00000,21660,17237817,9999-12-31,2013-05-08
107,GDF SUEZ E&P Norge AS,40.00000,21660,5267845,9999-12-31,2013-05-08
107,Faroe Petroleum Norge AS,7.50000,21660,4062883,9999-12-31,2013-05-08
107 B,VNG Norge AS,2.50000,5107376,17237193,9999-12-31,2013-05-08
107 B,Petoro AS,7.50000,5107376,1626839,9999-12-31,2013-05-08
107 B,GDF SUEZ E&P Norge AS,40.00000,5107376,5267845,9999-12-31,2013-05-08
107 B,Statoil Petroleum AS,20.00000,5107376,17237817,9999-12-31,2013-05-08
107 B,E.ON E&P Norge AS,30.00000,5107376,21631209,9999-12-31,2013-05-08
107 C,VNG Norge AS,2.50000,5115394,17237193,9999-12-31,2013-05-08
107 C,Faroe Petroleum Norge AS,7.50000,5115394,4062883,9999-12-31,2013-05-08
107 C,GDF SUEZ E&P Norge AS,40.00000,5115394,5267845,9999-12-31,2013-05-08
107 C,Statoil Petroleum AS,20.00000,5115394,17237817,9999-12-31,2013-05-08
107 C,E.ON E&P Norge AS,30.00000,5115394,21631209,9999-12-31,2013-05-08
107 D,VNG Norge AS,2.50000,21124705,17237193,9999-12-31,2013-05-08
107 D,Petoro AS,7.50000,21124705,1626839,9999-12-31,2013-05-08
107 D,Statoil Petroleum AS,20.00000,21124705,17237817,9999-12-31,2013-05-08
107 D,E.ON E&P Norge AS,30.00000,21124705,21631209,9999-12-31,2013-05-08
107 D,GDF SUEZ E&P Norge AS,40.00000,21124705,5267845,9999-12-31,2013-05-08
110,Petoro AS,30.00000,21684,1626839,9999-12-31,2013-05-08
110,GDF SUEZ E&P Norge AS,12.00000,21684,5267845,9999-12-31,2013-05-08
110,Total E&P Norge AS,25.00000,21684,2410708,9999-12-31,2013-05-08
110,Statoil Petroleum AS,33.00000,21684,17237817,9999-12-31,2013-05-08
110 B,Statoil Petroleum AS,36.79000,3001885,17237817,9999-12-31,2013-05-08
110 B,Petoro AS,30.00000,3001885,1626839,9999-12-31,2013-05-08
110 B,Total E&P Norge AS,18.40000,3001885,2410708,9999-12-31,2013-05-08
110 B,GDF SUEZ E&P Norge AS,12.00000,3001885,5267845,9999-12-31,2013-05-08
110 B,RWE Dea Norge AS,2.81000,3001885,97557,9999-12-31,2013-05-08
110 C,Petoro AS,30.00000,3986340,1626839,9999-12-31,2013-05-08
110 C,RWE Dea Norge AS,2.81000,3986340,97557,9999-12-31,2013-05-08
110 C,GDF SUEZ E&P Norge AS,12.00000,3986340,5267845,9999-12-31,2013-05-08
110 C,Total E&P Norge AS,18.40000,3986340,2410708,9999-12-31,2013-05-08
110 C,Statoil Petroleum AS,36.79000,3986340,17237817,9999-12-31,2013-05-08
113,Statoil Petroleum AS,30.00000,21708,17237817,9999-12-31,2013-05-08
113,DONG E&P Norge AS,70.00000,21708,4070011,9999-12-31,2013-05-08
120,Petoro AS,16.93548,21772,1626839,9999-12-31,2013-05-08
120,ConocoPhillips Skandinavia AS,13.00000,21772,2410696,9999-12-31,2013-05-08
120,Statoil Petroleum AS,59.06452,21772,17237817,9999-12-31,2013-05-08
120,Total E&P Norge AS,11.00000,21772,2410708,9999-12-31,2013-05-08
120 B,Total E&P Norge AS,11.00000,4380181,2410708,9999-12-31,2013-05-08
120 B,ConocoPhillips Skandinavia AS,13.00000,4380181,2410696,9999-12-31,2013-05-08
120 B,Petoro AS,16.93548,4380181,1626839,9999-12-31,2013-05-08
120 B,Statoil Petroleum AS,59.06452,4380181,17237817,9999-12-31,2013-05-08
121,Eni Norge AS,14.90000,21780,2388594,9999-12-31,2013-05-08
121,Total E&P Norge AS,7.65000,21780,2410708,9999-12-31,2013-05-08
121,ExxonMobil Exploration & Production Norway AS,20.00000,21780,2835212,9999-12-31,2013-05-08
121,Statoil Petroleum AS,57.45000,21780,17237817,9999-12-31,2013-05-08
122,Eni Norge AS,20.00000,21788,2388594,9999-12-31,2013-05-08
122,Statoil Petroleum AS,50.00000,21788,17237817,9999-12-31,2013-05-08
122,DONG E&P Norge AS,30.00000,21788,4070011,9999-12-31,2013-05-08
122 B,DONG E&P Norge AS,30.00000,2134110,4070011,9999-12-31,2013-05-08
122 B,Statoil Petroleum AS,50.00000,2134110,17237817,9999-12-31,2013-05-08
122 B,Eni Norge AS,20.00000,2134110,2388594,9999-12-31,2013-05-08
122 C,DONG E&P Norge AS,30.00000,2987454,4070011,9999-12-31,2013-05-08
122 C,Statoil Petroleum AS,50.00000,2987454,17237817,9999-12-31,2013-05-08
122 C,Eni Norge AS,20.00000,2987454,2388594,9999-12-31,2013-05-08
122 D,DONG E&P Norge AS,30.00000,3811939,4070011,9999-12-31,2013-05-08
122 D,Statoil Petroleum AS,50.00000,3811939,17237817,9999-12-31,2013-05-08
122 D,Eni Norge AS,20.00000,3811939,2388594,9999-12-31,2013-05-08
124,ConocoPhillips Skandinavia AS,27.91038,21804,2410696,9999-12-31,2013-05-08
124,Eni Norge AS,10.00000,21804,2388594,9999-12-31,2013-05-08
124,Statoil Petroleum AS,35.00000,21804,17237817,9999-12-31,2013-05-08
124,Petoro AS,27.08962,21804,1626839,9999-12-31,2013-05-08
127,Total E&P Norge AS,50.00000,21828,2410708,9999-12-31,2013-05-08
127,Statoil Petroleum AS,50.00000,21828,17237817,9999-12-31,2013-05-08
128,Eni Norge AS,11.50000,21836,2388594,9999-12-31,2013-05-08
128,Statoil Petroleum AS,63.95455,21836,17237817,9999-12-31,2013-05-08
128,Petoro AS,24.54546,21836,1626839,9999-12-31,2013-05-08
128 B,Petoro AS,54.00000,41361,1626839,9999-12-31,2013-05-08
128 B,Eni Norge AS,6.90000,41361,2388594,9999-12-31,2013-05-08
128 B,Statoil Petroleum AS,39.10000,41361,17237817,9999-12-31,2013-05-08
132,Faroe Petroleum Norge AS,7.50000,21868,4062883,9999-12-31,2013-05-08
132,Statoil Petroleum AS,20.00000,21868,17237817,9999-12-31,2013-05-08
132,GDF SUEZ E&P Norge AS,40.00000,21868,5267845,9999-12-31,2013-05-08
132,E.ON E&P Norge AS,30.00000,21868,21631209,9999-12-31,2013-05-08
132,VNG Norge AS,2.50000,21868,17237193,9999-12-31,2013-05-08
134,Total E&P Norge AS,10.00000,21884,2410708,9999-12-31,2013-05-08
134,Eni Norge AS,30.00000,21884,2388594,9999-12-31,2013-05-08
134,Statoil Petroleum AS,46.45000,21884,17237817,9999-12-31,2013-05-08
134,Petoro AS,13.55000,21884,1626839,9999-12-31,2013-05-08
134 B,Total E&P Norge AS,6.00000,1025257,2410708,9999-12-31,2013-05-08
134 B,Statoil Petroleum AS,64.00000,1025257,17237817,9999-12-31,2013-05-08
134 B,Eni Norge AS,30.00000,1025257,2388594,9999-12-31,2013-05-08
134 C,Total E&P Norge AS,6.00000,3812006,2410708,9999-12-31,2013-05-08
134 C,Eni Norge AS,30.00000,3812006,2388594,9999-12-31,2013-05-08
134 C,Statoil Petroleum AS,64.00000,3812006,17237817,9999-12-31,2013-05-08
143,BG Norge AS,40.00000,21956,2747354,9999-12-31,2013-05-08
143,Talisman Energy Norge AS,10.00000,21956,2425093,9999-12-31,2013-05-08
143,ConocoPhillips Skandinavia AS,50.00000,21956,2410696,9999-12-31,2013-05-08
143 BS,Talisman Energy Norge AS,100.00000,2424891,2425093,9999-12-31,2013-05-08
145,Eni Norge AS,20.00000,21972,2388594,9999-12-31,2013-05-08
145,ConocoPhillips Skandinavia AS,80.00000,21972,2410696,9999-12-31,2013-05-08
146,Total E&P Norge AS,22.20000,21980,2410708,9999-12-31,2013-05-08
146,Statoil Petroleum AS,77.80000,21980,17237817,9999-12-31,2013-05-08
147,Bayerngas Norge AS,50.00000,21988,4444493,9999-12-31,2013-05-08
147,DONG E&P Norge AS,50.00000,21988,4070011,9999-12-31,2013-05-08
148,Lundin Norway AS,90.00000,21996,2767314,9999-12-31,2013-05-08
148,Talisman Energy Norge AS,10.00000,21996,2425093,9999-12-31,2013-05-08
150,Marathon Oil Norge AS,65.00000,22012,20485291,9999-12-31,2013-05-08
150,Lundin Norway AS,35.00000,22012,2767314,9999-12-31,2013-05-08
150 B,Lundin Norway AS,35.00000,20108072,2767314,9999-12-31,2013-05-08
150 B,Marathon Oil Norge AS,65.00000,20108072,20485291,9999-12-31,2013-05-08
152,Statoil Petroleum AS,70.00000,22028,17237817,9999-12-31,2013-05-08
152,Petoro AS,30.00000,22028,1626839,9999-12-31,2013-05-08
153,Petoro AS,30.00000,22036,1626839,9999-12-31,2013-05-08
153,GDF SUEZ E&P Norge AS,30.00000,22036,5267845,9999-12-31,2013-05-08
153,Statoil Petroleum AS,20.00000,22036,17237817,9999-12-31,2013-05-08
153,RWE Dea Norge AS,8.00000,22036,97557,9999-12-31,2013-05-08
153,A/S Norske Shell,12.00000,22036,562,9999-12-31,2013-05-08
153 B,Petoro AS,30.00000,4918242,1626839,9999-12-31,2013-05-08
153 B,RWE Dea Norge AS,8.00000,4918242,97557,9999-12-31,2013-05-08
153 B,A/S Norske Shell,12.00000,4918242,562,9999-12-31,2013-05-08
153 B,GDF SUEZ E&P Norge AS,30.00000,4918242,5267845,9999-12-31,2013-05-08
153 B,Statoil Petroleum AS,20.00000,4918242,17237817,9999-12-31,2013-05-08
158,A/S Norske Shell,44.56000,22076,562,9999-12-31,2013-05-08
158,Chevron Norge AS,7.56000,22076,3488906,9999-12-31,2013-05-08
158,Petoro AS,47.88000,22076,1626839,9999-12-31,2013-05-08
159,E.ON E&P Norge AS,40.00000,22084,21631209,9999-12-31,2013-05-08
159,Statoil Petroleum AS,60.00000,22084,17237817,9999-12-31,2013-05-08
159 B,Statoil Petroleum AS,85.00000,2819945,17237817,9999-12-31,2013-05-08
159 B,DONG E&P Norge AS,15.00000,2819945,4070011,9999-12-31,2013-05-08
159 C,Statoil Petroleum AS,60.00000,4939362,17237817,9999-12-31,2013-05-08
159 C,E.ON E&P Norge AS,40.00000,4939362,21631209,9999-12-31,2013-05-08
159 D,Statoil Petroleum AS,60.00000,4939421,17237817,9999-12-31,2013-05-08
159 D,E.ON E&P Norge AS,40.00000,4939421,21631209,9999-12-31,2013-05-08
167,Statoil Petroleum AS,80.00000,22148,17237817,9999-12-31,2013-05-08
167,Lundin Norway AS,20.00000,22148,2767314,9999-12-31,2013-05-08
167 B,Statoil Petroleum AS,80.00000,2407874,17237817,9999-12-31,2013-05-08
167 B,Lundin Norway AS,20.00000,2407874,2767314,9999-12-31,2013-05-08
169,Statoil Petroleum AS,57.00000,22164,17237817,9999-12-31,2013-05-08
169,ExxonMobil Exploration & Production Norway AS,13.00000,22164,2835212,9999-12-31,2013-05-08
169,Petoro AS,30.00000,22164,1626839,9999-12-31,2013-05-08
169 B1,Petoro AS,37.50000,1030964,1626839,9999-12-31,2013-05-08
169 B1,ExxonMobil Exploration & Production Norway AS,7.00000,1030964,2835212,9999-12-31,2013-05-08
169 B1,Statoil Petroleum AS,47.50000,1030964,17237817,9999-12-31,2013-05-08
169 B1,ConocoPhillips Skandinavia AS,8.00000,1030964,2410696,9999-12-31,2013-05-08
169 B2,ExxonMobil Exploration & Production Norway AS,10.00000,1031002,2835212,9999-12-31,2013-05-08
169 B2,Statoil Petroleum AS,47.50000,1031002,17237817,9999-12-31,2013-05-08
169 B2,Petoro AS,30.00000,1031002,1626839,9999-12-31,2013-05-08
169 B2,ConocoPhillips Skandinavia AS,12.50000,1031002,2410696,9999-12-31,2013-05-08
169 C,Petoro AS,50.00000,5479914,1626839,9999-12-31,2013-05-08
169 C,Det norske oljeselskap ASA,50.00000,5479914,17342870,9999-12-31,2013-05-08
169 D,ExxonMobil Exploration & Production Norway AS,13.00000,17320383,2835212,9999-12-31,2013-05-08
169 D,Petoro AS,30.00000,17320383,1626839,9999-12-31,2013-05-08
169 D,Statoil Petroleum AS,57.00000,17320383,17237817,9999-12-31,2013-05-08
169 E,ExxonMobil Exploration & Production Norway AS,13.00000,21124742,2835212,9999-12-31,2013-05-08
169 E,Faroe Petroleum Norge AS,30.00000,21124742,4062883,9999-12-31,2013-05-08
169 E,Statoil Petroleum AS,57.00000,21124742,17237817,9999-12-31,2013-05-08
171 B,Statoil Petroleum AS,49.30000,1333384,17237817,9999-12-31,2013-05-08
171 B,Petoro AS,33.60000,1333384,1626839,9999-12-31,2013-05-08
171 B,Total E&P Norge AS,14.70000,1333384,2410708,9999-12-31,2013-05-08
171 B,ConocoPhillips Skandinavia AS,2.40000,1333384,2410696,9999-12-31,2013-05-08
176,Chevron Norge AS,7.56000,22220,3488906,9999-12-31,2013-05-08
176,Petoro AS,47.88000,22220,1626839,9999-12-31,2013-05-08
176,A/S Norske Shell,44.56000,22220,562,9999-12-31,2013-05-08
185,Statoil Petroleum AS,32.60000,22292,17237817,9999-12-31,2013-05-08
185,Core Energy AS,13.20000,22292,20460080,9999-12-31,2013-05-08
185,Talisman Energy Norge AS,34.90800,22292,2425093,9999-12-31,2013-05-08
185,Faroe Petroleum Norge AS,13.40000,22292,4062883,9999-12-31,2013-05-08
185,VNG Norge AS,3.20000,22292,17237193,9999-12-31,2013-05-08
185,Tullow Oil Norge AS,2.69200,22292,23173852,2013-02-21,2013-05-08
187,GDF SUEZ E&P Norge AS,25.00000,22308,5267845,9999-12-31,2013-05-08
187,Statoil Petroleum AS,75.00000,22308,17237817,9999-12-31,2013-05-08
190,Statoil Petroleum AS,40.00000,22332,17237817,9999-12-31,2013-05-08
190,Total E&P Norge AS,10.00000,22332,2410708,9999-12-31,2013-05-08
190,Petoro AS,50.00000,22332,1626839,9999-12-31,2013-05-08
190 B,Petoro AS,40.00000,22813207,1626839,9999-12-31,2013-05-08
190 B,Total E&P Norge AS,10.00000,22813207,2410708,9999-12-31,2013-05-08
190 B,Statoil Petroleum AS,50.00000,22813207,17237817,9999-12-31,2013-05-08
193,Statoil Petroleum AS,39.55000,22356,17237817,9999-12-31,2013-05-08
193,Petoro AS,30.00000,22356,1626839,9999-12-31,2013-05-08
193,Total E&P Norge AS,5.00000,22356,2410708,9999-12-31,2013-05-08
193,Enterprise Oil Norge AS,6.45000,22356,1853786,9999-12-31,2013-05-08
193,Centrica Resources (Norge) AS,19.00000,22356,4238233,9999-12-31,2013-05-08
193 B,Centrica Resources (Norge) AS,13.00000,5107611,4238233,9999-12-31,2013-05-08
193 B,Petoro AS,30.00000,5107611,1626839,9999-12-31,2013-05-08
193 B,Enterprise Oil Norge AS,6.45000,5107611,1853786,9999-12-31,2013-05-08
193 B,Statoil Petroleum AS,50.55000,5107611,17237817,9999-12-31,2013-05-08
193 C,Centrica Resources (Norge) AS,19.00000,20108409,4238233,9999-12-31,2013-05-08
193 C,Petoro AS,30.00000,20108409,1626839,9999-12-31,2013-05-08
193 C,Total E&P Norge AS,5.00000,20108409,2410708,9999-12-31,2013-05-08
193 C,Enterprise Oil Norge AS,6.45000,20108409,1853786,9999-12-31,2013-05-08
193 C,Statoil Petroleum AS,39.55000,20108409,17237817,9999-12-31,2013-05-08
193 D,Centrica Resources (Norge) AS,13.00000,21349950,4238233,9999-12-31,2013-05-08
193 D,Petoro AS,30.00000,21349950,1626839,9999-12-31,2013-05-08
193 D,Statoil Petroleum AS,50.55000,21349950,17237817,9999-12-31,2013-05-08
193 D,Enterprise Oil Norge AS,6.45000,21349950,1853786,9999-12-31,2013-05-08
195,RWE Dea Norge AS,25.00000,22372,97557,9999-12-31,2013-05-08
195,Statoil Petroleum AS,40.00000,22372,17237817,9999-12-31,2013-05-08
195,Petoro AS,35.00000,22372,1626839,9999-12-31,2013-05-08
195 B,Petoro AS,35.00000,3812021,1626839,9999-12-31,2013-05-08
195 B,RWE Dea Norge AS,25.00000,3812021,97557,9999-12-31,2013-05-08
195 B,Statoil Petroleum AS,40.00000,3812021,17237817,9999-12-31,2013-05-08
199,Total E&P Norge AS,6.00000,22404,2410708,9999-12-31,2013-05-08
199,ExxonMobil Exploration & Production Norway AS,15.00000,22404,2835212,9999-12-31,2013-05-08
199,Statoil Petroleum AS,52.00000,22404,17237817,9999-12-31,2013-05-08
199,Petoro AS,27.00000,22404,1626839,9999-12-31,2013-05-08
201,Eni Norge AS,66.67000,22420,2388594,9999-12-31,2013-05-08
201,Statoil Petroleum AS,33.33000,22420,17237817,9999-12-31,2013-05-08
203,Marathon Oil Norge AS,65.00000,22436,20485291,9999-12-31,2013-05-08
203,Lundin Norway AS,15.00000,22436,2767314,9999-12-31,2013-05-08
203,ConocoPhillips Skandinavia AS,20.00000,22436,2410696,9999-12-31,2013-05-08
203 B,Lundin Norway AS,15.00000,22813239,2767314,9999-12-31,2013-05-08
203 B,ConocoPhillips Skandinavia AS,20.00000,22813239,2410696,9999-12-31,2013-05-08
203 B,Marathon Oil Norge AS,65.00000,22813239,20485291,9999-12-31,2013-05-08
208,Petoro AS,30.00000,22476,1626839,9999-12-31,2013-05-08
208,A/S Norske Shell,25.00000,22476,562,9999-12-31,2013-05-08
208,DONG E&P Norge AS,45.00000,22476,4070011,9999-12-31,2013-05-08
209,ExxonMobil Exploration & Production Norway AS,10.00000,22484,2835212,9999-12-31,2013-05-08
209,A/S Norske Shell,15.00000,22484,562,9999-12-31,2013-05-08
209,Statoil Petroleum AS,40.00000,22484,17237817,9999-12-31,2013-05-08
209,Petoro AS,35.00000,22484,1626839,9999-12-31,2013-05-08
211,Maersk Oil Norway AS,30.00000,22500,4719674,2013-04-09,2013-05-08
211,Total E&P Norge AS,40.00000,22500,2410708,9999-12-31,2013-05-08
211,Eni Norge AS,30.00000,22500,2388594,9999-12-31,2013-05-08
211 B,Total E&P Norge AS,40.00000,4238638,2410708,9999-12-31,2013-05-08
211 B,Maersk Oil Norway AS,30.00000,4238638,4719674,2013-04-17,2013-05-08
211 B,Eni Norge AS,30.00000,4238638,2388594,9999-12-31,2013-05-08
212,Statoil Petroleum AS,30.00000,22508,17237817,9999-12-31,2013-05-08
212,PGNiG Norway AS,15.00000,22508,4505831,9999-12-31,2013-05-08
212,E.ON E&P Norge AS,25.00000,22508,21631209,9999-12-31,2013-05-08
212,BP Norge AS,30.00000,22508,2052695,9999-12-31,2013-05-08
212 B,PGNiG Norway AS,15.00000,2092275,4505831,9999-12-31,2013-05-08
212 B,E.ON E&P Norge AS,25.00000,2092275,21631209,9999-12-31,2013-05-08
212 B,Statoil Petroleum AS,30.00000,2092275,17237817,9999-12-31,2013-05-08
212 B,BP Norge AS,30.00000,2092275,2052695,9999-12-31,2013-05-08
212 E,PGNiG Norway AS,15.00000,4966902,4505831,9999-12-31,2013-05-08
212 E,E.ON E&P Norge AS,25.00000,4966902,21631209,9999-12-31,2013-05-08
212 E,Statoil Petroleum AS,30.00000,4966902,17237817,9999-12-31,2013-05-08
212 E,BP Norge AS,30.00000,4966902,2052695,9999-12-31,2013-05-08
218,ConocoPhillips Skandinavia AS,10.00000,22556,2410696,9999-12-31,2013-05-08
218,Statoil Petroleum AS,75.00000,22556,17237817,9999-12-31,2013-05-08
218,OMV (Norge) AS,15.00000,22556,4460594,9999-12-31,2013-05-08
218 B,OMV (Norge) AS,15.00000,20428874,4460594,9999-12-31,2013-05-08
218 B,ConocoPhillips Skandinavia AS,10.00000,20428874,2410696,9999-12-31,2013-05-08
218 B,Statoil Petroleum AS,75.00000,20428874,17237817,9999-12-31,2013-05-08
219,Eni Norge AS,50.00000,22564,2388594,9999-12-31,2013-05-08
219,Statoil Petroleum AS,25.00000,22564,17237817,9999-12-31,2013-05-08
219,Total E&P Norge AS,15.00000,22564,2410708,9999-12-31,2013-05-08
219,Enterprise Oil Norge AS,10.00000,22564,1853786,9999-12-31,2013-05-08
220,Eni Norge AS,15.00000,22572,2388594,9999-12-31,2013-05-08
220,Hess Norge AS,15.00000,22572,4038735,9999-12-31,2013-05-08
220,Statoil Petroleum AS,70.00000,22572,17237817,9999-12-31,2013-05-08
226,Statoil Petroleum AS,69.00000,22620,17237817,9999-12-31,2013-05-08
226,Eni Norge AS,31.00000,22620,2388594,9999-12-31,2013-05-08
226 B,Eni Norge AS,31.00000,20429377,2388594,9999-12-31,2013-05-08
226 B,Statoil Petroleum AS,69.00000,20429377,17237817,9999-12-31,2013-05-08
229,Eni Norge AS,65.00000,22644,2388594,9999-12-31,2013-05-08
229,Statoil Petroleum AS,35.00000,22644,17237817,9999-12-31,2013-05-08
229 B,Statoil Petroleum AS,35.00000,4461754,17237817,9999-12-31,2013-05-08
229 B,Eni Norge AS,65.00000,4461754,2388594,9999-12-31,2013-05-08
230,Statoil Petroleum AS,85.00000,22652,17237817,9999-12-31,2013-05-08
230,GDF SUEZ E&P Norge AS,15.00000,22652,5267845,9999-12-31,2013-05-08
237,Petoro AS,35.61000,41327,1626839,9999-12-31,2013-05-08
237,ExxonMobil Exploration & Production Norway AS,7.24000,41327,2835212,9999-12-31,2013-05-08
237,Total E&P Norge AS,7.68000,41327,2410708,9999-12-31,2013-05-08
237,Eni Norge AS,14.90000,41327,2388594,9999-12-31,2013-05-08
237,Statoil Petroleum AS,34.57000,41327,17237817,9999-12-31,2013-05-08
242,Det norske oljeselskap ASA,35.00000,102226,17342870,9999-12-31,2013-05-08
242,Statoil Petroleum AS,50.00000,102226,17237817,9999-12-31,2013-05-08
242,Bayerngas Norge AS,15.00000,102226,4444493,9999-12-31,2013-05-08
248,Statoil Petroleum AS,60.00000,102285,17237817,9999-12-31,2013-05-08
248,Petoro AS,40.00000,102285,1626839,9999-12-31,2013-05-08
248 B,Petoro AS,40.00000,3812058,1626839,9999-12-31,2013-05-08
248 B,Statoil Petroleum AS,60.00000,3812058,17237817,9999-12-31,2013-05-08
248 C,Petoro AS,40.00000,23297103,1626839,2013-05-01,2013-05-08
248 C,Statoil Petroleum AS,60.00000,23297103,17237817,2013-05-01,2013-05-08
249,Total E&P Norge AS,24.24300,102294,2410708,9999-12-31,2013-05-08
249,Centrica Resources (Norge) AS,75.75700,102294,4238233,9999-12-31,2013-05-08
250,ExxonMobil Exploration & Production Norway AS,5.91000,115537,2835212,9999-12-31,2013-05-08
250,DONG E&P Norge AS,9.44000,115537,4070011,9999-12-31,2013-05-08
250,Statoil Petroleum AS,23.65000,115537,17237817,9999-12-31,2013-05-08
250,A/S Norske Shell,16.00000,115537,562,9999-12-31,2013-05-08
250,Petoro AS,45.00000,115537,1626839,9999-12-31,2013-05-08
