ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,dateSyncNPD
610,GDF SUEZ E&P Norge AS,50.00000,20429259,5267845,9999-12-31,2013-05-08
610,Valiant Petroleum Norge AS,12.50000,20429259,21104529,9999-12-31,2013-05-08
611,Petoro AS,20.00000,20429303,1626839,9999-12-31,2013-05-08
611,Faroe Petroleum Norge AS,40.00000,20429303,4062883,9999-12-31,2013-05-08
611,Wintershall Norge AS,40.00000,20429303,21666830,9999-12-31,2013-05-08
612,Petoro AS,20.00000,20429462,1626839,9999-12-31,2013-05-08
612,Statoil Petroleum AS,30.00000,20429462,17237817,9999-12-31,2013-05-08
612,GDF SUEZ E&P Norge AS,50.00000,20429462,5267845,9999-12-31,2013-05-08
613,Edison International Norway Branch,25.00000,20429419,17237180,9999-12-31,2013-05-08
613,Det norske oljeselskap ASA,35.00000,20429419,17342870,9999-12-31,2013-05-08
613,DONG E&P Norge AS,40.00000,20429419,4070011,9999-12-31,2013-05-08
614,Idemitsu Petroleum Norge AS,40.00000,20429507,441,9999-12-31,2013-05-08
614,Statoil Petroleum AS,60.00000,20429507,17237817,9999-12-31,2013-05-08
615,Petoro AS,20.00000,20429544,1626839,9999-12-31,2013-05-08
615,OMV (Norge) AS,20.00000,20429544,4460594,9999-12-31,2013-05-08
615,ConocoPhillips Skandinavia AS,25.00000,20429544,2410696,9999-12-31,2013-05-08
615,Statoil Petroleum AS,35.00000,20429544,17237817,9999-12-31,2013-05-08
616,Skagen44 AS,15.00000,21561481,4510260,9999-12-31,2013-05-08
616,Noreco Norway AS,20.00000,21561481,22223020,9999-12-31,2013-05-08
616,Concedo ASA,20.00000,21561481,4460794,9999-12-31,2013-05-08
616,North Energy ASA,20.00000,21561481,18082156,9999-12-31,2013-05-08
616,Edison International Norway Branch,25.00000,21561481,17237180,9999-12-31,2013-05-08
617,Bridge Energy Norge AS,15.00000,21561629,18178215,9999-12-31,2013-05-08
617,Premier Oil Norge AS,35.00000,21561629,3482067,9999-12-31,2013-05-08
617,Valiant Petroleum Norge AS,50.00000,21561629,21104529,9999-12-31,2013-05-08
618,Petoro AS,20.00000,21561689,1626839,9999-12-31,2013-05-08
618,GDF SUEZ E&P Norge AS,20.00000,21561689,5267845,9999-12-31,2013-05-08
618,Total E&P Norge AS,60.00000,21561689,2410708,9999-12-31,2013-05-08
619,Tullow Oil Norge AS,20.00000,21560040,23173852,2013-02-20,2013-05-08
619,Det norske oljeselskap ASA,30.00000,21560040,17342870,9999-12-31,2013-05-08
619,Total E&P Norge AS,50.00000,21560040,2410708,9999-12-31,2013-05-08
620,Edison International Norway Branch,25.00000,21560115,17237180,9999-12-31,2013-05-08
620,Noreco Norway AS,25.00000,21560115,22223020,9999-12-31,2013-05-08
620,Faroe Petroleum Norge AS,50.00000,21560115,4062883,9999-12-31,2013-05-08
622,Maersk Oil Norway AS,40.00000,21560182,4719674,9999-12-31,2013-05-08
622,Premier Oil Norge AS,60.00000,21560182,3482067,9999-12-31,2013-05-08
623,Maersk Oil Norway AS,20.00000,21560239,4719674,9999-12-31,2013-05-08
623,Premier Oil Norge AS,20.00000,21560239,3482067,9999-12-31,2013-05-08
623,Bridge Energy Norge AS,20.00000,21560239,18178215,9999-12-31,2013-05-08
623,Talisman Energy Norge AS,40.00000,21560239,2425093,9999-12-31,2013-05-08
624,Wintershall Norge AS,15.00000,21560318,21666830,9999-12-31,2013-05-08
624,Noreco Norway AS,15.00000,21560318,22223020,9999-12-31,2013-05-08
624,DONG E&P Norge AS,20.00000,21560318,4070011,9999-12-31,2013-05-08
624,Statoil Petroleum AS,50.00000,21560318,17237817,9999-12-31,2013-05-08
625,Petoro AS,20.00000,21560380,1626839,9999-12-31,2013-05-08
625,Maersk Oil Norway AS,20.00000,21560380,4719674,9999-12-31,2013-05-08
625,Bayerngas Norge AS,20.00000,21560380,4444493,9999-12-31,2013-05-08
625,Lundin Norway AS,40.00000,21560380,2767314,9999-12-31,2013-05-08
626,Fortis Petroleum Norway AS,20.00000,21560418,18386334,9999-12-31,2013-05-08
626,Tullow Oil Norge AS,30.00000,21560418,23173852,2013-02-20,2013-05-08
626,Det norske oljeselskap ASA,50.00000,21560418,17342870,9999-12-31,2013-05-08
627,Faroe Petroleum Norge AS,20.00000,21560469,4062883,9999-12-31,2013-05-08
627,Det norske oljeselskap ASA,20.00000,21560469,17342870,9999-12-31,2013-05-08
627,Centrica Resources (Norge) AS,20.00000,21560469,4238233,9999-12-31,2013-05-08
627,Total E&P Norge AS,40.00000,21560469,2410708,9999-12-31,2013-05-08
628,Petoro AS,20.00000,21560616,1626839,9999-12-31,2013-05-08
628,Statoil Petroleum AS,80.00000,21560616,17237817,9999-12-31,2013-05-08
629,Faroe Petroleum Norge AS,20.00000,21560683,4062883,9999-12-31,2013-05-08
629,Centrica Resources (Norge) AS,20.00000,21560683,4238233,9999-12-31,2013-05-08
629,Concedo ASA,20.00000,21560683,4460794,9999-12-31,2013-05-08
629,Bridge Energy Norge AS,40.00000,21560683,18178215,9999-12-31,2013-05-08
630,GDF SUEZ E&P Norge AS,20.00000,21560745,5267845,9999-12-31,2013-05-08
630,Capricorn Norge AS,20.00000,21560745,23297570,2013-05-01,2013-05-08
630,Idemitsu Petroleum Norge AS,20.00000,21560745,441,9999-12-31,2013-05-08
630,Statoil Petroleum AS,40.00000,21560745,17237817,9999-12-31,2013-05-08
631,Fortis Petroleum Norway AS,10.00000,21560844,18386334,9999-12-31,2013-05-08
631,Bayerngas Norge AS,30.00000,21560844,4444493,9999-12-31,2013-05-08
631,Lundin Norway AS,60.00000,21560844,2767314,9999-12-31,2013-05-08
632,Capricorn Norge AS,40.00000,21560912,23297570,2013-05-01,2013-05-08
632,Statoil Petroleum AS,60.00000,21560912,17237817,9999-12-31,2013-05-08
633,Suncor Energy Norge AS,30.00000,21560982,20426420,9999-12-31,2013-05-08
633,Bayerngas Norge AS,30.00000,21560982,4444493,9999-12-31,2013-05-08
633,Wintershall Norge AS,40.00000,21560982,21666830,9999-12-31,2013-05-08
634,RWE Dea Norge AS,30.00000,21561057,97557,9999-12-31,2013-05-08
634,Noreco Norway AS,30.00000,21561057,22223020,9999-12-31,2013-05-08
634,GDF SUEZ E&P Norge AS,40.00000,21561057,5267845,9999-12-31,2013-05-08
635,RWE Dea Norge AS,20.00000,21561115,97557,9999-12-31,2013-05-08
635,VNG Norge AS,30.00000,21561115,17237193,9999-12-31,2013-05-08
635,Bayerngas Norge AS,50.00000,21561115,4444493,9999-12-31,2013-05-08
636,Tullow Oil Norge AS,20.00000,21561151,23173852,2013-02-20,2013-05-08
636,Idemitsu Petroleum Norge AS,30.00000,21561151,441,9999-12-31,2013-05-08
636,GDF SUEZ E&P Norge AS,50.00000,21561151,5267845,9999-12-31,2013-05-08
637,GDF SUEZ E&P Norge AS,20.00000,21561194,5267845,9999-12-31,2013-05-08
637,Talisman Energy Norge AS,30.00000,21561194,2425093,9999-12-31,2013-05-08
637,Suncor Energy Norge AS,50.00000,21561194,20426420,9999-12-31,2013-05-08
638,RWE Dea Norge AS,8.00000,21561239,97557,9999-12-31,2013-05-08
638,Wintershall Norge AS,16.00000,21561239,21666830,9999-12-31,2013-05-08
638,Petoro AS,20.00000,21561239,1626839,9999-12-31,2013-05-08
638,Idemitsu Petroleum Norge AS,20.00000,21561239,441,9999-12-31,2013-05-08
638,BG Norge AS,36.00000,21561239,2747354,9999-12-31,2013-05-08
639,Noreco Norway AS,15.00000,21559426,22223020,9999-12-31,2013-05-08
639,Bayerngas Norge AS,15.00000,21559426,4444493,9999-12-31,2013-05-08
639,Petoro AS,20.00000,21559426,1626839,9999-12-31,2013-05-08
639,Lundin Norway AS,20.00000,21559426,2767314,9999-12-31,2013-05-08
639,Tullow Oil Norge AS,30.00000,21559426,23173852,2013-02-20,2013-05-08
640,Repsol Exploration Norge AS,40.00000,21559488,17237506,9999-12-31,2013-05-08
640,Talisman Energy Norge AS,60.00000,21559488,2425093,9999-12-31,2013-05-08
641,Lundin Norway AS,30.00000,21559540,2767314,9999-12-31,2013-05-08
641,VNG Norge AS,70.00000,21559540,17237193,9999-12-31,2013-05-08
642,Petoro AS,20.00000,21559610,1626839,9999-12-31,2013-05-08
642,Tullow Oil Norge AS,20.00000,21559610,23173852,2013-02-20,2013-05-08
642,OMV (Norge) AS,20.00000,21559610,4460594,9999-12-31,2013-05-08
642,Repsol Exploration Norge AS,40.00000,21559610,17237506,9999-12-31,2013-05-08
643,Edison International Norway Branch,30.00000,21561387,17237180,9999-12-31,2013-05-08
643,Lotos Exploration and Production Norge AS,30.00000,21561387,5064434,9999-12-31,2013-05-08
643,VNG Norge AS,40.00000,21561387,17237193,9999-12-31,2013-05-08
644,Skagen44 AS,10.00000,21559648,4510260,9999-12-31,2013-05-08
644,Faroe Petroleum Norge AS,20.00000,21559648,4062883,9999-12-31,2013-05-08
644,Centrica Resources (Norge) AS,20.00000,21559648,4238233,9999-12-31,2013-05-08
644,Repsol Exploration Norge AS,20.00000,21559648,17237506,9999-12-31,2013-05-08
644,OMV (Norge) AS,30.00000,21559648,4460594,9999-12-31,2013-05-08
645,Skagen44 AS,10.00000,21559709,4510260,9999-12-31,2013-05-08
645,Centrica Resources (Norge) AS,40.00000,21559709,4238233,9999-12-31,2013-05-08
645,Faroe Petroleum Norge AS,50.00000,21559709,4062883,9999-12-31,2013-05-08
646,Noreco Norway AS,20.00000,21559761,22223020,9999-12-31,2013-05-08
646,PGNiG Norway AS,20.00000,21559761,4505831,9999-12-31,2013-05-08
646,Lundin Norway AS,20.00000,21559761,2767314,9999-12-31,2013-05-08
646,Wintershall Norge AS,40.00000,21559761,21666830,9999-12-31,2013-05-08
647,RWE Dea Norge AS,30.00000,21559805,97557,9999-12-31,2013-05-08
647,Premier Oil Norge AS,30.00000,21559805,3482067,9999-12-31,2013-05-08
647,Maersk Oil Norway AS,40.00000,21559805,4719674,9999-12-31,2013-05-08
648 S,OMV (Norge) AS,50.00000,21559877,4460594,9999-12-31,2013-05-08
648 S,PGNiG Norway AS,50.00000,21559877,4505831,9999-12-31,2013-05-08
649,Dana Petroleum Norway AS,30.00000,21559950,4526555,9999-12-31,2013-05-08
649,Maersk Oil Norway AS,30.00000,21559950,4719674,9999-12-31,2013-05-08
649,VNG Norge AS,40.00000,21559950,17237193,9999-12-31,2013-05-08
650,Statoil Petroleum AS,40.00000,21559201,17237817,9999-12-31,2013-05-08
650,E.ON E&P Norge AS,60.00000,21559201,21631209,9999-12-31,2013-05-08
651,Dana Petroleum Norway AS,25.00000,21559146,4526555,9999-12-31,2013-05-08
651,Tullow Oil Norge AS,35.00000,21559146,23173852,2013-02-20,2013-05-08
651,E.ON E&P Norge AS,40.00000,21559146,21631209,9999-12-31,2013-05-08
653,Marathon Oil Norge AS,30.00000,21559076,20485291,9999-12-31,2013-05-08
653,Lundin Norway AS,30.00000,21559076,2767314,9999-12-31,2013-05-08
653,RWE Dea Norge AS,40.00000,21559076,97557,9999-12-31,2013-05-08
654,Marathon Oil Norge AS,30.00000,21559027,20485291,9999-12-31,2013-05-08
654,Lundin Norway AS,30.00000,21559027,2767314,9999-12-31,2013-05-08
654,RWE Dea Norge AS,40.00000,21559027,97557,9999-12-31,2013-05-08
655,VNG Norge AS,20.00000,21558998,17237193,9999-12-31,2013-05-08
655,Centrica Resources (Norge) AS,20.00000,21558998,4238233,9999-12-31,2013-05-08
655,Lotos Exploration and Production Norge AS,30.00000,21558998,5064434,9999-12-31,2013-05-08
655,Wintershall Norge AS,30.00000,21558998,21666830,9999-12-31,2013-05-08
656,North Energy ASA,10.00000,21558940,18082156,9999-12-31,2013-05-08
656,Petoro AS,20.00000,21558940,1626839,9999-12-31,2013-05-08
656,Repsol Exploration Norge AS,20.00000,21558940,17237506,9999-12-31,2013-05-08
656,DONG E&P Norge AS,20.00000,21558940,4070011,9999-12-31,2013-05-08
656,E.ON E&P Norge AS,30.00000,21558940,21631209,9999-12-31,2013-05-08
657,Petoro AS,20.00000,21558872,1626839,9999-12-31,2013-05-08
657,Eni Norge AS,80.00000,21558872,2388594,9999-12-31,2013-05-08
658,Repsol Exploration Norge AS,50.00000,21558820,17237506,9999-12-31,2013-05-08
658,DONG E&P Norge AS,50.00000,21558820,4070011,9999-12-31,2013-05-08
659,Rocksource Exploration Norway AS,5.00000,21558636,22528729,9999-12-31,2013-05-08
659,Tullow Oil Norge AS,10.00000,21558636,23173852,2013-02-20,2013-05-08
659,Lundin Norway AS,20.00000,21558636,2767314,9999-12-31,2013-05-08
659,Petoro AS,30.00000,21558636,1626839,9999-12-31,2013-05-08
659,Det norske oljeselskap ASA,30.00000,21558636,17342870,9999-12-31,2013-05-08
659,Valiant Petroleum Norge AS,5.00000,21558636,21104529,9999-12-31,2013-05-08
660,Petoro AS,20.00000,22815555,1626839,9999-12-31,2013-05-08
660,Centrica Resources (Norge) AS,20.00000,22815555,4238233,9999-12-31,2013-05-08
660,Maersk Oil Norway AS,25.00000,22815555,4719674,9999-12-31,2013-05-08
660,Faroe Petroleum Norge AS,35.00000,22815555,4062883,9999-12-31,2013-05-08
661,Statoil Petroleum AS,40.00000,22815589,17237817,9999-12-31,2013-05-08
661,Total E&P Norge AS,60.00000,22815589,2410708,9999-12-31,2013-05-08
662,Statoil Petroleum AS,40.00000,22815632,17237817,9999-12-31,2013-05-08
662,Total E&P Norge AS,60.00000,22815632,2410708,9999-12-31,2013-05-08
663,Fortis Petroleum Norway AS,10.00000,22815661,18386334,9999-12-31,2013-05-08
663,Petoro AS,20.00000,22815661,1626839,9999-12-31,2013-05-08
663,Premier Oil Norge AS,20.00000,22815661,3482067,9999-12-31,2013-05-08
663,Bayerngas Norge AS,20.00000,22815661,4444493,9999-12-31,2013-05-08
663,Det norske oljeselskap ASA,30.00000,22815661,17342870,9999-12-31,2013-05-08
664 S,Valiant Petroleum Norge AS,20.00000,22815702,21104529,9999-12-31,2013-05-08
664 S,DONG E&P Norge AS,30.00000,22815702,4070011,9999-12-31,2013-05-08
664 S,Talisman Energy Norge AS,50.00000,22815702,2425093,9999-12-31,2013-05-08
665 S,Centrica Resources (Norge) AS,20.00000,22815738,4238233,9999-12-31,2013-05-08
665 S,Capricorn Norge AS,20.00000,22815738,23297570,2013-05-01,2013-05-08
665 S,Valiant Petroleum Norge AS,20.00000,22815738,21104529,9999-12-31,2013-05-08
665 S,Faroe Petroleum Norge AS,40.00000,22815738,4062883,9999-12-31,2013-05-08
666,Tullow Oil Norge AS,30.00000,22815785,23173852,9999-12-31,2013-05-08
666,Faroe Petroleum Norge AS,30.00000,22815785,4062883,9999-12-31,2013-05-08
666,Centrica Resources (Norge) AS,40.00000,22815785,4238233,9999-12-31,2013-05-08
667,Tullow Oil Norge AS,20.00000,22815830,23173852,9999-12-31,2013-05-08
667,Det norske oljeselskap ASA,30.00000,22815830,17342870,9999-12-31,2013-05-08
667,Total E&P Norge AS,50.00000,22815830,2410708,9999-12-31,2013-05-08
668,Tullow Oil Norge AS,30.00000,22815873,23173852,9999-12-31,2013-05-08
668,Faroe Petroleum Norge AS,30.00000,22815873,4062883,9999-12-31,2013-05-08
668,Centrica Resources (Norge) AS,40.00000,22815873,4238233,9999-12-31,2013-05-08
669,Explora Petroleum AS,30.00000,22815914,22223266,9999-12-31,2013-05-08
669,Centrica Resources (Norge) AS,30.00000,22815914,4238233,9999-12-31,2013-05-08
669,DONG E&P Norge AS,40.00000,22815914,4070011,9999-12-31,2013-05-08
670,Concedo ASA,20.00000,22815949,4460794,9999-12-31,2013-05-08
670,Centrica Resources (Norge) AS,25.00000,22815949,4238233,9999-12-31,2013-05-08
670,Faroe Petroleum Norge AS,25.00000,22815949,4062883,9999-12-31,2013-05-08
670,Tullow Oil Norge AS,30.00000,22815949,23173852,9999-12-31,2013-05-08
671,Explora Petroleum AS,40.00000,22816003,22223266,9999-12-31,2013-05-08
671,Maersk Oil Norway AS,60.00000,22816003,4719674,9999-12-31,2013-05-08
672,Fortis Petroleum Norway AS,25.00000,22816061,18386334,9999-12-31,2013-05-08
672,Det norske oljeselskap ASA,25.00000,22816061,17342870,9999-12-31,2013-05-08
672,Talisman Energy Norge AS,50.00000,22816061,2425093,9999-12-31,2013-05-08
673,Lundin Norway AS,60.00000,22816103,2767314,9999-12-31,2013-05-08
673,VNG Norge AS,40.00000,22816103,17237193,9999-12-31,2013-05-08
674,Petrolia Norway AS,50.00000,22816134,21593704,9999-12-31,2013-05-08
674,E.ON E&P Norge AS,50.00000,22816134,21631209,9999-12-31,2013-05-08
675,Total E&P Norge AS,40.00000,22816217,2410708,9999-12-31,2013-05-08
675,Statoil Petroleum AS,60.00000,22816217,17237817,9999-12-31,2013-05-08
676 S,Petoro AS,20.00000,22816262,1626839,9999-12-31,2013-05-08
676 S,Total E&P Norge AS,20.00000,22816262,2410708,9999-12-31,2013-05-08
676 S,Det norske oljeselskap ASA,20.00000,22816262,17342870,9999-12-31,2013-05-08
676 S,Faroe Petroleum Norge AS,40.00000,22816262,4062883,9999-12-31,2013-05-08
677,Fortis Petroleum Norway AS,40.00000,22816357,18386334,9999-12-31,2013-05-08
677,Det norske oljeselskap ASA,60.00000,22816357,17342870,9999-12-31,2013-05-08
678 S,Fortis Petroleum Norway AS,20.00000,22816406,18386334,9999-12-31,2013-05-08
678 S,Lundin Norway AS,20.00000,22816406,2767314,9999-12-31,2013-05-08
678 S,Det norske oljeselskap ASA,25.00000,22816406,17342870,9999-12-31,2013-05-08
678 S,Wintershall Norge AS,35.00000,22816406,21666830,9999-12-31,2013-05-08
679 S,E.ON E&P Norge AS,40.00000,22816484,21631209,9999-12-31,2013-05-08
679 S,BG Norge AS,60.00000,22816484,2747354,9999-12-31,2013-05-08
680,Concedo ASA,40.00000,22816583,4460794,9999-12-31,2013-05-08
680,Tullow Oil Norge AS,60.00000,22816583,23173852,9999-12-31,2013-05-08
681,Petoro AS,20.00000,22816639,1626839,9999-12-31,2013-05-08
681,Det norske oljeselskap ASA,16.00000,22816639,17342870,9999-12-31,2013-05-08
681,Tullow Oil Norge AS,64.00000,22816639,23173852,9999-12-31,2013-05-08
682,Petoro AS,20.00000,22816685,1626839,9999-12-31,2013-05-08
682,Capricorn Norge AS,10.00000,22816685,23297570,2013-05-01,2013-05-08
682,RWE Dea Norge AS,20.00000,22816685,97557,9999-12-31,2013-05-08
682,Statoil Petroleum AS,20.00000,22816685,17237817,9999-12-31,2013-05-08
682,Bayerngas Norge AS,30.00000,22816685,4444493,9999-12-31,2013-05-08
683,Bayerngas Norge AS,40.00000,22816753,4444493,9999-12-31,2013-05-08
683,Wintershall Norge AS,60.00000,22816753,21666830,9999-12-31,2013-05-08
684,Petoro AS,30.00000,22816794,1626839,9999-12-31,2013-05-08
684,Total E&P Norge AS,5.00000,22816794,2410708,9999-12-31,2013-05-08
684,Enterprise Oil Norge AS,6.45000,22816794,1853786,9999-12-31,2013-05-08
684,Centrica Resources (Norge) AS,19.00000,22816794,4238233,9999-12-31,2013-05-08
684,Statoil Petroleum AS,39.55000,22816794,17237817,9999-12-31,2013-05-08
685,Petoro AS,20.00000,22820468,1626839,9999-12-31,2013-05-08
685,Lundin Norway AS,20.00000,22820468,2767314,9999-12-31,2013-05-08
685,Bayerngas Norge AS,20.00000,22820468,4444493,9999-12-31,2013-05-08
685,Total E&P Norge AS,40.00000,22820468,2410708,9999-12-31,2013-05-08
686,Petoro AS,20.00000,22820521,1626839,9999-12-31,2013-05-08
686,Idemitsu Petroleum Norge AS,20.00000,22820521,441,9999-12-31,2013-05-08
686,GDF SUEZ E&P Norge AS,20.00000,22820521,5267845,9999-12-31,2013-05-08
686,A/S Norske Shell,40.00000,22820521,562,9999-12-31,2013-05-08
687,Petoro AS,20.00000,22820550,1626839,9999-12-31,2013-05-08
687,GDF SUEZ E&P Norge AS,20.00000,22820550,5267845,9999-12-31,2013-05-08
687,Explora Petroleum AS,20.00000,22820550,22223266,9999-12-31,2013-05-08
687,VNG Norge AS,40.00000,22820550,17237193,9999-12-31,2013-05-08
688,BG Norge AS,50.00000,22820588,2747354,9999-12-31,2013-05-08
688,E.ON E&P Norge AS,50.00000,22820588,21631209,9999-12-31,2013-05-08
689,Svenska Petroleum Exploration AS,20.00000,22820628,738,9999-12-31,2013-05-08
689,Tullow Oil Norge AS,20.00000,22820628,23173852,9999-12-31,2013-05-08
689,Bayerngas Norge AS,20.00000,22820628,4444493,9999-12-31,2013-05-08
689,DONG E&P Norge AS,40.00000,22820628,4070011,9999-12-31,2013-05-08
690,Bayerngas Norge AS,30.00000,22820657,4444493,9999-12-31,2013-05-08
690,Svenska Petroleum Exploration AS,30.00000,22820657,738,9999-12-31,2013-05-08
690,Bridge Energy Norge AS,40.00000,22820657,18178215,9999-12-31,2013-05-08
691,Statoil Petroleum AS,30.00000,22820684,17237817,9999-12-31,2013-05-08
691,Faroe Petroleum Norge AS,30.00000,22820684,4062883,9999-12-31,2013-05-08
691,Centrica Resources (Norge) AS,40.00000,22820684,4238233,9999-12-31,2013-05-08
692,Edison International Norway Branch,30.00000,22820715,17237180,9999-12-31,2013-05-08
692,Skagen44 AS,30.00000,22820715,4510260,9999-12-31,2013-05-08
692,Repsol Exploration Norge AS,40.00000,22820715,17237506,9999-12-31,2013-05-08
693,Skagen44 AS,15.00000,22820761,4510260,9999-12-31,2013-05-08
693,North Energy ASA,15.00000,22820761,18082156,9999-12-31,2013-05-08
693,Edison International Norway Branch,30.00000,22820761,17237180,9999-12-31,2013-05-08
693,OMV (Norge) AS,40.00000,22820761,4460594,9999-12-31,2013-05-08
694,Petoro AS,20.00000,22820804,1626839,9999-12-31,2013-05-08
694,Marathon Oil Norge AS,20.00000,22820804,20485291,9999-12-31,2013-05-08
694,Lundin Norway AS,20.00000,22820804,2767314,9999-12-31,2013-05-08
694,RWE Dea Norge AS,40.00000,22820804,97557,9999-12-31,2013-05-08
695,Petoro AS,20.00000,22820851,1626839,9999-12-31,2013-05-08
695,Tullow Oil Norge AS,40.00000,22820851,23173852,2013-02-23,2013-05-08
695,Lundin Norway AS,40.00000,22820851,2767314,9999-12-31,2013-05-08
696,Petoro AS,20.00000,22820904,1626839,9999-12-31,2013-05-08
696,Eni Norge AS,30.00000,22820904,2388594,9999-12-31,2013-05-08
696,Statoil Petroleum AS,50.00000,22820904,17237817,9999-12-31,2013-05-08
697,Statoil Petroleum AS,35.00000,22821005,17237817,9999-12-31,2013-05-08
697,Eni Norge AS,65.00000,22821005,2388594,9999-12-31,2013-05-08
698,Petoro AS,36.47500,22821040,1626839,9999-12-31,2013-05-08
698,StatoilHydro Petroleum AS,28.91690,22821040,4511658,9999-12-31,2013-05-08
698,ExxonMobil Exploration & Production Norway AS,7.22860,22821040,2835212,9999-12-31,2013-05-08
698,DONG E&P Norge AS,10.34200,22821040,4070011,9999-12-31,2013-05-08
698,A/S Norske Shell,17.03750,22821040,562,9999-12-31,2013-05-08
699,Petoro AS,36.47500,22821109,1626839,9999-12-31,2013-05-08
699,Statoil Petroleum AS,28.91690,22821109,17237817,9999-12-31,2013-05-08
699,ExxonMobil Exploration & Production Norway AS,7.22860,22821109,2835212,9999-12-31,2013-05-08
699,DONG E&P Norge AS,10.34200,22821109,4070011,9999-12-31,2013-05-08
699,A/S Norske Shell,17.03750,22821109,562,9999-12-31,2013-05-08
700,VNG Norge AS,20.00000,22821177,17237193,9999-12-31,2013-05-08
700,GDF SUEZ E&P Norge AS,20.00000,22821177,5267845,9999-12-31,2013-05-08
700,Bayerngas Norge AS,20.00000,22821177,4444493,9999-12-31,2013-05-08
700,Lundin Norway AS,40.00000,22821177,2767314,9999-12-31,2013-05-08
701,GDF SUEZ E&P Norge AS,30.00000,23180841,5267845,9999-12-31,2013-05-08
701,Tullow Oil Norge AS,30.00000,23180841,23173852,9999-12-31,2013-05-08
701,Norwegian Energy Company ASA,40.00000,23180841,4530695,9999-12-31,2013-05-08
