seaName,seaPlanFromDate,seaNpdidSurvey,seaStatus,seaGeographicalArea,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaPlanToDate,seaDateStarting,seaDateFinalized,seaCdpTotalKm,seaBoatTotalKm,sea3DKm2,seaSampling,seaShallowDrilling,seaGeotechnical,dateSyncNPD
ST9807,1998-01-01,3954,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1998-12-31,1998-01-01,1998-12-31,41832,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9811,1998-01-01,3955,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1998-12-31,1998-01-01,1998-12-31,1638,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9811-1001,1998-01-01,3956,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1998-12-31,1998-01-01,1998-12-31,786,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9811-4001,1998-01-01,3957,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1998-12-31,1998-01-01,1998-12-31,818,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9818,1998-01-01,3958,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1998-12-31,1998-01-01,1998-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
STREAMER-TEST-98,1998-01-01,3959,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1998-12-31,1998-01-01,1998-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
TQ-34/12,1998-01-01,3960,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,WesternGeco AS,1998-12-31,1998-01-01,1998-12-31,54959,NULL,NULL,NULL,NULL,NULL,2013-05-08
TT98,1998-01-01,3961,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1998-12-31,1998-01-01,1998-12-31,581,NULL,NULL,NULL,NULL,NULL,2013-05-08
UGX98,1998-01-01,3962,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1998-12-31,1998-01-01,1998-12-31,1006,NULL,NULL,NULL,NULL,NULL,2013-05-08
UHN98,1998-01-01,3963,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1998-12-31,1998-01-01,1998-12-31,137870,NULL,NULL,NULL,NULL,NULL,2013-05-08
V2M98,1998-01-01,3964,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,PGS NOPEC A/S,1998-12-31,1998-01-01,1998-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
VGNT98,1998-01-01,3965,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1998-12-31,1998-01-01,1998-12-31,896,NULL,NULL,NULL,NULL,NULL,2013-05-08
ANO9706,1997-01-01,3842,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Amoco Norway Oil Company,1997-12-31,1997-01-01,1997-12-31,14892,NULL,NULL,NULL,NULL,NULL,2013-05-08
CGG-ORYX UK 9/5,1997-01-01,3844,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,CGG NORGE A/S,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
E97IE06,1997-01-01,3845,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Enterprise Oil Norge AS,1997-12-31,1997-01-01,1997-12-31,133,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL9701,1997-01-01,3846,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1997-12-31,1997-01-01,1997-12-31,2751,NULL,NULL,NULL,NULL,NULL,2013-05-08
FBI97,1997-01-01,3847,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
GSP97,1997-01-01,3848,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1997-12-31,1997-01-01,1997-12-31,3640,NULL,NULL,NULL,NULL,NULL,2013-05-08
HT97,1997-01-01,3849,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,1768,NULL,NULL,NULL,NULL,NULL,2013-05-08
JMF97,1997-01-01,3850,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1997-12-31,1997-01-01,1997-12-31,4020,NULL,NULL,NULL,NULL,NULL,2013-05-08
MC3D-JHT98,1997-01-01,3851,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,51946,NULL,NULL,NULL,NULL,NULL,2013-05-08
MMI97,1997-01-01,3852,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1997-12-31,1997-01-01,1997-12-31,717,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN9704,1997-01-01,3853,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN9705,1997-01-01,3854,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MS97,1997-01-01,3855,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,38381,NULL,NULL,NULL,NULL,NULL,2013-05-08
NA9701,1997-01-01,3856,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Agip  AS,1997-12-31,1997-01-01,1997-12-31,633,NULL,NULL,NULL,NULL,NULL,2013-05-08
NA9702,1997-01-01,3857,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Agip  AS,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NGI98,1997-01-01,3858,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,2125,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9701,1997-01-01,3859,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,18896,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9702,1997-01-01,3860,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,5699,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9703,1997-01-01,3861,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,6445,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9704,1997-01-01,3862,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,3750,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9706,1997-01-01,3863,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1997-12-31,1997-01-01,1997-12-31,1083,NULL,NULL,NULL,NULL,NULL,2013-05-08
NODAB-97,1997-01-01,3864,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG NORGE A/S,1997-12-31,1997-01-01,1997-12-31,44233,NULL,NULL,NULL,NULL,NULL,2013-05-08
NP97,1997-01-01,3865,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1997-12-31,1997-01-01,1997-12-31,1941,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-KYST-97,1997-01-01,3866,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1997-12-31,1997-01-01,1997-12-31,881,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-MOFF-97,1997-01-01,3867,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1997-12-31,1997-01-01,1997-12-31,2748,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NF-97,1997-01-01,3868,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1997-12-31,1997-01-01,1997-12-31,284,NULL,NULL,NULL,NULL,NULL,2013-05-08
Q497,1997-01-01,3869,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SB-4C,1997-01-01,3870,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9701,1997-01-01,3871,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,149690,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9703,1997-01-01,3872,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,28737,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9707,1997-01-01,3873,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,16,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9711,1997-01-01,3874,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,4239,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9714,1997-01-01,3875,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,603,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9715,1997-01-01,3876,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,488,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9717,1997-01-01,3877,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9718,1997-01-01,3878,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SHD97,1997-01-01,3879,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1997-12-31,1997-01-01,1997-12-31,5264,NULL,NULL,NULL,NULL,NULL,2013-05-08
SPB97,1997-01-01,3880,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1997-12-31,1997-01-01,1997-12-31,5325,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9702,1997-01-01,3881,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,55333,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9703,1997-01-01,3882,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,26175,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9704,1997-01-01,3883,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9705,1997-01-01,3884,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,36149,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9706,1997-01-01,3885,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,109,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9707,1997-01-01,3886,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,92605,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9711,1997-01-01,3887,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,16257,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9712,1997-01-01,3888,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9713,1997-01-01,3889,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,166,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9714,1997-01-01,3890,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9715,1997-01-01,3891,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,3267,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9717,1997-01-01,3892,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,59343,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9718,1997-01-01,3893,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,21564,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9718RS,1997-01-01,3894,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,10328,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST9719,1997-01-01,3895,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,1761,NULL,NULL,NULL,NULL,NULL,2013-05-08
STAR97,1997-01-01,3896,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1997-12-31,1997-01-01,1997-12-31,1803,NULL,NULL,NULL,NULL,NULL,2013-05-08
UG97,1997-01-01,3897,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1997-12-31,1997-01-01,1997-12-31,3529,NULL,NULL,NULL,NULL,NULL,2013-05-08
UGI98,1997-01-01,3898,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1997-12-31,1997-01-01,1997-12-31,5542,NULL,NULL,NULL,NULL,NULL,2013-05-08
WESTERN 24/12,1997-01-01,3899,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1997-12-31,1997-01-01,1997-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
AMN9601,1996-01-01,3751,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Amerada Hess Norge AS,1996-12-31,1996-01-01,1996-12-31,105,NULL,NULL,NULL,NULL,NULL,2013-05-08
ANO9601,1996-01-01,3752,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Amoco Norway Oil Company,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ANO9602,1996-01-01,3753,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Amoco Norway Oil Company,1996-12-31,1996-01-01,1996-12-31,19790,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN9601,1996-01-01,3755,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,BP Norway Limited  U.A.,1996-12-31,1996-01-01,1996-12-31,72512,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN9602,1996-01-01,3756,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,BP Norway Limited  U.A.,1996-12-31,1996-01-01,1996-12-31,190015,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN9603,1996-01-01,3757,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1996-12-31,1996-01-01,1996-12-31,75,NULL,NULL,NULL,NULL,NULL,2013-05-08
CGME96,1996-01-01,3758,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,3944,NULL,NULL,NULL,NULL,NULL,2013-05-08
DT97,1996-01-01,3759,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EC4C-2D 1996,1996-01-01,3760,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EMW96,1996-01-01,3761,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ES9601,1996-01-01,3762,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1996-12-31,1996-01-01,1996-12-31,3452,NULL,NULL,NULL,NULL,NULL,2013-05-08
G-9603,1996-01-01,3763,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,WesternGeco AS,1996-12-31,1996-01-01,1996-12-31,54376,NULL,NULL,NULL,NULL,NULL,2013-05-08
GVIB96,1996-01-01,3764,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
HWE96,1996-01-01,3765,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Saga Petroleum ASA,1996-12-31,1996-01-01,1996-12-31,10420,NULL,NULL,NULL,NULL,NULL,2013-05-08
JS-TESS96,1996-01-01,3766,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,R & R Geo Tech AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MC3D 34_1,1996-01-01,3767,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,PGS NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MC3D-211-19,1996-01-01,3768,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG NORGE A/S,1996-12-31,1996-01-01,1996-12-31,14977,NULL,NULL,NULL,NULL,NULL,2013-05-08
MC3D-BLOCK 16_1,1996-01-01,3769,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,PGS NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,6999,NULL,NULL,NULL,NULL,NULL,2013-05-08
MC3D-Q4,1996-01-01,3770,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,PGS NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,131046,NULL,NULL,NULL,NULL,NULL,2013-05-08
MCQ3N PHASE C,1996-01-01,3771,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG NORGE A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN96,1996-01-01,3773,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN9601,1996-01-01,3774,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Mobil Exploration Norway INC,1996-12-31,1996-01-01,1996-12-31,26560,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN9602,1996-01-01,3775,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Amoco Norway Oil Company,1996-12-31,1996-01-01,1996-12-31,42245,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN9604,1996-01-01,3776,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1996-12-31,1996-01-01,1996-12-31,298,NULL,NULL,NULL,NULL,NULL,2013-05-08
MWT96,1996-01-01,3777,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,2815,NULL,NULL,NULL,NULL,NULL,2013-05-08
N2N3T96,1996-01-01,3778,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,1864,NULL,NULL,NULL,NULL,NULL,2013-05-08
N3RE96,1996-01-01,3779,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,1360,NULL,NULL,NULL,NULL,NULL,2013-05-08
NBS96,1996-01-01,3780,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NDBRE96,1996-01-01,3781,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,2906,NULL,NULL,NULL,NULL,NULL,2013-05-08
NDT96,1996-01-01,3782,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1996-12-31,1996-01-01,1996-12-31,1805,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9601,1996-01-01,3783,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9602,1996-01-01,3784,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,82663,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9603,1996-01-01,3785,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,123626,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9604,1996-01-01,3786,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,54875,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9605,1996-01-01,3787,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,14841,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9607,1996-01-01,3788,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9608,1996-01-01,3789,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH9611,1996-01-01,3790,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NHE96,1996-01-01,3791,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1996-12-31,1996-01-01,1996-12-31,1176,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-HB-96,1996-01-01,3792,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1996-12-31,1996-01-01,1996-12-31,2195,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-HV-96,1996-01-01,3793,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1996-12-31,1996-01-01,1996-12-31,1822,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-KONG-96,1996-01-01,3794,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1996-12-31,1996-01-01,1996-12-31,1516,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-KYST-96,1996-01-01,3795,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1996-12-31,1996-01-01,1996-12-31,1192,NULL,NULL,NULL,NULL,NULL,2013-05-08
NRM96,1996-01-01,3796,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
PGS9601N,1996-01-01,3797,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,PGS NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
RHW96,1996-01-01,3798,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1996-12-31,1996-01-01,1996-12-31,2171,NULL,NULL,NULL,NULL,NULL,2013-05-08
SAS-96,1996-01-01,3799,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norges Geologiske Undersøkelse,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBDE96,1996-01-01,3800,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,1398,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBDF96,1996-01-01,3801,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SET96,1996-01-01,3802,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1996-12-31,1996-01-01,1996-12-31,2703,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9601,1996-01-01,3804,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1996-12-31,1996-01-01,1996-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG9604,1996-01-01,3806,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Saga Petroleum ASA,1996-12-31,1996-01-01,1996-12-31,97471,NULL,NULL,NULL,NULL,NULL,2013-05-08
