wlbNpdidWellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
6157,"16/1-11","16/1-11",NULL,"001 B","EXPLORATION","Det norske oljeselskap ASA","NO","SONGA DELTA",NULL,2010-02-23,2010-04-26,"OIL/GAS","P&A",13,"APPRAISAL",112.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6157","http://www.npd.no/FactMapSearch?NPDID_wellbore=6157","NO","POINT(2.185411 58.926708)"
6158,"30/6-C-20","30/6-C-20 CY1","OSEBERG","053","DEVELOPMENT","Statoil Petroleum AS","YES","OSEBERG C","OSEBERG C",2009-09-09,2011-04-14,"OIL","SUSP.AT TD",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6158","http://www.npd.no/FactMapSearch?NPDID_wellbore=6158","NO","POINT(2.775942 60.608125)"
6159,"30/6-C-20","30/6-C-20 CY2","OSEBERG","053","DEVELOPMENT","Statoil Petroleum AS","NO","OSEBERG C","OSEBERG C",9999-12-31,9999-12-31,NULL,NULL,0,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6159","http://www.npd.no/FactMapSearch?NPDID_wellbore=6159","NO","POINT(2.775942 60.608125)"
7075,"34/8-C-3","34/8-C-3 H","VISUND","120","DEVELOPMENT","Statoil Petroleum AS","NO","COSLPioneer","VISUND NORD ITS",2013-03-30,2013-05-04,"OIL","PLUGGED",99,"OBSERVATION",378.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7075","http://www.npd.no/FactMapSearch?NPDID_wellbore=7075","NO","POINT(2.589122 61.435028)"
6161,"2/8-G-16","2/8-G-16 B","VALHALL","006 B","DEVELOPMENT","BP Norge AS","NO","VALHALL IP","VALHALL IP",2009-04-01,2009-08-05,"OIL","SUSP.AT TD",50,"PRODUCTION",73.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6161","http://www.npd.no/FactMapSearch?NPDID_wellbore=6161","NO","POINT(3.396411 56.276531)"
6162,"34/4-K-5","34/4-K-5 H","SNORRE","057","DEVELOPMENT","Statoil Petroleum AS","NO","SNORRE B","34/4-K H",2009-06-26,2010-01-31,"WATER/GAS","INJECTING",0,"INJECTION",347.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6162","http://www.npd.no/FactMapSearch?NPDID_wellbore=6162","NO","POINT(2.212439 61.525486)"
6163,"15/9-F-9","15/9-F-9 A","VOLVE","046 BS","DEVELOPMENT","StatoilHydro ASA","NO","MÆRSK INSPIRER","MÆRSK INSPIRER",2009-07-03,2009-07-13,"WATER","PRODUCING",172,"PRODUCTION",91.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6163","http://www.npd.no/FactMapSearch?NPDID_wellbore=6163","NO","POINT(1.8875 58.441594)"
6164,"7/12-A-15","7/12-A-15 A","ULA","019","DEVELOPMENT","BP Norge AS","NO","ULA DP","ULA PP",2009-09-12,2009-10-19,"OIL","PRODUCING",50,"PRODUCTION",69.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6164","http://www.npd.no/FactMapSearch?NPDID_wellbore=6164","NO","POINT(2.847358 57.111453)"
6263,"35/9-C-2","35/9-C-2 H","GJØA","153","DEVELOPMENT","Statoil Petroleum AS","NO","TRANSOCEAN SEARCHER","GJØA C",2010-05-08,2010-05-25,"OIL","PLUGGED",99,"OBSERVATION",363.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6263","http://www.npd.no/FactMapSearch?NPDID_wellbore=6263","NO","POINT(3.958228 61.340817)"
6167,"25/5-6","25/5-6",NULL,"363","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",NULL,2009-08-27,2009-09-19,"DRY","P&A",1,"WILDCAT",118.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6167","http://www.npd.no/FactMapSearch?NPDID_wellbore=6167","NO","POINT(2.398003 59.738569)"
6169,"2/4-VA-1","2/4-VA-1 H","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK VA",2009-09-06,2009-09-30,"WATER","SUSP.AT TD",173,"INJECTION",78.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6169","http://www.npd.no/FactMapSearch?NPDID_wellbore=6169","NO","POINT(3.212047 56.536847)"
6170,"2/4-VA-2","2/4-VA-2 H","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK VA",2009-08-10,2009-09-05,"WATER","SUSP.AT TD",173,"INJECTION",78.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6170","http://www.npd.no/FactMapSearch?NPDID_wellbore=6170","NO","POINT(3.211956 56.536919)"
6171,"2/4-VA-3","2/4-VA-3 H","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK VA",2009-10-02,2009-10-25,"WATER","SUSP.AT TD",173,"INJECTION",78.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6171","http://www.npd.no/FactMapSearch?NPDID_wellbore=6171","NO","POINT(3.211997 56.536828)"
6172,"2/4-X-8","2/4-X-8 A","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2009-11-19,2010-01-21,"OIL","SUSP.AT TD",50,"PRODUCTION",76.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6172","http://www.npd.no/FactMapSearch?NPDID_wellbore=6172","NO","POINT(3.219006 56.547489)"
7008,"34/11-B-17","34/11-B-17","VALEMON","193 D","DEVELOPMENT","Statoil Petroleum AS","NO","WEST ELARA","VALEMON",9999-12-31,9999-12-31,NULL,"PREDRILLED",0,"PRODUCTION",133.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7008","http://www.npd.no/FactMapSearch?NPDID_wellbore=7008","NO","POINT(2.338861 61.040747)"
4865,"33/12-B-30","33/12-B-30 A","STATFJORD","037","DEVELOPMENT","Statoil ASA (old)","NO","STATFJORD B","STATFJORD B",2003-12-22,2004-03-09,"WATER/GAS","PLUGGED",0,"INJECTION",144.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4865","http://www.npd.no/FactMapSearch?NPDID_wellbore=4865","NO","POINT(1.830772 61.206678)"
6577,"2/8-G-21","2/8-G-21","VALHALL","006 B","DEVELOPMENT","BP Norge AS","NO","VALHALL IP","VALHALL IP",2011-04-24,2011-05-03,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",73.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6577","http://www.npd.no/FactMapSearch?NPDID_wellbore=6577","NO","POINT(3.396297 56.276483)"
6178,"17/12-4","17/12-4 A",NULL,"407","EXPLORATION","BG Norge AS","NO","WEST ALPHA",NULL,2009-07-10,2009-08-15,"OIL","P&A",5,"APPRAISAL",110.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6178","http://www.npd.no/FactMapSearch?NPDID_wellbore=6178","NO","POINT(3.919736 58.177106)"
7076,"2/1-A-32","2/1-A-32 D","GYDA","019 B","DEVELOPMENT","Talisman Energy Norge AS","NO","GYDA","GYDA",2013-04-29,9999-12-31,NULL,NULL,0,"PRODUCTION",65.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7076","http://www.npd.no/FactMapSearch?NPDID_wellbore=7076","NO","POINT(3.084986 56.904808)"
5494,"15/6-9","15/6-9 S",NULL,"303","EXPLORATION","Statoil ASA (old)","NO","WEST EPSILON",NULL,2007-03-29,2007-05-27,"OIL/GAS","P&A",13,"APPRAISAL",113.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5494","http://www.npd.no/FactMapSearch?NPDID_wellbore=5494","NO","POINT(1.743019 58.587142)"
6182,"30/9-23","30/9-23",NULL,"104","EXPLORATION","StatoilHydro Petroleum AS","NO","TRANSOCEAN WINNER",NULL,2009-07-29,2009-08-21,"DRY","P&A",1,"WILDCAT",114.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6182","http://www.npd.no/FactMapSearch?NPDID_wellbore=6182","NO","POINT(2.985456 60.4591)"
1874,"34/10-35","34/10-35","VALEMON","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG",NULL,1992-02-05,1992-07-01,"GAS/CONDENSATE","P&A",17,"APPRAISAL",135.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1874","http://www.npd.no/FactMapSearch?NPDID_wellbore=1874","NO","POINT(2.321325 61.071158)"
7157,"31/2-K-22","31/2-K-22 BY1H","TROLL","054 ","DEVELOPMENT","Statoil Petroleum AS","YES","COSLInnovator","TROLL K2",2013-03-21,2013-03-30,"OIL","SUSP.AT TD",50,"PRODUCTION",317.400000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7157","http://www.npd.no/FactMapSearch?NPDID_wellbore=7157","NO","POINT(3.639869 60.755814)"
6185,"25/8-17","25/8-17","JETTE","027 D","EXPLORATION","ExxonMobil Exploration & Production Norway AS","NO","BREDFORD DOLPHIN",NULL,2009-10-09,2009-10-29,"OIL","P&A",5,"WILDCAT",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6185","http://www.npd.no/FactMapSearch?NPDID_wellbore=6185","YES","POINT(2.333944 59.392261)"
6186,"15/9-23","15/9-23",NULL,"408","EXPLORATION","Det norske oljeselskap ASA","NO","BREDFORD DOLPHIN",NULL,2009-11-18,2010-01-03,"DRY","P&A",1,"WILDCAT",84.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6186","http://www.npd.no/FactMapSearch?NPDID_wellbore=6186","NO","POINT(1.873111 58.27475)"
6580,"15/12-A-12","15/12-A-12 C","VARG","038","DEVELOPMENT","Talisman Energy Norge AS","NO","MÆRSK GUARDIAN","VARG A",2011-03-23,2011-04-11,"NOT AVAILABLE","PLUGGED",71,"PRODUCTION",84.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6580","http://www.npd.no/FactMapSearch?NPDID_wellbore=6580","NO","POINT(1.890511 58.077908)"
6188,"6609/10-2","6609/10-2",NULL,"483 S","EXPLORATION","Det norske oljeselskap ASA (old)","NO","SONGA DELTA",NULL,2009-09-05,2009-10-03,"DRY","SUSP.REENTERED LATER",1,"WILDCAT",265.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6188","http://www.npd.no/FactMapSearch?NPDID_wellbore=6188","NO","POINT(9.051667 66.041389)"
6189,"25/9-3","25/9-3",NULL,"412","EXPLORATION","Norwegian Energy Company ASA","NO","WEST ALPHA",NULL,2009-08-28,2009-09-20,"DRY","P&A",1,"WILDCAT",121.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6189","http://www.npd.no/FactMapSearch?NPDID_wellbore=6189","NO","POINT(2.678578 59.434731)"
5842,"15/5-7","15/5-7",NULL,"048","EXPLORATION","StatoilHydro ASA","NO","TRANSOCEAN WINNER",NULL,2008-07-04,2008-09-07,"OIL","P&A",5,"APPRAISAL",119.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5842","http://www.npd.no/FactMapSearch?NPDID_wellbore=5842","NO","POINT(1.655361 58.556167)"
6192,"6608/10-E-1","6608/10-E-1 Y2H","NORNE","128","DEVELOPMENT","StatoilHydro Petroleum AS","YES","STENA DON","NORNE E",2009-10-26,2009-12-03,"OIL","SUSP.AT TD",50,"PRODUCTION",380.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6192","http://www.npd.no/FactMapSearch?NPDID_wellbore=6192","NO","POINT(8.099572 66.045372)"
6193,"25/11-G-3","25/11-G-3 AY1","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-01-26,2010-02-11,"OIL","PRODUCING",50,"PRODUCTION",127.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6193","http://www.npd.no/FactMapSearch?NPDID_wellbore=6193","NO","POINT(2.487253 59.165325)"
6194,"25/11-G-3","25/11-G-3 AY2","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-02-13,2010-02-24,"OIL","PRODUCING",50,"PRODUCTION",127.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6194","http://www.npd.no/FactMapSearch?NPDID_wellbore=6194","NO","POINT(2.487253 59.165325)"
6195,"25/11-G-3","25/11-G-3 AY3","GRANE","169 B1","DEVELOPMENT","Statoil Petroleum AS","YES","GRANE","GRANE",2010-03-05,2010-03-16,"OIL","PRODUCING",50,"PRODUCTION",127.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6195","http://www.npd.no/FactMapSearch?NPDID_wellbore=6195","NO","POINT(2.487253 59.165325)"
6196,"30/9-U-2","30/9-U-2",NULL,"079","SHALLOW","StatoilHydro Petroleum AS","NO","TRANSOCEAN LEADER",NULL,2009-09-09,2009-09-11,NULL,"P&A",0,NULL,107.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Shallow&nav3=6196",NULL,"NO","POINT(2.711361 60.484944)"
6278,"34/11-U-7","34/11-U-7",NULL,"193","SHALLOW","StatoilHydro Petroleum AS","NO","BUCENTAUR",NULL,2009-06-23,2009-06-23,NULL,"P&A",0,NULL,133.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Shallow&nav3=6278",NULL,"NO","POINT(2.340053 61.040306)"
7125,"6507/7-A-28","6507/7-A-28 C","HEIDRUN","095 ","DEVELOPMENT","Statoil Petroleum AS","NO","HEIDRUN","HEIDRUN",2013-04-13,9999-12-31,NULL,NULL,0,"PRODUCTION",345.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7125","http://www.npd.no/FactMapSearch?NPDID_wellbore=7125","NO","POINT(7.317575 65.325758)"
6198,"30/6-C-10","30/6-C-10 E","OSEBERG","053","DEVELOPMENT","StatoilHydro Petroleum AS","YES","OSEBERG C","OSEBERG C",2009-08-06,2009-08-29,NULL,"SUSPENDED",0,"PRODUCTION",108.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6198","http://www.npd.no/FactMapSearch?NPDID_wellbore=6198","NO","POINT(2.775939 60.608192)"
6488,"15/6-11","15/6-11 S",NULL,"303","EXPLORATION","Statoil Petroleum AS","NO","OCEAN VANGUARD",NULL,2010-10-27,2010-12-19,"DRY","P&A",1,"APPRAISAL",115.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6488","http://www.npd.no/FactMapSearch?NPDID_wellbore=6488","NO","POINT(1.702928 58.568978)"
6201,"31/5-H-3","31/5-H-3 CY1H","TROLL","085","DEVELOPMENT","Statoil Petroleum AS","YES","WEST VENTURE","TROLL H",2009-11-10,2009-12-15,"OIL","SUSP.AT TD",50,"PRODUCTION",316.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6201","http://www.npd.no/FactMapSearch?NPDID_wellbore=6201","NO","POINT(3.513717 60.714256)"
6202,"31/5-H-3","31/5-H-3 CY2H","TROLL","085","DEVELOPMENT","Statoil Petroleum AS","YES","WEST VENTURE","TROLL H",2009-12-15,2010-01-10,"OIL","SUSP.AT TD",50,"PRODUCTION",316.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6202","http://www.npd.no/FactMapSearch?NPDID_wellbore=6202","NO","POINT(3.513717 60.714256)"
6399,"16/1-14","16/1-14",NULL,"338","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",NULL,2010-09-26,2010-11-30,"OIL","P&A",5,"WILDCAT",110.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6399","http://www.npd.no/FactMapSearch?NPDID_wellbore=6399","YES","POINT(2.202906 58.885911)"
4487,"30/8-A-11","30/8-A-11 AH","TUNE","190","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","DEEPSEA DELTA","TUNE",2002-03-27,2002-04-30,"GAS","PRODUCING",90,"PRODUCTION",93.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4487","http://www.npd.no/FactMapSearch?NPDID_wellbore=4487","NO","POINT(2.653456 60.467536)"
6205,"30/9-B-46","30/9-B-46 D","OSEBERG","079","DEVELOPMENT","StatoilHydro Petroleum AS","NO","OSEBERG B","OSEBERG B",2009-08-06,2009-09-12,"OIL","PRODUCING",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6205","http://www.npd.no/FactMapSearch?NPDID_wellbore=6205","NO","POINT(2.828631 60.493289)"
6206,"6407/1-C-3","6407/1-C-3 Y1H","TYRIHANS","073","DEVELOPMENT","Statoil Petroleum AS","NO","TRANSOCEAN ARCTIC","TYRIHANS C",2009-12-17,2010-02-07,"OIL","PLUGGED",99,"OBSERVATION",270.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6206","http://www.npd.no/FactMapSearch?NPDID_wellbore=6206","NO","POINT(7.011761 64.789922)"
6207,"6407/1-C-3","6407/1-C-3 AY1H","TYRIHANS","073","DEVELOPMENT","Statoil Petroleum AS","YES","TRANSOCEAN ARCTIC","TYRIHANS C",2010-02-22,2010-03-25,"OIL","PRODUCING",50,"PRODUCTION",270.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6207","http://www.npd.no/FactMapSearch?NPDID_wellbore=6207","NO","POINT(7.011761 64.789922)"
6208,"6506/12-12","6506/12-12 A","ÅSGARD","094","EXPLORATION","StatoilHydro Petroleum AS","NO","TRANSOCEAN LEADER","ÅSGARD NB",2009-08-06,2009-09-02,"OIL/GAS","RE-CLASS TO DEV",13,"APPRAISAL",301.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6208","http://www.npd.no/FactMapSearch?NPDID_wellbore=6208","NO","POINT(6.908269 65.216997)"
6209,"6507/8-E-3","6507/8-E-3 FH","HEIDRUN","124","DEVELOPMENT","StatoilHydro Petroleum AS","NO","DEEPSEA BERGEN","HEIDRUN E",2009-08-04,2009-09-10,"OIL","PRODUCING",50,"PRODUCTION",355.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6209","http://www.npd.no/FactMapSearch?NPDID_wellbore=6209","NO","POINT(7.369522 65.383317)"
6210,"30/9-24","30/9-24",NULL,"079","EXPLORATION","StatoilHydro Petroleum AS","NO","TRANSOCEAN LEADER",NULL,2009-09-10,2009-10-17,"DRY","P&A",1,"WILDCAT",107.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6210","http://www.npd.no/FactMapSearch?NPDID_wellbore=6210","NO","POINT(2.712 60.484639)"
6211,"17/12-4","17/12-4 B",NULL,"407","EXPLORATION","BG Norge AS","NO","WEST ALPHA",NULL,2009-08-16,2009-08-26,"OIL","P&A",5,"APPRAISAL",110.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6211","http://www.npd.no/FactMapSearch?NPDID_wellbore=6211","NO","POINT(3.919736 58.177106)"
4347,"30/8-A-12","30/8-A-12 H","TUNE","190","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","DEEPSEA DELTA","TUNE",2001-08-15,2001-11-21,"GAS","PRODUCING",90,"PRODUCTION",93.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4347","http://www.npd.no/FactMapSearch?NPDID_wellbore=4347","NO","POINT(2.653308 60.467522)"
6215,"25/2-17","25/2-17",NULL,"442","EXPLORATION","StatoilHydro Petroleum AS","NO","OCEAN VANGUARD",NULL,2009-09-07,2009-10-11,"OIL","P&A",5,"WILDCAT",120.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6215","http://www.npd.no/FactMapSearch?NPDID_wellbore=6215","YES","POINT(2.630664 59.865869)"
7126,"25/11-A-21","25/11-A-21 H","BALDER","001 ","DEVELOPMENT","ExxonMobil Exploration & Production Norway AS","NO","WEST ALPHA","BALDER FPU",2013-04-15,2013-04-22,"OIL","PLUGGED",99,"OBSERVATION",126.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7126","http://www.npd.no/FactMapSearch?NPDID_wellbore=7126","NO","POINT(2.358172 59.191558)"
6216,"16/4-5","16/4-5",NULL,"359","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",NULL,2010-02-04,2010-03-07,"OIL SHOWS","P&A",12,"WILDCAT",104.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6216","http://www.npd.no/FactMapSearch?NPDID_wellbore=6216","NO","POINT(2.292303 58.728925)"
6217,"6506/12-Q-5","6506/12-Q-5 Y2H","ÅSGARD","094","DEVELOPMENT","StatoilHydro Petroleum AS","YES","SCARABEO 5","ÅSGARD Q",2009-11-12,2009-12-20,"GAS/CONDENSATE","PRODUCING",170,"PRODUCTION",305.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6217","http://www.npd.no/FactMapSearch?NPDID_wellbore=6217","NO","POINT(6.940958 65.040486)"
6595,"15/12-A-12","15/12-A-12 D","VARG","038","DEVELOPMENT","Talisman Energy Norge AS","NO","MÆRSK GUARDIAN","VARG A",2011-04-15,2011-04-20,"NOT AVAILABLE","PLUGGED",71,"PRODUCTION",84.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6595","http://www.npd.no/FactMapSearch?NPDID_wellbore=6595","NO","POINT(1.890511 58.077908)"
6220,"2/4-K-30","2/4-K-30 A","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK K","EKOFISK K",2009-10-08,2010-01-07,"WATER","INJECTING",173,"INJECTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6220","http://www.npd.no/FactMapSearch?NPDID_wellbore=6220","NO","POINT(3.206069 56.565542)"
6221,"2/7-A-18","2/7-A-18 D","ELDFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","ELDFISK A","ELDFISK A",2009-10-01,2009-11-27,"WATER","PLUGGED",173,"INJECTION",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6221","http://www.npd.no/FactMapSearch?NPDID_wellbore=6221","NO","POINT(3.265719 56.376669)"
6222,"24/9-9","24/9-9 S","BØYLA","340","EXPLORATION","Marathon Petroleum Norge AS","NO","SONGA DEE",NULL,2009-09-12,2009-10-07,"OIL","P&A",5,"WILDCAT",120.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6222","http://www.npd.no/FactMapSearch?NPDID_wellbore=6222","YES","POINT(1.838131 59.327914)"
6223,"2/4-VA-5","2/4-VA-5 H","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK VA",2009-12-25,2010-01-11,"WATER","SUSP.AT TD",173,"INJECTION",78.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6223","http://www.npd.no/FactMapSearch?NPDID_wellbore=6223","NO","POINT(3.212006 56.536836)"
6224,"2/4-VA-6","2/4-VA-6 H","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK VA",2010-01-12,2010-02-06,"WATER","SUSP.AT TD",173,"INJECTION",78.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6224","http://www.npd.no/FactMapSearch?NPDID_wellbore=6224","NO","POINT(3.211911 56.536906)"
7087,"30/9-J-14","30/9-J-14 AH","OSEBERG SØR","104 ","DEVELOPMENT","Statoil Petroleum AS","NO","BORGLAND DOLPHIN","OSEBERG SØR J",2013-01-10,2013-02-11,"OIL","PLUGGED",50,"PRODUCTION",102.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7087","http://www.npd.no/FactMapSearch?NPDID_wellbore=7087","NO","POINT(2.900194 60.354483)"
6226,"16/1-8","16/1-8 R","EDVARD GRIEG","338","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",NULL,2009-10-02,2009-10-10,"OIL","P&A",5,"APPRAISAL",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6226","http://www.npd.no/FactMapSearch?NPDID_wellbore=6226","NO","POINT(2.2351 58.835731)"
6227,"34/4-11","34/4-11",NULL,"375","EXPLORATION","Petro-Canada Norge AS","NO","SONGA DELTA",NULL,2009-10-13,2010-01-10,"OIL","P&A",5,"WILDCAT",375.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6227","http://www.npd.no/FactMapSearch?NPDID_wellbore=6227","YES","POINT(2.098261 61.644722)"
